Tags,Checked,Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: MassList Search,Annot. DeltaMass [ppm],Calc. MW,m/z,RT [min],Area (Max.),# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,Mass List Match: KPS_NPL,Mass List Match: KPS_Psychoactive Substances_v2,Mass List Match: KPS_Pharmaceuticals_Oct22,MS2,Reference Ion,Group Area: CRH_FST1,Group Area: CRH_FST2,Group Area: CRH_FST3,Group Area: CRH_FST4,Group Area: CRH_FST5,Group Area: CRH_INLET,Group Area: LANDFILL_EG_0_3Y,Group Area: LANDFILL_EG_3_10Y,Group Area: LANDFILL_EG_Y104,Group Area: LANDFILL_OP_Y104,Group Area: LYSIMETER_CONTROL_EG_140622,Group Area: LYSIMETER_CONTROL_EG_171221,Group Area: LYSIMETER_CONTROL_EG_250122,Group Area: LYSIMETER_CONTROL_OP_140622,Group Area: LYSIMETER_CONTROL_OP_171221,Group Area: LYSIMETER_CONTROL_OP_260122,Group Area: LYSIMETER_EG_0_3Y_14062022,Group Area: LYSIMETER_EG_03Y_171221,Group Area: LYSIMETER_EG_03Y_250122,Group Area: LYSIMETER_EG_3_10Y__171221,Group Area: LYSIMETER_EG_104_171221,Group Area: LYSIMETER_EG3_104_140622,Group Area: LYSIMETER_EG3_104_250122,Group Area: LYSIMETER_EG3_104_250122_20221003231510,Group Area: LYSIMETER_EG104_140622,Group Area: LYSIMETER_OP_0_3Y_171221,Group Area: LYSIMETER_OP_0_3Y_250122,Group Area: LYSIMETER_OP_3_10Y_171221,Group Area: LYSIMETER_OP_3_10Y_250122,Group Area: LYSIMETER_OP_10Y_140622,Group Area: LYSIMETER_OP_10Y_171222,Group Area: LYSIMETER_OP_7104_250122,Group Area: LYSIMETER_OP0_34_140622,Group Area: LYSIMETER_OP3_104_140622,Group Area: Thailand_sample_1,Group Area: Thailand_sample_2,Group Area: Thailand_sample_3,Group Area: Thailand_sample_4,Group Area: Thailand_sample_5,Group Area: Thailand_sample_6,Group Area: Thailand_sample_7,Group Area: Thailand_sample_8,Peak Rating: BLANK_2.raw (F1),Peak Rating: BLANK_3.raw (F2),Peak Rating: BLANK_4.raw (F3),Peak Rating: BLANK_5.raw (F4),Peak Rating: Blank_6.raw (F5),Peak Rating: BLANK1.raw (F6),Peak Rating: CRH_FST1.raw (F7),Peak Rating: CRH_FST2.raw (F8),Peak Rating: CRH_FST3.raw (F9),Peak Rating: CRH_FST4.raw (F10),Peak Rating: CRH_FST5.raw (F11),Peak Rating: CRH_INLET.raw (F12),Peak Rating: LANDFILL_EG_0_3Y.raw (F13),Peak Rating: LANDFILL_EG_3_10Y.raw (F14),Peak Rating: LANDFILL_EG_Y104.raw (F15),Peak Rating: LANDFILL_OP_Y104.raw (F16),Peak Rating: LYSIMETER_CONTROL_EG_140622.raw (F17),Peak Rating: LYSIMETER_CONTROL_EG_171221.raw (F18),Peak Rating: LYSIMETER_CONTROL_EG_250122.raw (F19),Peak Rating: LYSIMETER_CONTROL_OP_140622.raw (F20),Peak Rating: LYSIMETER_CONTROL_OP_171221.raw (F21),Peak Rating: LYSIMETER_CONTROL_OP_260122.raw (F22),Peak Rating: LYSIMETER_EG_0_3Y_14062022.raw (F23),Peak Rating: LYSIMETER_EG_03Y_171221.raw (F24),Peak Rating: LYSIMETER_EG_03Y_250122.raw (F25),Peak Rating: LYSIMETER_EG_3_10Y__171221.raw (F26),Peak Rating: LYSIMETER_EG_104_171221.raw (F27),Peak Rating: LYSIMETER_EG3_104_140622.raw (F28),Peak Rating: LYSIMETER_EG3_104_250122.raw (F29),Peak Rating: LYSIMETER_EG3_104_250122_20221003231510.raw (F30),Peak Rating: LYSIMETER_EG104_140622.raw (F31),Peak Rating: LYSIMETER_OP_0_3Y_171221.raw (F32),Peak Rating: LYSIMETER_OP_0_3Y_250122.raw (F33),Peak Rating: LYSIMETER_OP_3_10Y_171221.raw (F34),Peak Rating: LYSIMETER_OP_3_10Y_250122.raw (F35),Peak Rating: LYSIMETER_OP_10Y_140622.raw (F36),Peak Rating: LYSIMETER_OP_10Y_171222.raw (F37),Peak Rating: LYSIMETER_OP_7104_250122.raw (F38),Peak Rating: LYSIMETER_OP0_34_140622.raw (F39),Peak Rating: LYSIMETER_OP3_104_140622.raw (F40),Peak Rating: QC_1.raw (F41),Peak Rating: QC_2.raw (F42),Peak Rating: QC_3.raw (F43),Peak Rating: QC_4.raw (F44),Peak Rating: QC_5.raw (F45),Peak Rating: QC_6.raw (F46),Peak Rating: QC_7.raw (F47),Peak Rating: QC_8.raw (F48),Peak Rating: QC_9.raw (F49),Peak Rating: QC_10.raw (F50),Peak Rating: QC_11.raw (F51),Peak Rating: QC_12.raw (F52),Peak Rating: QC_13.raw (F53),Peak Rating: QC_14.raw (F54),Peak Rating: QC_15.raw (F55),Peak Rating: Thailand_sample_1.raw (F56),Peak Rating: Thailand_sample_2.raw (F57),Peak Rating: Thailand_sample_3.raw (F58),Peak Rating: Thailand_sample_4.raw (F59),Peak Rating: Thailand_sample_5.raw (F60),Peak Rating: Thailand_sample_6.raw (F61),Peak Rating: Thailand_sample_7.raw (F62),Peak Rating: Thailand_sample_8.raw (F63)
,FALSE,Tixocortol,C21 H30 O4 S,No match,Invalid mass,Full match,0.11,378.18652,379.1938,8.956,336840.3542,3,67.9,8.4,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,249845.7808,,,,,,,,,,,127426.6282,260778.2386,,336840.3542,227750.852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,,,,,,,,,,,8.3,8.6,,8.6,8.6,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,
,FALSE,4-phenylfentanyl,C28 H32 N2 O,No match,Invalid mass,Full match,-2.96,412.25024,413.25752,22.401,336031.1499,4,72.7,8.6,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,59112.09985,59742.4436,,,73526.22158,,,46374.51529,47704.84609,,63698.35791,,,116497.0188,37835.34626,134454.5729,336031.1499,78275.1483,,115017.5849,129040.6082,,114533.8951,35201.48437,55662.36966,48542.59067,55968.83569,,73501.9564,92805.95851,,52762.19767,114150.4506,85316.52774,43079.85081,,67111.16867,,68447.89597,66966.21154,,6.8,3.4,,0.7,,,,6.8,2.5,,,8.3,,,6.8,6.8,,5.2,,,8.3,6.5,2.8,8,5,,3.9,7.2,,5.5,7.1,5.8,6.8,6.8,,6.1,7.7,,7.4,5,,,7.2,6.8,,6.8,4.7,,,,5.5,7.2,5.5,,6.1,7.2,5.2,,7.4,,6.8,0.3,
,FALSE,Stavudine,C10 H12 N2 O4,Not the top hit,Invalid mass,Full match,0.39,224.0798,225.08707,8.198,335908.142,4,79.1,9,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,218019.3475,,,,152089.7195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,,,4.2,,,,,,,,,,,,,,,,,,7.5,7.5,5.3,,,,7.5,4.8,,,,,7.5,,,,,,,,
,FALSE,Angustmycin A,C11 H13 N5 O4,Not the top hit,Invalid mass,Full match,0.77,279.09697,280.10425,6.068,335906.0404,5,72.5,51.4,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,335906.0404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189462.4337,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,,,,,,,,,,5.2,,7.9,,,,,,,,7.5,
,FALSE,"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid",C15 H24 O3,Not the top hit,Full match,No results,0.49,252.17267,253.17995,15.54,335616.3746,8,87.4,9.4,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,117623.4381,54530.34423,,,,,,,,,,,297439.9471,,,,294082.6617,283260.9351,,250181.7627,,,,,,,,,,335616.3746,,,,,,,,,,,,,,,,,,,3.4,7.4,,,,,,,,,,,4.2,,,,3.2,8.6,,3.7,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Metoprine,C11 H10 Cl2 N4,Full match,Invalid mass,Full match,3.12,268.02909,269.03636,10.976,335201.808,2,63.7,66.1,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,128951.4441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175219.8531,,335201.808,,106620.829,,,,,,3.6,5.8,6.8,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,,9.1,,7.2,,,
,FALSE,"4-(3-Methyl-5-oxo-4,5-dihydro-1H-pyrazol-1-yl)benzoic acid",C11 H10 N2 O3,Not the top hit,Full match,No results,0.35,218.06922,219.0765,8.527,334573.9094,4,78,8.9,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,16199.01149,211900.615,,334573.9094,,,,,,,,96435.34599,,,,,,,,,,,,,,,,,,,,,,13037.45288,,,,,,,,,,,,,,,8.7,3.2,,7.5,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,6.8,,,,,,8.2,,
,FALSE,Decamethylcyclopentasiloxane,C10 H30 O5 Si5,No match,No results,Full match,-0.42,370.0938,371.10114,8.733,333920.8046,0,,,Single match found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,333920.8046,,,,,,,,,,,,,,,,,100836.373,,,,,10006.13743,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,8.8,,,,,7.1,,,,,,,,,,,,,,3.3,,,,,,,,,,
,FALSE,"4-[2-(1-methyl-1H-pyrazolo[3,4-d]pyrimidin-4-yl)hydrazino]-4-oxobutanoic acid",C10 H12 N6 O3,Not the top hit,Full match,No results,1.58,264.0975,265.10478,9.793,333543.8877,9,79.3,49.6,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,333543.8877,,,,,,,,,,,,,,6538.76427,,,,,,41536.00752,,,,75885.30644,,,,,,,,,,,,,,,,,,,,,,,,9.7,,,,,,,,,,,,,,7.1,,,,,,2.7,,,,8.3,,,,,,,7.5,8.6,,8,,,,7.7,,8.2,,,,,,,,
,FALSE,Creatine,C4 H9 N3 O2,Full match,Full match,Full match,3.24,131.0699,132.07683,1.351,332592.9373,4,89.1,55.4,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,77898.31404,,,,,,,,42591.62263,,,332592.9373,77771.93049,,,55327.05744,,,36741.27619,41096.1724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,7.9,,,3.2,8.8,,,8.5,,,7.1,2.7,,,,,,,,4.1,,,,9,,,2.5,,,,,,,,
,FALSE,AM-1220,C26 H26 N2 O,No match,No results,Full match,4.94,382.2064,383.21368,24.39,332259.6309,0,,,No matches found,Single match found,No matches found,DDA for preferred ion,[M+H]+1,,90250.67074,50686.42511,,50866.02984,332259.6309,89036.08816,,35465.61083,,54884.1886,34050.07203,43161.1696,51306.68282,,39220.15927,,,48936.66807,,,,132009.4539,103367.4285,,,,,37988.38568,,,55134.69278,117731.9243,38594.23783,,143063.0115,,65932.48571,87416.43212,,,,2.8,6.8,,,,,,7.7,7.4,,5.2,2.6,4.5,,2.7,,7.4,6.5,6.8,7.4,,7.1,,,6.8,,,,2.8,3.4,,,,,6.5,,,3,5,6.5,7.7,,,,6.8,2.8,7.5,,3.2,,7.4,,,,6.3,,4.2,,4.1,3.4,,,
,FALSE,Ranitidine,C13 H22 N4 O3 S,Full match,Not the top hit,Full match,-1.74,314.14071,315.14799,18.278,332256.6455,8,80.5,50.4,Single match found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,332256.6455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228245.9584,241613.4675,,,,,,,,,,,,,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,5,,,,,,,,,,,,,,,,,8,5.3
,FALSE,N-{2-[(4-methylphenyl)thio]pyridin-3-yl}-2-phenylacetamide,C20 H18 N2 O S,No match,Full match,No results,-4.95,334.11233,335.11961,9.805,330906.6685,1,72.9,52.1,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,145100.2679,,,,,,,,,164180.7147,,298015.4589,115612.7403,,296158.4103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,8,,8,8.3,,8,,,,,,,8,9.1,8.6,5.9,8.6,9.1,8.6,4.8,,,,,4.8,,,,,,,,
,FALSE,Paraldehyde,C6 H12 O3,Full match,No results,Full match,0.56,132.07872,133.08599,5.83,330321.2886,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,330321.2886,,,,,,,,,,,,,,,,,,,,,,,46701.27637,,,,,,,,,,,,,,,,,,,,,,,,,9.7,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,6.3,,
,FALSE,"2,3-Dihydroxybenzoylserine",C10 H11 N O6,Not the top hit,No results,Full match,0.31,241.05871,242.06599,6.59,330179.7086,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330179.7086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,,,,,,,,,,,,,,,,,,,9.1,,
,FALSE,2-Methyl-4'-(methylthio)-2-morpholinopropiophenone,C15 H21 N O2 S,Not the top hit,Invalid mass,Full match,0.84,279.12954,280.13681,9.333,329982.2147,2,76.2,8.8,No matches found,Single match found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,176999.8014,,,,,,329982.2147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,,,,,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Pirenzepine,C19 H21 N5 O2,Not the top hit,Partial match,Full match,-4.45,351.16796,352.17524,10.274,329908.4991,1,60.3,8,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,,,33952.72521,58671.9224,,41590.48534,,,,,,,,,,,329908.4991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,7.4,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,
,FALSE,Liquiritigenin,C15 H12 O4,Not the top hit,Invalid mass,Full match,1.85,256.07403,257.08159,12.298,329660.2757,8,77.1,73.1,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,329660.2757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75234.4066,,,,,,,,,,,,,,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,
,FALSE,Doxercalciferol,C28 H44 O2,Not the top hit,No results,Full match,0.17,412.3342,413.34149,22.83,329629.3018,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,152662.7957,,,,,,,,,,,,,,,,,,,,,,,329629.3018,129424.7912,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,9.1,6.6
,FALSE,Retosiban,C27 H34 N4 O5,No match,No results,Full match,-2.72,494.25157,517.24081,9.891,328350.6392,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+Na]+1,,,,,,,,,,,,,,,,,,328350.6392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,,,,,,,,,,,,,,,,,,,6.5,3.3,3.8,8.2,7.1,7.6,,,,,,,,,,,,,,,
,FALSE,Isradipine,C19 H21 N3 O5,No match,No results,Full match,-0.73,371.14785,372.15513,8.776,328263.9934,0,,,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,,328263.9934,,102348.4877,,,,,,,,19764.65642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,5,,,,,,,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Mozenavir,C33 H36 N4 O3,No match,No results,Full match,0.16,536.27883,537.2861,24.314,327778.6476,0,,,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,327778.6476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292870.409,161550.3959,,,,,,,,,,,,,,,,,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,3.7
,FALSE,Variolin B,C14 H11 N7 O,No match,No results,Full match,-4.42,293.10121,294.10849,1.338,326532.8906,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,83916.24111,,142709.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,,3.2,,,,,,,,,,,,,,,,,,,,,,,,7.7,3.2,,,8.8,,4.8,2.6,,3.2,,,,,,,,
,FALSE,trans-Cinnamaldehyde,C9 H8 O,Full match,Full match,No results,0.01,132.05752,133.06489,8.487,326478.6691,1,89.5,82,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,,326478.6691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,,,,,,,,,,,,,5.4,,,,2.2,,,,,,,,,,,,,,
,FALSE,Gliorosein,C10 H14 O4,Full match,Partial match,Full match,0.17,198.08924,199.09651,9.645,326187.5613,4,78.3,73.9,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,42246.26382,,,326187.5613,,,,,,,,,,59937.09792,,,,,,,,,,,,,143865.4303,,,,,,,,,,,,,,,,,,,,,,5.2,,,4.8,,,,,,,,,,4.1,,,,,,,,,,,,,8.2,,,,,7.1,,,,,,,,,,8,
,FALSE,Ethyl oleate,C20 H38 O2,Full match,Full match,No results,0.18,310.28724,311.29451,9.338,325859.4257,2,68.5,67.5,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,26093.97453,,57794.44958,,,,,,4729.566078,,51898.0179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,6.8,,,,,,6.5,,6.8,,,,,,,,,,,,,,,,,,,,5.9,,6.5,,,,,,,,,,,
,FALSE,Seliciclib,C19 H26 N6 O,No match,No results,Full match,-4.19,354.21532,355.2226,14.877,325289.0002,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,325289.0002,,,,,,,,,,,227542.7423,,31633.61336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,,,,,,,,,,,7,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Brefeldin A,C16 H24 O4,Not the top hit,Invalid mass,Full match,0.53,280.16761,281.17488,10.259,324760.9551,1,65.6,43.5,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,37499.8058,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,6.6,,,,,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,,,,,,,,
,FALSE,Oxibendazole,C12 H15 N3 O3,Not the top hit,Not the top hit,Full match,0.31,249.11142,250.11869,7.278,324742.1261,3,78.6,74.2,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,324742.1261,,,,,,,,,,,,,34257.70648,,,,,,,,,,,67828.98478,,,,,,,,,,,178673.9782,,,,,,,,,,,,,4.8,,,,,,,,,,,,,7.1,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
,FALSE,Decamethylcyclopentasiloxane,C10 H30 O5 Si5,No match,Invalid mass,Full match,0.03,370.09397,371.10124,9.261,324686.1921,5,69.4,67.8,Single match found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,324686.1921,128010.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,2.8,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,7.2,,,,,,,,,,
,FALSE,Fluoxymestrone,C20 H29 F O3,Not the top hit,Partial match,Full match,-3.1,336.20903,337.21631,19.541,323794.6971,5,81.1,9.1,No matches found,Single match found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,323794.6971,,137089.6803,,,,,,,,230894.9719,,,,,,,,53547.92814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,,4.2,,,,,,,,7.5,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Quisinostat,C21 H26 N6 O2,Not the top hit,No results,Full match,-2.76,394.21064,395.21779,8.619,323394.1676,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,323394.1676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98213.35224,,,,,,,,,,,,,,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,
,FALSE,"6-methoxy-2,3,4,9-tetrahydro-1H-beta-carbolin-1-one",C12 H12 N2 O2,Not the top hit,Full match,No results,0.74,216.09004,217.09724,8.792,323080.735,3,75.7,47.6,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,323080.735,129678.5794,,,133673.2062,95084.39158,32010.54395,155454.1215,,,,,163449.5226,67915.1221,,,,,89085.4715,,,18798.22074,,46333.9627,161289.233,,,,,,,,,,,,,,,,,,,,,,,,4.2,0.7,,,3.4,4.5,6.5,2.1,,,,,3.2,6.8,,,,,0.7,,,4.3,,6.8,2.6,,,,,6.5,,,5.4,2.2,2.2,,6.8,4.7,,6.5,,,,,,,,
,FALSE,Secnidazole,C7 H11 N3 O3,Not the top hit,Partial match,Full match,0.35,185.08011,186.08734,1.596,322939.0919,5,73.7,53.1,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,82444.98703,,241178.7961,,,,,,,,153095.9928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,3.2,,,,,,,,7.5,,,,,,,,,5.2,7.2,7.2,6.8,5.9,,7.5,5.5,2.6,,,,7.5,5.5,,,,,,,,
,FALSE,Angustmycin A,C11 H13 N5 O4,Not the top hit,Invalid mass,Full match,0.62,279.09693,280.1042,6.628,322721.6592,3,64.9,47.1,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,44645.27576,,,,33352.43959,,146476.1968,66313.96972,,,,,,,,,,,,,,,,,322721.6592,,,,,,,,,,,,,,,,,,,,,,,,3.6,,,,7.6,,8.6,8.5,,,,,,,,,,,,,,,,,5.9,,,,,3.9,3.9,1.5,4.5,3.9,7.7,3.9,,,,,8.5,,,,,,,,
,FALSE,Tolmetin,C15 H15 N O3,Full match,Not the top hit,Full match,0.89,257.10542,258.1127,8.793,321644.1048,5,73.9,8.7,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,321644.1048,,,,,,,,59700.78027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,,0.9,7.4,7.4,,,,,,,,,
,FALSE,Decamethylcyclopentasiloxane,C10 H30 O5 Si5,No match,Invalid mass,Full match,-0.33,370.09383,371.10111,10.046,320698.0868,4,68.9,44,Single match found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,,320698.0868,66186.11198,15888.62238,,,,,134778.2439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,6.8,6.5,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Cyclandelate,C17 H24 O3,Not the top hit,Invalid mass,Full match,0.52,276.17269,277.17989,18.087,319618.7851,7,77.3,8.9,Single match found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,319618.7851,,,,,,27802.48477,,,,53202.60213,,,,,98276.1168,,,,,,,,,,,,,,,194570.2834,,,,,,,,,,,,,,,,,,4.2,,,,,,2.7,,,,9,,,,,7.7,,,,,,,,,,,,,,,,,,,,7.2,,,,,8.2,,,,,3.2,,,,,
,FALSE,Midodrine,C12 H18 N2 O4,Not the top hit,Not the top hit,Full match,0.45,254.12677,255.13405,7.626,319016.8079,4,77.6,8.9,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126274.7016,,,,,,,,,,,319016.8079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,,,,,7.1,,,,,,,,,,,,,,,,,,,,,3.2
,FALSE,4-Hexylresorcinol,C12 H18 O2,Full match,Partial match,Full match,-0.01,194.13068,195.13795,9.133,318858.3378,1,85.5,79.2,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,318858.3378,,,,,,67160.70976,,,,,,,,,,,,,,,,,,,,,,,150412.5527,,,,,,,,,,,,,,,,,,,3.2,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,
,FALSE,4-(pentyloxy)benzene-1-carbohydrazide,C12 H18 N2 O2,Full match,Full match,No results,0.47,222.13693,223.14421,5.906,318641.3828,1,78.7,74.2,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,318641.3828,,,,,,,,,,,,,,,,,,,,,,157619.4627,,,137837.6681,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,7.5,,,8,,,7.9,,,,3.2,7.7,,2.1,8,,,0.7,,6.5,,,,,,,,
,FALSE,"(7R,8S)-7,8-Dihydroxy-3,7-dimethyl-6-oxo-7,8-dihydro-6H-isochromene-5-carbaldehyde",C12 H12 O5,Not the top hit,Full match,No results,0.88,236.06868,237.07597,8.604,317201.1722,7,79,60.4,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,18987.58601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317201.1722,,,,,,,,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,7.5
,FALSE,PEG n5,C10 H22 O6,Not the top hit,Full match,No results,0.3,238.14171,239.14899,27.865,317098.0562,2,63.7,66.1,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76659.81662,,,,,,,,,,97053.82789,63782.25292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,2.1,,,,,,,,,,,,,,,,,4.5,4.7,
