"peak_number","name","formula","annot_delta_mass_ppm","calc_mw","m_z","rt_min","sample_location"
3965,"Phthalic acid","C8 H6 O4",0.08,166.02662,167.0339,22.601,"sc003"
3965,"Phthalic acid","C8 H6 O4",0.08,166.02662,167.0339,22.601,"sc004"
3965,"Phthalic acid","C8 H6 O4",0.08,166.02662,167.0339,22.601,"sc007"
3965,"Phthalic acid","C8 H6 O4",0.08,166.02662,167.0339,22.601,"sc008"
3965,"Phthalic acid","C8 H6 O4",0.08,166.02662,167.0339,22.601,"sc009"
3965,"Phthalic acid","C8 H6 O4",0.08,166.02662,167.0339,22.601,"sc010"
3965,"Phthalic acid","C8 H6 O4",0.08,166.02662,167.0339,22.601,"sc012"
3965,"Phthalic acid","C8 H6 O4",0.08,166.02662,167.0339,22.601,"sc014"
3965,"Phthalic acid","C8 H6 O4",0.08,166.02662,167.0339,22.601,"sc015"
3965,"Phthalic acid","C8 H6 O4",0.08,166.02662,167.0339,22.601,"sc020"
3965,"Phthalic acid","C8 H6 O4",0.08,166.02662,167.0339,22.601,"sc023"
3965,"Phthalic acid","C8 H6 O4",0.08,166.02662,167.0339,22.601,"solution"
5867,"Phytosphingosine","C18 H39 N O3",0.41,317.29312,318.3004,16.717,"sc010"
8653,"Pidolic acid","C5 H7 N O3",0.77,129.04269,130.04998,1.232,"sc002"
8653,"Pidolic acid","C5 H7 N O3",0.77,129.04269,130.04998,1.232,"sc004"
5220,"Pikromycin/Amaromycin_BTM01877","C28 H45 N O8",3.59,523.3164,524.32367,20.501,"sc001"
5220,"Pikromycin/Amaromycin_BTM01877","C28 H45 N O8",3.59,523.3164,524.32367,20.501,"sc010"
5220,"Pikromycin/Amaromycin_BTM01877","C28 H45 N O8",3.59,523.3164,524.32367,20.501,"sc023"
7593,"Pikromycin/Amaromycin_BTM01888","C26 H40 O9",-1.97,496.26625,497.27353,5.42,"sc007"
7593,"Pikromycin/Amaromycin_BTM01888","C26 H40 O9",-1.97,496.26625,497.27353,5.42,"sc008"
7593,"Pikromycin/Amaromycin_BTM01888","C26 H40 O9",-1.97,496.26625,497.27353,5.42,"sc012"
7593,"Pikromycin/Amaromycin_BTM01888","C26 H40 O9",-1.97,496.26625,497.27353,5.42,"sc013"
7593,"Pikromycin/Amaromycin_BTM01888","C26 H40 O9",-1.97,496.26625,497.27353,5.42,"sc014"
7593,"Pikromycin/Amaromycin_BTM01888","C26 H40 O9",-1.97,496.26625,497.27353,5.42,"sc018"
2184,"Pilocarpine","C11 H16 N2 O2",0.09,208.1212,209.12847,6.78,"qc15x"
2132,"Pilocarpine","C11 H16 N2 O2",0.06,208.12119,209.12847,9.203,"sc001"
2132,"Pilocarpine","C11 H16 N2 O2",0.06,208.12119,209.12847,9.203,"sc002"
2132,"Pilocarpine","C11 H16 N2 O2",0.06,208.12119,209.12847,9.203,"sc003"
2132,"Pilocarpine","C11 H16 N2 O2",0.06,208.12119,209.12847,9.203,"sc005"
2132,"Pilocarpine","C11 H16 N2 O2",0.06,208.12119,209.12847,9.203,"sc007"
2132,"Pilocarpine","C11 H16 N2 O2",0.06,208.12119,209.12847,9.203,"sc008"
1045,"Pilocarpine","C11 H16 N2 O2",0.02,208.12118,209.12845,6.62,"sc009"
1045,"Pilocarpine","C11 H16 N2 O2",0.02,208.12118,209.12845,6.62,"sc010"
2132,"Pilocarpine","C11 H16 N2 O2",0.06,208.12119,209.12847,9.203,"sc011"
2132,"Pilocarpine","C11 H16 N2 O2",0.06,208.12119,209.12847,9.203,"sc012"
2132,"Pilocarpine","C11 H16 N2 O2",0.06,208.12119,209.12847,9.203,"sc013"
1045,"Pilocarpine","C11 H16 N2 O2",0.02,208.12118,209.12845,6.62,"sc014"
1045,"Pilocarpine","C11 H16 N2 O2",0.02,208.12118,209.12845,6.62,"sc015"
2184,"Pilocarpine","C11 H16 N2 O2",0.09,208.1212,209.12847,6.78,"sc016"
2132,"Pilocarpine","C11 H16 N2 O2",0.06,208.12119,209.12847,9.203,"sc017"
2132,"Pilocarpine","C11 H16 N2 O2",0.06,208.12119,209.12847,9.203,"sc018"
2132,"Pilocarpine","C11 H16 N2 O2",0.06,208.12119,209.12847,9.203,"sc020"
2132,"Pilocarpine","C11 H16 N2 O2",0.06,208.12119,209.12847,9.203,"sc023"
2457,"Pinacidil","C13 H19 N5",-4.99,245.16282,246.17009,7.785,"sc007"
2457,"Pinacidil","C13 H19 N5",-4.99,245.16282,246.17009,7.785,"sc018"
2457,"Pinacidil","C13 H19 N5",-4.99,245.16282,246.17009,7.785,"sc020"
2457,"Pinacidil","C13 H19 N5",-4.99,245.16282,246.17009,7.785,"sc023"
4294,"Pipemidic acid","C14 H17 N5 O3",0.52,303.1333,304.14057,6.96,"sc007"
4294,"Pipemidic acid","C14 H17 N5 O3",0.52,303.1333,304.14057,6.96,"sc016"
9686,"Pipendoxifene","C29 H32 N2 O3",-3.03,456.23991,457.24719,21.294,"sc001"
4711,"Piperiacetildenafil","C24 H31 N5 O3",-3.01,437.24137,438.24865,10.038,"sc007"
7991,"Pipradrol","C18 H21 N O",0.42,267.16243,268.1697,11.731,"sc008"
8780,"Pirbuterol","C12 H20 N2 O3",0.42,240.14749,263.13675,7.169,"sc016"
5106,"Pirbuterol","C12 H20 N2 O3",0.37,240.14748,241.15476,7.548,"sc020"
1900,"Pirenzepine","C19 H21 N5 O2",0.03,351.16953,352.17681,16.522,"sc003"
1900,"Pirenzepine","C19 H21 N5 O2",0.03,351.16953,352.17681,16.522,"sc004"
1900,"Pirenzepine","C19 H21 N5 O2",0.03,351.16953,352.17681,16.522,"sc007"
1900,"Pirenzepine","C19 H21 N5 O2",0.03,351.16953,352.17681,16.522,"sc020"
4708,"Pirfenidone","C12 H11 N O",0.33,185.08412,186.09142,6.985,"sc004"
4708,"Pirfenidone","C12 H11 N O",0.33,185.08412,186.09142,6.985,"sc007"
5203,"Piritrexim","C17 H19 N5 O2",-3.81,325.15264,326.15991,12.09,"sc008"
8756,"Pirlimycin","C17 H31 Cl N2 O5 S",1.2,410.16471,411.17201,20.518,"qc15x"
8756,"Pirlimycin","C17 H31 Cl N2 O5 S",1.2,410.16471,411.17201,20.518,"solution"
6237,"Pirlimycin_BTM01083","C17 H31 Cl N2 O6 S",4.89,426.16122,427.16852,15.299,"sc001"
2206,"Piromidic acid","C14 H16 N4 O3",0.68,288.12244,289.12972,15.507,"sc003"
2206,"Piromidic acid","C14 H16 N4 O3",0.68,288.12244,289.12972,15.507,"sc004"
3021,"Pivamdinocillin_BTM00786","C21 H33 N3 O6 S",3.97,455.21081,456.21809,6.052,"sc020"
9460,"Pivhydrazine","C12 H18 N2 O",0.34,206.14198,224.17582,7.164,"sc001"
6323,"Plinabulin","C19 H20 N4 O2",-3.8,336.15735,337.16463,15.021,"sc020"
2563,"Pmedap","C8 H13 N6 O4 P",2.22,288.07423,289.0815,10.25,"sc002"
9480,"Poly THF n5","C20 H42 O6",0.08,378.29817,379.30535,19.54,"sc001"
2427,"Poly THF n5","C20 H42 O6",0.12,378.29818,401.28742,19.402,"sc003"
2427,"Poly THF n5","C20 H42 O6",0.12,378.29818,401.28742,19.402,"sc004"
2427,"Poly THF n5","C20 H42 O6",0.12,378.29818,401.28742,19.402,"sc007"
2427,"Poly THF n5","C20 H42 O6",0.12,378.29818,401.28742,19.402,"sc008"
9480,"Poly THF n5","C20 H42 O6",0.08,378.29817,379.30535,19.54,"sc010"
9480,"Poly THF n5","C20 H42 O6",0.08,378.29817,379.30535,19.54,"sc011"
2427,"Poly THF n5","C20 H42 O6",0.12,378.29818,401.28742,19.402,"sc018"
1195,"Poly THF n7","C28 H58 O8",0.24,522.41329,545.40253,20.722,"sc007"
274,"Polyoxyethylene (9) lauryl ether","C30 H62 O10",0.19,582.43441,600.46824,20.124,"sc001"
1291,"Polyoxyethylene (9) lauryl ether","C30 H62 O10",0,582.4343,605.42351,20.764,"sc003"
274,"Polyoxyethylene (9) lauryl ether","C30 H62 O10",0.19,582.43441,600.46824,20.124,"sc005"
274,"Polyoxyethylene (9) lauryl ether","C30 H62 O10",0.19,582.43441,600.46824,20.124,"sc007"
1291,"Polyoxyethylene (9) lauryl ether","C30 H62 O10",0,582.4343,605.42351,20.764,"sc010"
1291,"Polyoxyethylene (9) lauryl ether","C30 H62 O10",0,582.4343,605.42351,20.764,"sc011"
1291,"Polyoxyethylene (9) lauryl ether","C30 H62 O10",0,582.4343,605.42351,20.764,"sc012"
274,"Polyoxyethylene (9) lauryl ether","C30 H62 O10",0.19,582.43441,600.46824,20.124,"sc013"
1291,"Polyoxyethylene (9) lauryl ether","C30 H62 O10",0,582.4343,605.42351,20.764,"sc014"
274,"Polyoxyethylene (9) lauryl ether","C30 H62 O10",0.19,582.43441,600.46824,20.124,"sc016"
1291,"Polyoxyethylene (9) lauryl ether","C30 H62 O10",0,582.4343,605.42351,20.764,"sc017"
1291,"Polyoxyethylene (9) lauryl ether","C30 H62 O10",0,582.4343,605.42351,20.764,"sc018"
1291,"Polyoxyethylene (9) lauryl ether","C30 H62 O10",0,582.4343,605.42351,20.764,"sc020"
274,"Polyoxyethylene (9) lauryl ether","C30 H62 O10",0.19,582.43441,600.46824,20.124,"sc023"
5831,"Pomalidomide","C13 H11 N3 O4",0.47,273.07508,274.08236,11.372,"sc009"
5831,"Pomalidomide","C13 H11 N3 O4",0.47,273.07508,274.08236,11.372,"sc020"
5831,"Pomalidomide","C13 H11 N3 O4",0.47,273.07508,274.08236,11.372,"sc023"
8190,"Pralidoxime","C7 H8 N2 O",0.58,136.06374,137.07102,2.965,"sc009"
1714,"Pralidoxime","C7 H8 N2 O",0.64,136.06375,137.07103,1.985,"sc013"
4937,"Prazepam","C19 H17 Cl N2 O",0.79,324.1032,325.11047,10.692,"sc007"
502,"Primidone","C12 H14 N2 O2",0.39,218.10561,219.11289,9.364,"sc003"
502,"Primidone","C12 H14 N2 O2",0.39,218.10561,219.11289,9.364,"sc004"
502,"Primidone","C12 H14 N2 O2",0.39,218.10561,219.11289,9.364,"sc005"
502,"Primidone","C12 H14 N2 O2",0.39,218.10561,219.11289,9.364,"sc007"
502,"Primidone","C12 H14 N2 O2",0.39,218.10561,219.11289,9.364,"sc008"
502,"Primidone","C12 H14 N2 O2",0.39,218.10561,219.11289,9.364,"sc009"
502,"Primidone","C12 H14 N2 O2",0.39,218.10561,219.11289,9.364,"sc014"
502,"Primidone","C12 H14 N2 O2",0.39,218.10561,219.11289,9.364,"sc015"
4187,"Primidone","C12 H14 N2 O2",0.46,218.10563,219.1129,6.422,"sc016"
502,"Primidone","C12 H14 N2 O2",0.39,218.10561,219.11289,9.364,"sc020"
502,"Primidone","C12 H14 N2 O2",0.39,218.10561,219.11289,9.364,"sc023"
2682,"Procainamide","C13 H21 N3 O",0.49,235.16858,236.17585,8.245,"sc004"
5145,"Procaine","C13 H20 N2 O2",0.46,236.15259,237.15986,12.605,"sc002"
6181,"Procaine","C13 H20 N2 O2",0.36,236.15256,237.15984,13.998,"sc003"
5145,"Procaine","C13 H20 N2 O2",0.46,236.15259,237.15986,12.605,"sc004"
5145,"Procaine","C13 H20 N2 O2",0.46,236.15259,237.15986,12.605,"sc007"
5145,"Procaine","C13 H20 N2 O2",0.46,236.15259,237.15986,12.605,"sc008"
3264,"Procaine","C13 H20 N2 O2",0.44,236.15258,237.15986,12.716,"sc014"
3264,"Procaine","C13 H20 N2 O2",0.44,236.15258,237.15986,12.716,"sc015"
5145,"Procaine","C13 H20 N2 O2",0.46,236.15259,237.15986,12.605,"sc020"
5145,"Procaine","C13 H20 N2 O2",0.46,236.15259,237.15986,12.605,"sc023"
99,"Procarbazine","C12 H19 N3 O",0.4,221.1529,222.16018,7.671,"sc002"
99,"Procarbazine","C12 H19 N3 O",0.4,221.1529,222.16018,7.671,"sc003"
99,"Procarbazine","C12 H19 N3 O",0.4,221.1529,222.16018,7.671,"sc004"
99,"Procarbazine","C12 H19 N3 O",0.4,221.1529,222.16018,7.671,"sc007"
99,"Procarbazine","C12 H19 N3 O",0.4,221.1529,222.16018,7.671,"sc008"
4319,"Procarbazine","C12 H19 N3 O",0.37,221.1529,222.16017,5.338,"sc015"
99,"Procarbazine","C12 H19 N3 O",0.4,221.1529,222.16018,7.671,"sc020"
2991,"Procaterol","C16 H22 N2 O3",0.58,290.16321,291.17049,7.711,"sc003"
2737,"Procaterol","C16 H22 N2 O3",0.63,290.16322,291.1705,12.332,"sc004"
2737,"Procaterol","C16 H22 N2 O3",0.63,290.16322,291.1705,12.332,"sc007"
2737,"Procaterol","C16 H22 N2 O3",0.63,290.16322,291.1705,12.332,"sc008"
2991,"Procaterol","C16 H22 N2 O3",0.58,290.16321,291.17049,7.711,"sc016"
3462,"Procaterol","C16 H22 N2 O3",0.7,290.16325,291.17052,12.166,"sc020"
9122,"Prolylglycine","C7 H12 N2 O3",0.38,172.08486,173.09213,1.258,"sc002"
107,"Prolylleucine","C11 H20 N2 O3",0.36,228.14748,229.15475,1.2,"sc003"
107,"Prolylleucine","C11 H20 N2 O3",0.36,228.14748,229.15475,1.2,"sc004"
107,"Prolylleucine","C11 H20 N2 O3",0.36,228.14748,229.15475,1.2,"sc007"
107,"Prolylleucine","C11 H20 N2 O3",0.36,228.14748,229.15475,1.2,"sc008"
107,"Prolylleucine","C11 H20 N2 O3",0.36,228.14748,229.15475,1.2,"sc009"
107,"Prolylleucine","C11 H20 N2 O3",0.36,228.14748,229.15475,1.2,"sc010"
107,"Prolylleucine","C11 H20 N2 O3",0.36,228.14748,229.15475,1.2,"sc011"
107,"Prolylleucine","C11 H20 N2 O3",0.36,228.14748,229.15475,1.2,"sc012"
107,"Prolylleucine","C11 H20 N2 O3",0.36,228.14748,229.15475,1.2,"sc013"
107,"Prolylleucine","C11 H20 N2 O3",0.36,228.14748,229.15475,1.2,"sc014"
107,"Prolylleucine","C11 H20 N2 O3",0.36,228.14748,229.15475,1.2,"sc015"
107,"Prolylleucine","C11 H20 N2 O3",0.36,228.14748,229.15475,1.2,"sc016"
107,"Prolylleucine","C11 H20 N2 O3",0.36,228.14748,229.15475,1.2,"sc017"
107,"Prolylleucine","C11 H20 N2 O3",0.36,228.14748,229.15475,1.2,"sc018"
107,"Prolylleucine","C11 H20 N2 O3",0.36,228.14748,229.15475,1.2,"sc020"
107,"Prolylleucine","C11 H20 N2 O3",0.36,228.14748,229.15475,1.2,"sc023"
9384,"Prontoglucal","C12 H18 N2 O7 S",4.52,334.08498,335.09226,4.75,"sc007"
1111,"Propacetamol","C14 H20 N2 O3",0.37,264.14749,265.15476,7.187,"qc15x"
609,"Propacetamol","C14 H20 N2 O3",0.35,264.14748,265.15476,15.964,"sc003"
609,"Propacetamol","C14 H20 N2 O3",0.35,264.14748,265.15476,15.964,"sc004"
1111,"Propacetamol","C14 H20 N2 O3",0.37,264.14749,265.15476,7.187,"sc005"
609,"Propacetamol","C14 H20 N2 O3",0.35,264.14748,265.15476,15.964,"sc007"
609,"Propacetamol","C14 H20 N2 O3",0.35,264.14748,265.15476,15.964,"sc008"
1111,"Propacetamol","C14 H20 N2 O3",0.37,264.14749,265.15476,7.187,"sc009"
1111,"Propacetamol","C14 H20 N2 O3",0.37,264.14749,265.15476,7.187,"sc013"
1111,"Propacetamol","C14 H20 N2 O3",0.37,264.14749,265.15476,7.187,"sc014"
1111,"Propacetamol","C14 H20 N2 O3",0.37,264.14749,265.15476,7.187,"sc015"
1111,"Propacetamol","C14 H20 N2 O3",0.37,264.14749,265.15476,7.187,"sc016"
609,"Propacetamol","C14 H20 N2 O3",0.35,264.14748,265.15476,15.964,"sc020"
1111,"Propacetamol","C14 H20 N2 O3",0.37,264.14749,265.15476,7.187,"sc023"
9459,"Propamidine","C17 H20 N4 O2",4.92,312.16016,313.16744,22.085,"solution"
2643,"Propanthelin","C23 H30 N O3",3.51,368.22386,369.23113,23.337,"sc001"
2643,"Propanthelin","C23 H30 N O3",3.51,368.22386,369.23113,23.337,"sc002"
2643,"Propanthelin","C23 H30 N O3",3.51,368.22386,369.23113,23.337,"sc003"
2643,"Propanthelin","C23 H30 N O3",3.51,368.22386,369.23113,23.337,"sc004"
2643,"Propanthelin","C23 H30 N O3",3.51,368.22386,369.23113,23.337,"sc005"
2643,"Propanthelin","C23 H30 N O3",3.51,368.22386,369.23113,23.337,"sc007"
2643,"Propanthelin","C23 H30 N O3",3.51,368.22386,369.23113,23.337,"sc008"
2643,"Propanthelin","C23 H30 N O3",3.51,368.22386,369.23113,23.337,"sc009"
2643,"Propanthelin","C23 H30 N O3",3.51,368.22386,369.23113,23.337,"sc010"
2643,"Propanthelin","C23 H30 N O3",3.51,368.22386,369.23113,23.337,"sc011"
2643,"Propanthelin","C23 H30 N O3",3.51,368.22386,369.23113,23.337,"sc012"
2643,"Propanthelin","C23 H30 N O3",3.51,368.22386,369.23113,23.337,"sc013"
2643,"Propanthelin","C23 H30 N O3",3.51,368.22386,369.23113,23.337,"sc014"
2643,"Propanthelin","C23 H30 N O3",3.51,368.22386,369.23113,23.337,"sc015"
2643,"Propanthelin","C23 H30 N O3",3.51,368.22386,369.23113,23.337,"sc016"
2643,"Propanthelin","C23 H30 N O3",3.51,368.22386,369.23113,23.337,"sc017"
2643,"Propanthelin","C23 H30 N O3",3.51,368.22386,369.23113,23.337,"sc018"
2643,"Propanthelin","C23 H30 N O3",3.51,368.22386,369.23113,23.337,"sc020"
2643,"Propanthelin","C23 H30 N O3",3.51,368.22386,369.23113,23.337,"sc023"
2643,"Propanthelin","C23 H30 N O3",3.51,368.22386,369.23113,23.337,"solution"
7699,"Propazine","C9 H16 Cl N5",4.09,229.11036,230.11764,7.166,"sc014"
7699,"Propazine","C9 H16 Cl N5",4.09,229.11036,230.11764,7.166,"sc015"
7821,"Propicillin_BTM00815","C18 H20 N2 O5 S",-0.26,376.10919,377.11647,10.515,"sc004"
7821,"Propicillin_BTM00815","C18 H20 N2 O5 S",-0.26,376.10919,377.11647,10.515,"sc020"
1398,"Propranolol","C16 H21 N O2",0.4,259.15733,260.16461,10.299,"sc003"
1398,"Propranolol","C16 H21 N O2",0.4,259.15733,260.16461,10.299,"sc004"
1398,"Propranolol","C16 H21 N O2",0.4,259.15733,260.16461,10.299,"sc007"
1040,"Propranolol","C16 H21 N O2",0.37,259.15732,260.1646,7.486,"sc014"
1040,"Propranolol","C16 H21 N O2",0.37,259.15732,260.1646,7.486,"sc015"
1398,"Propranolol","C16 H21 N O2",0.4,259.15733,260.16461,10.299,"sc020"
6493,"Propranolol","C16 H21 N O2",0.41,259.15734,260.16461,9.236,"sc023"
6462,"Propylparaben","C10 H12 O3",0.31,180.0787,181.08598,19.239,"sc001"
1492,"Propyzamide","C12 H11 Cl2 N O",0.26,255.02184,256.02911,16.339,"sc020"
1492,"Propyzamide","C12 H11 Cl2 N O",0.26,255.02184,256.02911,16.339,"sc023"
2559,"Proscaline","C13 H21 N O3",0.42,239.15224,240.15952,4.938,"sc014"
1457,"Prostaglandin b2","C20 H30 O4",0.04,334.21442,335.22165,17.557,"sc013"
7167,"Proxyphylline","C10 H14 N4 O3",0.37,238.10668,261.09589,5.885,"sc009"
383,"Pruvanserin","C22 H21 F N4 O",2.45,376.17086,377.17814,7.56,"sc003"
4768,"Pruvanserin","C22 H21 F N4 O",2.51,376.17088,377.17816,9.585,"sc007"
383,"Pruvanserin","C22 H21 F N4 O",2.45,376.17086,377.17814,7.56,"sc008"
5046,"Pruvanserin","C22 H21 F N4 O",2.78,376.17098,377.17826,8.758,"sc012"
4768,"Pruvanserin","C22 H21 F N4 O",2.51,376.17088,377.17816,9.585,"sc013"
383,"Pruvanserin","C22 H21 F N4 O",2.45,376.17086,377.17814,7.56,"sc016"
383,"Pruvanserin","C22 H21 F N4 O",2.45,376.17086,377.17814,7.56,"sc020"
7406,"Psilocybin","C12 H17 N2 O4 P",4.28,284.09381,285.10108,15.707,"sc011"
6106,"Pyrazinamide","C5 H5 N3 O",1.13,123.0434,124.05068,6.775,"sc007"
7973,"Pyridoxal","C8 H9 N O3",0.23,167.05828,168.06553,7.823,"sc007"
8457,"Pyridoxal","C8 H9 N O3",0.2,167.05828,168.06555,7.933,"sc009"
7292,"Pyridoxal","C8 H9 N O3",0.15,167.05827,168.06554,8.123,"sc013"
5917,"Pyridoxamine","C8 H12 N2 O2",0.19,168.08991,169.09719,5.067,"sc009"
5917,"Pyridoxamine","C8 H12 N2 O2",0.19,168.08991,169.09719,5.067,"sc015"
3393,"Pyridoxine","C8 H11 N O3",0.32,169.07395,170.08122,9.592,"sc009"
6318,"Pyrilamine","C17 H23 N3 O",0.76,285.18433,286.1916,11.807,"sc003"
6318,"Pyrilamine","C17 H23 N3 O",0.76,285.18433,286.1916,11.807,"sc016"
9395,"Pyroxamide","C13 H19 N3 O3",0.38,265.14274,266.15002,6.525,"sc001"
9568,"QUPIC","C23 H22 N2 O2",-3.63,358.16683,359.1741,19.509,"sc010"
9568,"QUPIC","C23 H22 N2 O2",-3.63,358.16683,359.1741,19.509,"sc013"
4964,"Quinethazone","C10 H12 Cl N3 O3 S",2.19,289.02942,290.0367,9.073,"sc014"
4964,"Quinethazone","C10 H12 Cl N3 O3 S",2.19,289.02942,290.0367,9.073,"sc015"
4964,"Quinethazone","C10 H12 Cl N3 O3 S",2.19,289.02942,290.0367,9.073,"sc023"
4107,"Quinine","C20 H24 N2 O2",0.32,324.18388,325.19116,9.045,"sc001"
4107,"Quinine","C20 H24 N2 O2",0.32,324.18388,325.19116,9.045,"sc003"
4107,"Quinine","C20 H24 N2 O2",0.32,324.18388,325.19116,9.045,"sc004"
4107,"Quinine","C20 H24 N2 O2",0.32,324.18388,325.19116,9.045,"sc007"
4107,"Quinine","C20 H24 N2 O2",0.32,324.18388,325.19116,9.045,"sc013"
4107,"Quinine","C20 H24 N2 O2",0.32,324.18388,325.19116,9.045,"sc016"
7382,"R-Chloroquine","C18 H26 Cl N3",2.4,319.18229,639.37179,20.591,"sc010"
1013,"RALOXIFENE CORE","C14 H10 O2 S",0.83,242.04035,243.04763,6.568,"sc001"
1013,"RALOXIFENE CORE","C14 H10 O2 S",0.83,242.04035,243.04763,6.568,"sc002"
1013,"RALOXIFENE CORE","C14 H10 O2 S",0.83,242.04035,243.04763,6.568,"sc003"
1013,"RALOXIFENE CORE","C14 H10 O2 S",0.83,242.04035,243.04763,6.568,"sc005"
1013,"RALOXIFENE CORE","C14 H10 O2 S",0.83,242.04035,243.04763,6.568,"sc007"
1013,"RALOXIFENE CORE","C14 H10 O2 S",0.83,242.04035,243.04763,6.568,"sc011"
1013,"RALOXIFENE CORE","C14 H10 O2 S",0.83,242.04035,243.04763,6.568,"sc012"
1013,"RALOXIFENE CORE","C14 H10 O2 S",0.83,242.04035,243.04763,6.568,"sc016"
1013,"RALOXIFENE CORE","C14 H10 O2 S",0.83,242.04035,243.04763,6.568,"sc018"
6652,"Racemomycin B","C31 H58 N12 O10",-0.45,758.43954,759.44682,5.548,"sc008"
6652,"Racemomycin B","C31 H58 N12 O10",-0.45,758.43954,759.44682,5.548,"sc011"
4064,"Racemomycin B","C31 H58 N12 O10",-0.6,758.43943,759.44671,5.868,"sc012"
4064,"Racemomycin B","C31 H58 N12 O10",-0.6,758.43943,759.44671,5.868,"sc014"
4064,"Racemomycin B","C31 H58 N12 O10",-0.6,758.43943,759.44671,5.868,"sc016"
4064,"Racemomycin B","C31 H58 N12 O10",-0.6,758.43943,759.44671,5.868,"sc018"
8418,"Radicinin","C12 H12 O5",0.3,236.06855,237.07583,10.097,"sc010"
8418,"Radicinin","C12 H12 O5",0.3,236.06855,237.07583,10.097,"sc018"
6613,"Radicinin","C12 H12 O5",0.52,236.0686,237.07587,16.322,"sc020"
5700,"Ranelic acid","C12 H10 N2 O8 S",4.63,342.01737,343.02465,11.85,"sc008"
1697,"Ranitidine","C13 H22 N4 O3 S",-1.6,314.14076,315.14803,19.232,"sc007"
2854,"Ranitidine","C13 H22 N4 O3 S",-1.53,314.14078,315.14806,18.003,"sc010"
2854,"Ranitidine","C13 H22 N4 O3 S",-1.53,314.14078,315.14806,18.003,"sc011"
4893,"Ranitidine","C13 H22 N4 O3 S",-1.55,314.14078,315.14805,17.552,"sc014"
4893,"Ranitidine","C13 H22 N4 O3 S",-1.55,314.14078,315.14805,17.552,"sc015"
2854,"Ranitidine","C13 H22 N4 O3 S",-1.53,314.14078,315.14806,18.003,"sc018"
5761,"Recoflavone","C20 H18 O8",-0.25,386.10007,387.10735,17.417,"sc011"
5761,"Recoflavone","C20 H18 O8",-0.25,386.10007,387.10735,17.417,"sc013"
1266,"Remikiren","C33 H50 N4 O6 S",1.54,630.34608,648.37997,11.018,"sc004"
1266,"Remikiren","C33 H50 N4 O6 S",1.54,630.34608,648.37997,11.018,"sc005"
1266,"Remikiren","C33 H50 N4 O6 S",1.54,630.34608,648.37997,11.018,"sc013"
1266,"Remikiren","C33 H50 N4 O6 S",1.54,630.34608,648.37997,11.018,"sc016"
1266,"Remikiren","C33 H50 N4 O6 S",1.54,630.34608,648.37997,11.018,"sc018"
5241,"Resveratrol","C14 H12 O3",0.43,228.07874,229.08602,17.273,"sc003"
3753,"Resveratrol","C14 H12 O3",0.46,228.07875,229.08603,15.933,"sc007"
5241,"Resveratrol","C14 H12 O3",0.43,228.07874,229.08602,17.273,"sc013"
3400,"Retinol","C20 H30 O",0.46,286.2298,287.23707,19.424,"sc003"
3400,"Retinol","C20 H30 O",0.46,286.2298,287.23707,19.424,"sc004"
4806,"Retinol","C20 H30 O",0.51,286.22981,287.23709,22.703,"sc007"
3400,"Retinol","C20 H30 O",0.46,286.2298,287.23707,19.424,"sc013"
4806,"Retinol","C20 H30 O",0.51,286.22981,287.23709,22.703,"sc014"
4806,"Retinol","C20 H30 O",0.51,286.22981,287.23709,22.703,"sc015"
3400,"Retinol","C20 H30 O",0.46,286.2298,287.23707,19.424,"sc016"
1873,"Retinol acetate","C22 H32 O2",0.02,328.24024,351.22944,21.512,"sc002"
1873,"Retinol acetate","C22 H32 O2",0.02,328.24024,351.22944,21.512,"sc005"
1873,"Retinol acetate","C22 H32 O2",0.02,328.24024,351.22944,21.512,"sc007"
1873,"Retinol acetate","C22 H32 O2",0.02,328.24024,351.22944,21.512,"sc008"
1873,"Retinol acetate","C22 H32 O2",0.02,328.24024,351.22944,21.512,"sc013"
3192,"Retosiban","C27 H34 N4 O5",-2.78,494.25155,495.25878,13.651,"sc007"
2542,"Rezatomidine","C13 H16 N2 S",0.52,232.10354,233.11082,14.24,"sc010"
2542,"Rezatomidine","C13 H16 N2 S",0.52,232.10354,233.11082,14.24,"sc018"
721,"Rhodamine 6G","C28 H30 N2 O3",0.16,442.22571,443.23299,16.156,"sc003"
721,"Rhodamine 6G","C28 H30 N2 O3",0.16,442.22571,443.23299,16.156,"sc004"
721,"Rhodamine 6G","C28 H30 N2 O3",0.16,442.22571,443.23299,16.156,"sc005"
721,"Rhodamine 6G","C28 H30 N2 O3",0.16,442.22571,443.23299,16.156,"sc007"
721,"Rhodamine 6G","C28 H30 N2 O3",0.16,442.22571,443.23299,16.156,"sc008"
721,"Rhodamine 6G","C28 H30 N2 O3",0.16,442.22571,443.23299,16.156,"sc009"
721,"Rhodamine 6G","C28 H30 N2 O3",0.16,442.22571,443.23299,16.156,"sc010"
721,"Rhodamine 6G","C28 H30 N2 O3",0.16,442.22571,443.23299,16.156,"sc013"
721,"Rhodamine 6G","C28 H30 N2 O3",0.16,442.22571,443.23299,16.156,"sc014"
721,"Rhodamine 6G","C28 H30 N2 O3",0.16,442.22571,443.23299,16.156,"sc015"
721,"Rhodamine 6G","C28 H30 N2 O3",0.16,442.22571,443.23299,16.156,"sc016"
721,"Rhodamine 6G","C28 H30 N2 O3",0.16,442.22571,443.23299,16.156,"sc018"
