"peak_number","name","formula","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","ms2","reference_ion","sample_location","group_area","peak_rating","mass_list_name","mass_list_match"
5051,"[Tolfenamic acid]",NA,"No match","Invalid mass","Full match",NA,261.05581,262.06309,12.81,1011678.66199466,2,69.4,8.5,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_171221",1011678.66199466,8.6,"kps_pharmaceuticals_oct22","Multiple matches found"
5052,"Pimonidazole","C11 H18 N4 O3","Full match","Invalid mass","Full match",0.47,254.13801,272.17184,1.272,1010188.93893702,4,71.5,69,"DDA for preferred ion","[M+NH4]+1","crh_inlet",1010188.93893702,7.5,"kps_pharmaceuticals_oct22","Single match found"
5056,"Mephobarbital","C13 H14 N2 O3","Not the top hit","Not the top hit","Full match",0.61,246.10059,247.10787,5.549,1007361.71906144,4,81.2,50.8,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_250122",107108.899668672,6,"kps_npl","Single match found"
5056,"Mephobarbital","C13 H14 N2 O3","Not the top hit","Not the top hit","Full match",0.61,246.10059,247.10787,5.549,1007361.71906144,4,81.2,50.8,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_250122",107108.899668672,6,"kps_psychoactive_substances_v2","Single match found"
5056,"Mephobarbital","C13 H14 N2 O3","Not the top hit","Not the top hit","Full match",0.61,246.10059,247.10787,5.549,1007361.71906144,4,81.2,50.8,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_250122",107108.899668672,6,"kps_pharmaceuticals_oct22","Multiple matches found"
5058,"[Di-n-butylphthalate]",NA,"No match","Invalid mass","Full match",NA,278.15195,279.15918,15.533,1005734.73755701,1,66.5,8.3,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_171221",252975.963293372,7.7,"kps_npl","Single match found"
5058,"[Di-n-butylphthalate]",NA,"No match","Invalid mass","Full match",NA,278.15195,279.15918,15.533,1005734.73755701,1,66.5,8.3,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_171221",450057.861002584,8.3,"kps_npl","Single match found"
5062,"Chloroprocaine","C13 H19 Cl N2 O2","No match","Invalid mass","Full match",3.9,270.11456,271.12184,15.37,1004529.69692598,5,82.6,9.1,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",1004529.69692598,5.3,"kps_pharmaceuticals_oct22","Single match found"
5062,"Chloroprocaine","C13 H19 Cl N2 O2","No match","Invalid mass","Full match",3.9,270.11456,271.12184,15.37,1004529.69692598,5,82.6,9.1,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_260122",247775.755600015,6.1,"kps_pharmaceuticals_oct22","Single match found"
5062,"Chloroprocaine","C13 H19 Cl N2 O2","No match","Invalid mass","Full match",3.9,270.11456,271.12184,15.37,1004529.69692598,5,82.6,9.1,"DDA for preferred ion","[M+H]+1","thailand_sample_2",197244.388392827,6.8,"kps_pharmaceuticals_oct22","Single match found"
5065,"Amonafide","C16 H17 N3 O2","Not the top hit","Not the top hit","Full match",0.66,283.13226,284.13954,8.829,1003715.2145665,3,89.4,55.6,"DDA for preferred ion","[M+H]+1","landfill_eg_0_3y",643844.213351918,8,"kps_pharmaceuticals_oct22","Single match found"
5065,"Amonafide","C16 H17 N3 O2","Not the top hit","Not the top hit","Full match",0.66,283.13226,284.13954,8.829,1003715.2145665,3,89.4,55.6,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",436936.631995046,7.7,"kps_pharmaceuticals_oct22","Single match found"
5065,"Amonafide","C16 H17 N3 O2","Not the top hit","Not the top hit","Full match",0.66,283.13226,284.13954,8.829,1003715.2145665,3,89.4,55.6,"DDA for preferred ion","[M+H]+1","landfill_eg_y104",176494.504455478,7.4,"kps_pharmaceuticals_oct22","Single match found"
5065,"Amonafide","C16 H17 N3 O2","Not the top hit","Not the top hit","Full match",0.66,283.13226,284.13954,8.829,1003715.2145665,3,89.4,55.6,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_140622",128310.149788112,7.4,"kps_pharmaceuticals_oct22","Single match found"
5065,"Amonafide","C16 H17 N3 O2","Not the top hit","Not the top hit","Full match",0.66,283.13226,284.13954,8.829,1003715.2145665,3,89.4,55.6,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_171221",578126.370953144,8.6,"kps_pharmaceuticals_oct22","Single match found"
5065,"Amonafide","C16 H17 N3 O2","Not the top hit","Not the top hit","Full match",0.66,283.13226,284.13954,8.829,1003715.2145665,3,89.4,55.6,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_250122",129495.424282506,7.4,"kps_pharmaceuticals_oct22","Single match found"
5065,"Amonafide","C16 H17 N3 O2","Not the top hit","Not the top hit","Full match",0.66,283.13226,284.13954,8.829,1003715.2145665,3,89.4,55.6,"DDA for preferred ion","[M+H]+1","lysimeter_eg_0_3y_14062022",170753.058519726,7.9,"kps_pharmaceuticals_oct22","Single match found"
5065,"Amonafide","C16 H17 N3 O2","Not the top hit","Not the top hit","Full match",0.66,283.13226,284.13954,8.829,1003715.2145665,3,89.4,55.6,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_171221",1003715.2145665,8,"kps_pharmaceuticals_oct22","Single match found"
5065,"Amonafide","C16 H17 N3 O2","Not the top hit","Not the top hit","Full match",0.66,283.13226,284.13954,8.829,1003715.2145665,3,89.4,55.6,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_250122",218251.180790046,7.4,"kps_pharmaceuticals_oct22","Single match found"
5065,"Amonafide","C16 H17 N3 O2","Not the top hit","Not the top hit","Full match",0.66,283.13226,284.13954,8.829,1003715.2145665,3,89.4,55.6,"DDA for preferred ion","[M+H]+1","lysimeter_op_10y_171222",423506.102932374,7.7,"kps_pharmaceuticals_oct22","Single match found"
5069,"Ranitidine","C13 H22 N4 O3 S","Not the top hit","Not the top hit","Full match",-1.56,314.14077,315.14805,17.564,1002872.06148273,6,80.5,9,"DDA for preferred ion","[M+H]+1","lysimeter_op_0_3y_171221",1002872.06148273,7,"kps_npl","Single match found"
5069,"Ranitidine","C13 H22 N4 O3 S","Not the top hit","Not the top hit","Full match",-1.56,314.14077,315.14805,17.564,1002872.06148273,6,80.5,9,"DDA for preferred ion","[M+H]+1","lysimeter_op_0_3y_171221",1002872.06148273,7,"kps_pharmaceuticals_oct22","Single match found"
5074,"Diazaborine","C14 H13 B N2 O3 S","No match","Invalid mass","Full match",0.71,300.07421,301.08148,12.691,1002063.3245326,12,83.3,52,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",1002063.3245326,8,"kps_pharmaceuticals_oct22","Single match found"
5075,"Sulfamerazine","C11 H12 N4 O2 S","Not the top hit","Not the top hit","Full match",-2.07,264.06755,265.07483,12.744,1001689.87333021,5,91.6,9.6,"DDA for preferred ion","[M+H]+1","thailand_sample_6",101321.835801561,7.1,"kps_npl","Single match found"
5075,"Sulfamerazine","C11 H12 N4 O2 S","Not the top hit","Not the top hit","Full match",-2.07,264.06755,265.07483,12.744,1001689.87333021,5,91.6,9.6,"DDA for preferred ion","[M+H]+1","thailand_sample_6",101321.835801561,7.1,"kps_pharmaceuticals_oct22","Multiple matches found"
5076,"[Amines, C10-16-alkyldimethyl, N-oxides]",NA,"No match","No results","Full match",NA,243.25635,244.26363,18.431,1000807.57933997,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_171221",1000807.57933997,7.5,"kps_npl","Single match found"
5082,"Solifenacin","C23 H26 N2 O2","No match","Invalid mass","Full match",-3.56,362.19814,363.20541,16.089,999689.188432265,1,73.9,53.4,"DDA for preferred ion","[M+H]+1","lysimeter_op_0_3y_250122",999689.188432265,7,"kps_pharmaceuticals_oct22","Multiple matches found"
5086,"Corticosterone","C21 H30 O4","Full match","Not the top hit","Full match",-0.39,346.21428,347.22155,17.874,998707.892267986,3,82.7,77.1,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",998707.892267986,8.6,"kps_pharmaceuticals_oct22","Single match found"
5088,"Maculosin","C14 H16 N2 O3","Full match","Partial match","Full match",0.85,260.11631,261.12359,7.485,998211.495166548,4,95,73.7,"DDA for preferred ion","[M+H]+1","lysimeter_op_0_3y_171221",201481.752730732,6.8,"kps_pharmaceuticals_oct22","Single match found"
5089,"Naphazoline","C14 H14 N2","Not the top hit","Invalid mass","Full match",0.61,210.11583,233.10505,12.104,998127.360202168,3,91.7,9.6,"DDA for preferred ion","[M+Na]+1","crh_fst1",749842.406538163,8,"kps_pharmaceuticals_oct22","Single match found"
5089,"Naphazoline","C14 H14 N2","Not the top hit","Invalid mass","Full match",0.61,210.11583,233.10505,12.104,998127.360202168,3,91.7,9.6,"DDA for preferred ion","[M+Na]+1","crh_fst2",695541.86362328,8,"kps_pharmaceuticals_oct22","Single match found"
5089,"Naphazoline","C14 H14 N2","Not the top hit","Invalid mass","Full match",0.61,210.11583,233.10505,12.104,998127.360202168,3,91.7,9.6,"DDA for preferred ion","[M+Na]+1","crh_fst3",645816.280444731,8,"kps_pharmaceuticals_oct22","Single match found"
5089,"Naphazoline","C14 H14 N2","Not the top hit","Invalid mass","Full match",0.61,210.11583,233.10505,12.104,998127.360202168,3,91.7,9.6,"DDA for preferred ion","[M+Na]+1","crh_fst4",672773.263862274,8,"kps_pharmaceuticals_oct22","Single match found"
5089,"Naphazoline","C14 H14 N2","Not the top hit","Invalid mass","Full match",0.61,210.11583,233.10505,12.104,998127.360202168,3,91.7,9.6,"DDA for preferred ion","[M+Na]+1","crh_fst5",626393.301534967,8,"kps_pharmaceuticals_oct22","Single match found"
5089,"Naphazoline","C14 H14 N2","Not the top hit","Invalid mass","Full match",0.61,210.11583,233.10505,12.104,998127.360202168,3,91.7,9.6,"DDA for preferred ion","[M+Na]+1","crh_inlet",630719.699779407,7.5,"kps_pharmaceuticals_oct22","Single match found"
5089,"Naphazoline","C14 H14 N2","Not the top hit","Invalid mass","Full match",0.61,210.11583,233.10505,12.104,998127.360202168,3,91.7,9.6,"DDA for preferred ion","[M+Na]+1","lysimeter_eg_3_10y_171221",811588.951763343,7.5,"kps_pharmaceuticals_oct22","Single match found"
5089,"Naphazoline","C14 H14 N2","Not the top hit","Invalid mass","Full match",0.61,210.11583,233.10505,12.104,998127.360202168,3,91.7,9.6,"DDA for preferred ion","[M+Na]+1","lysimeter_eg_104_171221",719089.298309115,8,"kps_pharmaceuticals_oct22","Single match found"
5089,"Naphazoline","C14 H14 N2","Not the top hit","Invalid mass","Full match",0.61,210.11583,233.10505,12.104,998127.360202168,3,91.7,9.6,"DDA for preferred ion","[M+Na]+1","lysimeter_eg3_104_140622",565111.568477847,7.5,"kps_pharmaceuticals_oct22","Single match found"
5089,"Naphazoline","C14 H14 N2","Not the top hit","Invalid mass","Full match",0.61,210.11583,233.10505,12.104,998127.360202168,3,91.7,9.6,"DDA for preferred ion","[M+Na]+1","lysimeter_op_3_10y_250122",839092.629174241,8,"kps_pharmaceuticals_oct22","Single match found"
5089,"Naphazoline","C14 H14 N2","Not the top hit","Invalid mass","Full match",0.61,210.11583,233.10505,12.104,998127.360202168,3,91.7,9.6,"DDA for preferred ion","[M+Na]+1","lysimeter_op_7104_250122",760396.334886424,8,"kps_pharmaceuticals_oct22","Single match found"
5089,"Naphazoline","C14 H14 N2","Not the top hit","Invalid mass","Full match",0.61,210.11583,233.10505,12.104,998127.360202168,3,91.7,9.6,"DDA for preferred ion","[M+Na]+1","thailand_sample_1",782826.636636766,8,"kps_pharmaceuticals_oct22","Single match found"
5089,"Naphazoline","C14 H14 N2","Not the top hit","Invalid mass","Full match",0.61,210.11583,233.10505,12.104,998127.360202168,3,91.7,9.6,"DDA for preferred ion","[M+Na]+1","thailand_sample_2",998127.360202168,8,"kps_pharmaceuticals_oct22","Single match found"
5089,"Naphazoline","C14 H14 N2","Not the top hit","Invalid mass","Full match",0.61,210.11583,233.10505,12.104,998127.360202168,3,91.7,9.6,"DDA for preferred ion","[M+Na]+1","thailand_sample_3",721447.286165742,8,"kps_pharmaceuticals_oct22","Single match found"
5089,"Naphazoline","C14 H14 N2","Not the top hit","Invalid mass","Full match",0.61,210.11583,233.10505,12.104,998127.360202168,3,91.7,9.6,"DDA for preferred ion","[M+Na]+1","thailand_sample_4",815316.675526429,8,"kps_pharmaceuticals_oct22","Single match found"
5089,"Naphazoline","C14 H14 N2","Not the top hit","Invalid mass","Full match",0.61,210.11583,233.10505,12.104,998127.360202168,3,91.7,9.6,"DDA for preferred ion","[M+Na]+1","thailand_sample_5",889812.006145998,8,"kps_pharmaceuticals_oct22","Single match found"
5089,"Naphazoline","C14 H14 N2","Not the top hit","Invalid mass","Full match",0.61,210.11583,233.10505,12.104,998127.360202168,3,91.7,9.6,"DDA for preferred ion","[M+Na]+1","thailand_sample_6",757224.790419963,7.5,"kps_pharmaceuticals_oct22","Single match found"
5090,"Olodaterol","C21 H26 N2 O5","Not the top hit","No results","Full match",2.46,386.18512,773.3775,12.196,998076.08091273,0,NA,NA,"DDA for preferred ion","[2M+H]+1","lysimeter_eg_03y_171221",998076.08091273,8,"kps_pharmaceuticals_oct22","Single match found"
5093,"Filaminast","C15 H20 N2 O4","Not the top hit","Invalid mass","Full match",0.55,292.14247,293.14974,11.932,996605.81602442,3,73.8,8.7,"DDA for preferred ion","[M+H]+1","lysimeter_eg_3_10y_171221",286959.93561664,6.6,"kps_pharmaceuticals_oct22","Single match found"
5095,"2-Aminophenol","C6 H7 N O","Full match","Invalid mass","Full match",1.2,109.0529,110.06019,1.311,996005.129294393,2,82.8,77.2,"DDA for preferred ion","[M+H]+1","crh_inlet",210123.742905821,6.3,"kps_pharmaceuticals_oct22","Multiple matches found"
5095,"2-Aminophenol","C6 H7 N O","Full match","Invalid mass","Full match",1.2,109.0529,110.06019,1.311,996005.129294393,2,82.8,77.2,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_171221",944641.669890566,5.3,"kps_pharmaceuticals_oct22","Multiple matches found"
5095,"2-Aminophenol","C6 H7 N O","Full match","Invalid mass","Full match",1.2,109.0529,110.06019,1.311,996005.129294393,2,82.8,77.2,"DDA for preferred ion","[M+H]+1","lysimeter_op_0_3y_250122",271923.299825342,7.7,"kps_pharmaceuticals_oct22","Multiple matches found"
5095,"2-Aminophenol","C6 H7 N O","Full match","Invalid mass","Full match",1.2,109.0529,110.06019,1.311,996005.129294393,2,82.8,77.2,"DDA for preferred ion","[M+H]+1","lysimeter_op_3_10y_171221",996005.129294393,6.4,"kps_pharmaceuticals_oct22","Multiple matches found"
5097,"Pyrazofurin","C9 H13 N3 O6","Not the top hit","Invalid mass","Full match",0.42,259.08054,260.08782,1.308,995947.954469409,1,74.7,8.7,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_140622",834511.741195861,6.4,"kps_pharmaceuticals_oct22","Multiple matches found"
5097,"Pyrazofurin","C9 H13 N3 O6","Not the top hit","Invalid mass","Full match",0.42,259.08054,260.08782,1.308,995947.954469409,1,74.7,8.7,"DDA for preferred ion","[M+H]+1","lysimeter_eg_3_10y_171221",590862.553972206,7,"kps_pharmaceuticals_oct22","Multiple matches found"
5097,"Pyrazofurin","C9 H13 N3 O6","Not the top hit","Invalid mass","Full match",0.42,259.08054,260.08782,1.308,995947.954469409,1,74.7,8.7,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_250122",336236.222341452,5.5,"kps_pharmaceuticals_oct22","Multiple matches found"
5097,"Pyrazofurin","C9 H13 N3 O6","Not the top hit","Invalid mass","Full match",0.42,259.08054,260.08782,1.308,995947.954469409,1,74.7,8.7,"DDA for preferred ion","[M+H]+1","lysimeter_op_10y_140622",533206.949415989,8,"kps_pharmaceuticals_oct22","Multiple matches found"
5097,"Pyrazofurin","C9 H13 N3 O6","Not the top hit","Invalid mass","Full match",0.42,259.08054,260.08782,1.308,995947.954469409,1,74.7,8.7,"DDA for preferred ion","[M+H]+1","lysimeter_op_10y_171222",995947.954469409,6.4,"kps_pharmaceuticals_oct22","Multiple matches found"
5097,"Pyrazofurin","C9 H13 N3 O6","Not the top hit","Invalid mass","Full match",0.42,259.08054,260.08782,1.308,995947.954469409,1,74.7,8.7,"DDA for preferred ion","[M+H]+1","lysimeter_op0_34_140622",597280.66260017,7.5,"kps_pharmaceuticals_oct22","Multiple matches found"
5097,"Pyrazofurin","C9 H13 N3 O6","Not the top hit","Invalid mass","Full match",0.42,259.08054,260.08782,1.308,995947.954469409,1,74.7,8.7,"DDA for preferred ion","[M+H]+1","lysimeter_op3_104_140622",519358.924733085,8,"kps_pharmaceuticals_oct22","Multiple matches found"
5104,"Oxolinic acid","C13 H11 N O5","No match","Full match","Full match",0.59,261.06388,262.07115,10.185,992755.824534883,2,91.3,60.5,"DDA for preferred ion","[M+H]+1","thailand_sample_8",992755.824534883,7.5,"kps_npl","Single match found"
5104,"Oxolinic acid","C13 H11 N O5","No match","Full match","Full match",0.59,261.06388,262.07115,10.185,992755.824534883,2,91.3,60.5,"DDA for preferred ion","[M+H]+1","thailand_sample_8",992755.824534883,7.5,"kps_pharmaceuticals_oct22","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","crh_fst1",491028.484183979,8.3,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","crh_fst2",530389.397718402,8,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","crh_fst3",489625.248683395,7.2,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","crh_fst4",543328.405350467,7.5,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","crh_fst5",631758.531807331,8,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","crh_inlet",520494.386229557,7.5,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",245247.418588278,8.3,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_140622",402437.193808428,8.3,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_171221",314596.647758864,8.3,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_250122",342108.698948221,7.2,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_140622",365493.615187702,8.3,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_171221",280195.982267148,7.2,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_260122",413264.298600462,7.2,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_eg_0_3y_14062022",424578.033742306,7.7,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_171221",322282.230263958,7.7,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_250122",341295.982003876,8.3,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_eg_3_10y_171221",352700.806161886,8.3,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_eg_104_171221",418947.25472358,7.7,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_140622",435397.004726776,6.1,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_250122",446948.990034112,8.3,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_250122_20221003231510",373171.05619986,7.7,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_eg104_140622",503375.958979934,8.6,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_op_0_3y_171221",378699.303432836,7.7,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_op_0_3y_250122",388067.445047825,8.3,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_op_3_10y_171221",380092.094018493,8.3,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_op_3_10y_250122",400481.405240307,7.2,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_op_10y_140622",351675.559216559,6.6,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_op_10y_171222",353622.117923443,7.2,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_op_7104_250122",424313.707693408,7.2,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_op0_34_140622",419676.254947282,8.3,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","thailand_sample_1",259446.854789047,6.6,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","thailand_sample_2",263104.925079891,7.7,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","thailand_sample_3",277214.467305868,6.6,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","thailand_sample_4",245090.290415703,7.2,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","thailand_sample_5",264963.353820666,8.3,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","thailand_sample_6",265960.374608532,7.2,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","thailand_sample_7",235307.059469085,6.3,"kps_npl","Single match found"
5109,"[Methyl neodecanamide]",NA,"No match","No results","Full match",NA,185.178,186.18528,17.71,991079.295023864,0,NA,NA,"DDA for preferred ion","[M+H]+1","thailand_sample_8",263934.630683184,8.3,"kps_npl","Single match found"
5113,"[Enoxacin]",NA,"No match","Invalid mass","Full match",NA,320.13008,321.13736,16.565,987988.248350351,5,81.9,51.2,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_171221",470802.465934834,6.6,"kps_npl","Single match found"
5120,"Marbofloxacin","C17 H19 F N4 O4","Not the top hit","Invalid mass","Full match",4.48,362.14066,363.14793,18.455,986601.6680047,2,62.2,8.1,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_171221",986601.6680047,7.5,"kps_npl","Single match found"
5120,"Marbofloxacin","C17 H19 F N4 O4","Not the top hit","Invalid mass","Full match",4.48,362.14066,363.14793,18.455,986601.6680047,2,62.2,8.1,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_171221",986601.6680047,7.5,"kps_pharmaceuticals_oct22","Single match found"
5123,"Carbidopa","C10 H14 N2 O4","Not the top hit","Invalid mass","Full match",0.33,226.09543,227.10271,5.246,985750.204079689,1,60.8,65.2,"DDA for preferred ion","[M+H]+1","thailand_sample_8",985750.204079689,5.9,"kps_pharmaceuticals_oct22","Multiple matches found"
5130,"[Ethylhexyl methoxycinnamate]",NA,"No match","Invalid mass","Full match",NA,290.18837,291.19565,15.883,984373.450389747,2,83.4,66.5,"DDA for preferred ion","[M+H]+1","thailand_sample_8",984373.450389747,5.9,"kps_npl","Single match found"
5130,"[Ethylhexyl methoxycinnamate]",NA,"No match","Invalid mass","Full match",NA,290.18837,291.19565,15.883,984373.450389747,2,83.4,66.5,"DDA for preferred ion","[M+H]+1","thailand_sample_8",984373.450389747,5.9,"kps_psychoactive_substances_v2","Single match found"
