"peak_number","name","formula","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","ms2","reference_ion","sample","group_area","peak_rating","replicate","sample_location","mass_list_name","mass_list_match"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc004_1",7457433.55490135,8.4,"1","sc004","kps_psychoactive_substances_v2","Single match found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc004_1",7457433.55490135,8.4,"1","sc004","kps_pharmaceuticals_oct22","Multiple matches found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc004_1",7457433.55490135,8.4,"1","sc004","itn_kps","Single match found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc004_2",7798815.59250361,8.4,"2","sc004","kps_psychoactive_substances_v2","Single match found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc004_2",7798815.59250361,8.4,"2","sc004","kps_pharmaceuticals_oct22","Multiple matches found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc004_2",7798815.59250361,8.4,"2","sc004","itn_kps","Single match found"
3039,"Phenobarbital","C12 H12 N2 O3","Full match","Partial match","Full match",0.47,232.0849,233.09218,13.044,3136549.58004908,2,90.8,9.5,"DDA for preferred ion","[M+H]+1","sc004_1",3136549.58004908,8.4,"1","sc004","kps_psychoactive_substances_v2","Single match found"
3039,"Phenobarbital","C12 H12 N2 O3","Full match","Partial match","Full match",0.47,232.0849,233.09218,13.044,3136549.58004908,2,90.8,9.5,"DDA for preferred ion","[M+H]+1","sc004_1",3136549.58004908,8.4,"1","sc004","kps_pharmaceuticals_oct22","Multiple matches found"
3039,"Phenobarbital","C12 H12 N2 O3","Full match","Partial match","Full match",0.47,232.0849,233.09218,13.044,3136549.58004908,2,90.8,9.5,"DDA for preferred ion","[M+H]+1","sc004_1",3136549.58004908,8.4,"1","sc004","itn_kps","Single match found"
3039,"Phenobarbital","C12 H12 N2 O3","Full match","Partial match","Full match",0.47,232.0849,233.09218,13.044,3136549.58004908,2,90.8,9.5,"DDA for preferred ion","[M+H]+1","sc004_2",2969189.35626753,8.4,"2","sc004","kps_psychoactive_substances_v2","Single match found"
3039,"Phenobarbital","C12 H12 N2 O3","Full match","Partial match","Full match",0.47,232.0849,233.09218,13.044,3136549.58004908,2,90.8,9.5,"DDA for preferred ion","[M+H]+1","sc004_2",2969189.35626753,8.4,"2","sc004","kps_pharmaceuticals_oct22","Multiple matches found"
3039,"Phenobarbital","C12 H12 N2 O3","Full match","Partial match","Full match",0.47,232.0849,233.09218,13.044,3136549.58004908,2,90.8,9.5,"DDA for preferred ion","[M+H]+1","sc004_2",2969189.35626753,8.4,"2","sc004","itn_kps","Single match found"
6594,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.41,232.08489,233.09216,7.327,1201475.46698983,3,91.8,9.6,"DDA for preferred ion","[M+H]+1","sc004_2",283133.293367087,6.8,"2","sc004","kps_psychoactive_substances_v2","Single match found"
6594,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.41,232.08489,233.09216,7.327,1201475.46698983,3,91.8,9.6,"DDA for preferred ion","[M+H]+1","sc004_2",283133.293367087,6.8,"2","sc004","kps_pharmaceuticals_oct22","Multiple matches found"
6594,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.41,232.08489,233.09216,7.327,1201475.46698983,3,91.8,9.6,"DDA for preferred ion","[M+H]+1","sc004_2",283133.293367087,6.8,"2","sc004","itn_kps","Single match found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc007_1",3532018.33960094,7.8,"1","sc007","kps_psychoactive_substances_v2","Single match found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc007_1",3532018.33960094,7.8,"1","sc007","kps_pharmaceuticals_oct22","Multiple matches found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc007_1",3532018.33960094,7.8,"1","sc007","itn_kps","Single match found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc007_2",3706633.13913223,7.8,"2","sc007","kps_psychoactive_substances_v2","Single match found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc007_2",3706633.13913223,7.8,"2","sc007","kps_pharmaceuticals_oct22","Multiple matches found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc007_2",3706633.13913223,7.8,"2","sc007","itn_kps","Single match found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc008_1",5572967.8591781,7.8,"1","sc008","kps_psychoactive_substances_v2","Single match found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc008_1",5572967.8591781,7.8,"1","sc008","kps_pharmaceuticals_oct22","Multiple matches found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc008_1",5572967.8591781,7.8,"1","sc008","itn_kps","Single match found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc008_2",5286520.39370888,8.4,"2","sc008","kps_psychoactive_substances_v2","Single match found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc008_2",5286520.39370888,8.4,"2","sc008","kps_pharmaceuticals_oct22","Multiple matches found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc008_2",5286520.39370888,8.4,"2","sc008","itn_kps","Single match found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc020_1",6093803.69521955,7.8,"1","sc020","kps_psychoactive_substances_v2","Single match found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc020_1",6093803.69521955,7.8,"1","sc020","kps_pharmaceuticals_oct22","Multiple matches found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc020_1",6093803.69521955,7.8,"1","sc020","itn_kps","Single match found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc020_2",7743942.46321992,7.8,"2","sc020","kps_psychoactive_substances_v2","Single match found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc020_2",7743942.46321992,7.8,"2","sc020","kps_pharmaceuticals_oct22","Multiple matches found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc020_2",7743942.46321992,7.8,"2","sc020","itn_kps","Single match found"
5767,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.49,232.0849,233.09218,10.889,1494601.76652936,3,86.5,9.3,"DDA for preferred ion","[M+H]+1","sc020_2",802241.584738973,7.5,"2","sc020","kps_psychoactive_substances_v2","Single match found"
5767,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.49,232.0849,233.09218,10.889,1494601.76652936,3,86.5,9.3,"DDA for preferred ion","[M+H]+1","sc020_2",802241.584738973,7.5,"2","sc020","kps_pharmaceuticals_oct22","Multiple matches found"
5767,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.49,232.0849,233.09218,10.889,1494601.76652936,3,86.5,9.3,"DDA for preferred ion","[M+H]+1","sc020_2",802241.584738973,7.5,"2","sc020","itn_kps","Single match found"
6488,"Phenobarbital","C12 H12 N2 O3","Full match","Partial match","Full match",0.4,232.08488,233.09216,6.88,1242010.2061094,3,93,9.6,"DDA for preferred ion","[M+H]+1","sc020_1",422983.387957853,7.2,"1","sc020","kps_psychoactive_substances_v2","Single match found"
6488,"Phenobarbital","C12 H12 N2 O3","Full match","Partial match","Full match",0.4,232.08488,233.09216,6.88,1242010.2061094,3,93,9.6,"DDA for preferred ion","[M+H]+1","sc020_1",422983.387957853,7.2,"1","sc020","kps_pharmaceuticals_oct22","Multiple matches found"
6488,"Phenobarbital","C12 H12 N2 O3","Full match","Partial match","Full match",0.4,232.08488,233.09216,6.88,1242010.2061094,3,93,9.6,"DDA for preferred ion","[M+H]+1","sc020_1",422983.387957853,7.2,"1","sc020","itn_kps","Single match found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc023_1",13392857.4175408,8.4,"1","sc023","kps_psychoactive_substances_v2","Single match found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc023_1",13392857.4175408,8.4,"1","sc023","kps_pharmaceuticals_oct22","Multiple matches found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc023_1",13392857.4175408,8.4,"1","sc023","itn_kps","Single match found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc023_2",9185286.80019981,8.4,"2","sc023","kps_psychoactive_substances_v2","Single match found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc023_2",9185286.80019981,8.4,"2","sc023","kps_pharmaceuticals_oct22","Multiple matches found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc023_2",9185286.80019981,8.4,"2","sc023","itn_kps","Single match found"
6488,"Phenobarbital","C12 H12 N2 O3","Full match","Partial match","Full match",0.4,232.08488,233.09216,6.88,1242010.2061094,3,93,9.6,"DDA for preferred ion","[M+H]+1","sc023_1",875760.976140572,6.4,"1","sc023","kps_psychoactive_substances_v2","Single match found"
6488,"Phenobarbital","C12 H12 N2 O3","Full match","Partial match","Full match",0.4,232.08488,233.09216,6.88,1242010.2061094,3,93,9.6,"DDA for preferred ion","[M+H]+1","sc023_1",875760.976140572,6.4,"1","sc023","kps_pharmaceuticals_oct22","Multiple matches found"
6488,"Phenobarbital","C12 H12 N2 O3","Full match","Partial match","Full match",0.4,232.08488,233.09216,6.88,1242010.2061094,3,93,9.6,"DDA for preferred ion","[M+H]+1","sc023_1",875760.976140572,6.4,"1","sc023","itn_kps","Single match found"
6488,"Phenobarbital","C12 H12 N2 O3","Full match","Partial match","Full match",0.4,232.08488,233.09216,6.88,1242010.2061094,3,93,9.6,"DDA for preferred ion","[M+H]+1","sc023_2",701866.460954295,9.1,"2","sc023","kps_psychoactive_substances_v2","Single match found"
6488,"Phenobarbital","C12 H12 N2 O3","Full match","Partial match","Full match",0.4,232.08488,233.09216,6.88,1242010.2061094,3,93,9.6,"DDA for preferred ion","[M+H]+1","sc023_2",701866.460954295,9.1,"2","sc023","kps_pharmaceuticals_oct22","Multiple matches found"
6488,"Phenobarbital","C12 H12 N2 O3","Full match","Partial match","Full match",0.4,232.08488,233.09216,6.88,1242010.2061094,3,93,9.6,"DDA for preferred ion","[M+H]+1","sc023_2",701866.460954295,9.1,"2","sc023","itn_kps","Single match found"
6594,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.41,232.08489,233.09216,7.327,1201475.46698983,3,91.8,9.6,"DDA for preferred ion","[M+H]+1","sc023_2",1024387.83018464,5.3,"2","sc023","kps_psychoactive_substances_v2","Single match found"
6594,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.41,232.08489,233.09216,7.327,1201475.46698983,3,91.8,9.6,"DDA for preferred ion","[M+H]+1","sc023_2",1024387.83018464,5.3,"2","sc023","kps_pharmaceuticals_oct22","Multiple matches found"
6594,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.41,232.08489,233.09216,7.327,1201475.46698983,3,91.8,9.6,"DDA for preferred ion","[M+H]+1","sc023_2",1024387.83018464,5.3,"2","sc023","itn_kps","Single match found"
7562,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",-1.95,232.08434,233.09162,13.417,904524.209446126,3,81.7,9.1,"DDA for preferred ion","[M+H]+1","sc023_2",429425.536250928,6.1,"2","sc023","kps_psychoactive_substances_v2","Single match found"
7562,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",-1.95,232.08434,233.09162,13.417,904524.209446126,3,81.7,9.1,"DDA for preferred ion","[M+H]+1","sc023_2",429425.536250928,6.1,"2","sc023","kps_pharmaceuticals_oct22","Multiple matches found"
7562,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",-1.95,232.08434,233.09162,13.417,904524.209446126,3,81.7,9.1,"DDA for preferred ion","[M+H]+1","sc023_2",429425.536250928,6.1,"2","sc023","itn_kps","Single match found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc15_1",6405552.36636135,7.8,"1","sc15","kps_psychoactive_substances_v2","Single match found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc15_1",6405552.36636135,7.8,"1","sc15","kps_pharmaceuticals_oct22","Multiple matches found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc15_1",6405552.36636135,7.8,"1","sc15","itn_kps","Single match found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc15_2",6576162.81718784,8.4,"2","sc15","kps_psychoactive_substances_v2","Single match found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc15_2",6576162.81718784,8.4,"2","sc15","kps_pharmaceuticals_oct22","Multiple matches found"
587,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.5,232.08491,233.09219,13.209,13392857.4175408,2,98.4,84,"DDA for preferred ion","[M+H]+1","sc15_2",6576162.81718784,8.4,"2","sc15","itn_kps","Single match found"
6488,"Phenobarbital","C12 H12 N2 O3","Full match","Partial match","Full match",0.4,232.08488,233.09216,6.88,1242010.2061094,3,93,9.6,"DDA for preferred ion","[M+H]+1","sc15_1",1068306.6819356,7.5,"1","sc15","kps_psychoactive_substances_v2","Single match found"
6488,"Phenobarbital","C12 H12 N2 O3","Full match","Partial match","Full match",0.4,232.08488,233.09216,6.88,1242010.2061094,3,93,9.6,"DDA for preferred ion","[M+H]+1","sc15_1",1068306.6819356,7.5,"1","sc15","kps_pharmaceuticals_oct22","Multiple matches found"
6488,"Phenobarbital","C12 H12 N2 O3","Full match","Partial match","Full match",0.4,232.08488,233.09216,6.88,1242010.2061094,3,93,9.6,"DDA for preferred ion","[M+H]+1","sc15_1",1068306.6819356,7.5,"1","sc15","itn_kps","Single match found"
6488,"Phenobarbital","C12 H12 N2 O3","Full match","Partial match","Full match",0.4,232.08488,233.09216,6.88,1242010.2061094,3,93,9.6,"DDA for preferred ion","[M+H]+1","sc15_2",1242010.2061094,7.5,"2","sc15","kps_psychoactive_substances_v2","Single match found"
6488,"Phenobarbital","C12 H12 N2 O3","Full match","Partial match","Full match",0.4,232.08488,233.09216,6.88,1242010.2061094,3,93,9.6,"DDA for preferred ion","[M+H]+1","sc15_2",1242010.2061094,7.5,"2","sc15","kps_pharmaceuticals_oct22","Multiple matches found"
6488,"Phenobarbital","C12 H12 N2 O3","Full match","Partial match","Full match",0.4,232.08488,233.09216,6.88,1242010.2061094,3,93,9.6,"DDA for preferred ion","[M+H]+1","sc15_2",1242010.2061094,7.5,"2","sc15","itn_kps","Single match found"
7562,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",-1.95,232.08434,233.09162,13.417,904524.209446126,3,81.7,9.1,"DDA for preferred ion","[M+H]+1","sc15_1",549308.70816971,6.6,"1","sc15","kps_psychoactive_substances_v2","Single match found"
7562,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",-1.95,232.08434,233.09162,13.417,904524.209446126,3,81.7,9.1,"DDA for preferred ion","[M+H]+1","sc15_1",549308.70816971,6.6,"1","sc15","kps_pharmaceuticals_oct22","Multiple matches found"
7562,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",-1.95,232.08434,233.09162,13.417,904524.209446126,3,81.7,9.1,"DDA for preferred ion","[M+H]+1","sc15_1",549308.70816971,6.6,"1","sc15","itn_kps","Single match found"
7562,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",-1.95,232.08434,233.09162,13.417,904524.209446126,3,81.7,9.1,"DDA for preferred ion","[M+H]+1","sc15_2",904524.209446126,8.6,"2","sc15","kps_psychoactive_substances_v2","Single match found"
7562,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",-1.95,232.08434,233.09162,13.417,904524.209446126,3,81.7,9.1,"DDA for preferred ion","[M+H]+1","sc15_2",904524.209446126,8.6,"2","sc15","kps_pharmaceuticals_oct22","Multiple matches found"
7562,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",-1.95,232.08434,233.09162,13.417,904524.209446126,3,81.7,9.1,"DDA for preferred ion","[M+H]+1","sc15_2",904524.209446126,8.6,"2","sc15","itn_kps","Single match found"
8651,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.79,232.08498,233.09225,12.667,566348.285784105,3,87,54.2,"DDA for preferred ion","[M+H]+1","sc15_1",566348.285784105,5.5,"1","sc15","kps_psychoactive_substances_v2","Single match found"
8651,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.79,232.08498,233.09225,12.667,566348.285784105,3,87,54.2,"DDA for preferred ion","[M+H]+1","sc15_1",566348.285784105,5.5,"1","sc15","kps_pharmaceuticals_oct22","Multiple matches found"
8651,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.79,232.08498,233.09225,12.667,566348.285784105,3,87,54.2,"DDA for preferred ion","[M+H]+1","sc15_1",566348.285784105,5.5,"1","sc15","itn_kps","Single match found"
8651,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.79,232.08498,233.09225,12.667,566348.285784105,3,87,54.2,"DDA for preferred ion","[M+H]+1","sc15_2",494922.346706441,7.2,"2","sc15","kps_psychoactive_substances_v2","Single match found"
8651,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.79,232.08498,233.09225,12.667,566348.285784105,3,87,54.2,"DDA for preferred ion","[M+H]+1","sc15_2",494922.346706441,7.2,"2","sc15","kps_pharmaceuticals_oct22","Multiple matches found"
8651,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.79,232.08498,233.09225,12.667,566348.285784105,3,87,54.2,"DDA for preferred ion","[M+H]+1","sc15_2",494922.346706441,7.2,"2","sc15","itn_kps","Single match found"
6488,"Phenobarbital","C12 H12 N2 O3","Full match","Partial match","Full match",0.4,232.08488,233.09216,6.88,1242010.2061094,3,93,9.6,"DDA for preferred ion","[M+H]+1","sc16_2",440451.991234501,7.7,"2","sc16","kps_psychoactive_substances_v2","Single match found"
6488,"Phenobarbital","C12 H12 N2 O3","Full match","Partial match","Full match",0.4,232.08488,233.09216,6.88,1242010.2061094,3,93,9.6,"DDA for preferred ion","[M+H]+1","sc16_2",440451.991234501,7.7,"2","sc16","kps_pharmaceuticals_oct22","Multiple matches found"
6488,"Phenobarbital","C12 H12 N2 O3","Full match","Partial match","Full match",0.4,232.08488,233.09216,6.88,1242010.2061094,3,93,9.6,"DDA for preferred ion","[M+H]+1","sc16_2",440451.991234501,7.7,"2","sc16","itn_kps","Single match found"
6594,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.41,232.08489,233.09216,7.327,1201475.46698983,3,91.8,9.6,"DDA for preferred ion","[M+H]+1","sc16_2",375801.500900625,7.2,"2","sc16","kps_psychoactive_substances_v2","Single match found"
6594,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.41,232.08489,233.09216,7.327,1201475.46698983,3,91.8,9.6,"DDA for preferred ion","[M+H]+1","sc16_2",375801.500900625,7.2,"2","sc16","kps_pharmaceuticals_oct22","Multiple matches found"
6594,"Phenobarbital","C12 H12 N2 O3","Not the top hit","Partial match","Full match",0.41,232.08489,233.09216,7.327,1201475.46698983,3,91.8,9.6,"DDA for preferred ion","[M+H]+1","sc16_2",375801.500900625,7.2,"2","sc16","itn_kps","Single match found"
1799,"Phenoxypropazine","C9 H14 N2 O","Full match","No results","Full match",0.14,166.11064,167.11791,8.897,5180292.85461105,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc007_1",4679831.12098765,7.8,"1","sc007","kps_pharmaceuticals_oct22","Single match found"
1799,"Phenoxypropazine","C9 H14 N2 O","Full match","No results","Full match",0.14,166.11064,167.11791,8.897,5180292.85461105,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc007_2",5180292.85461105,8.4,"2","sc007","kps_pharmaceuticals_oct22","Single match found"
1799,"Phenoxypropazine","C9 H14 N2 O","Full match","No results","Full match",0.14,166.11064,167.11791,8.897,5180292.85461105,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc008_1",2809545.81898697,7.8,"1","sc008","kps_pharmaceuticals_oct22","Single match found"
1799,"Phenoxypropazine","C9 H14 N2 O","Full match","No results","Full match",0.14,166.11064,167.11791,8.897,5180292.85461105,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc008_2",2713843.45664147,8.4,"2","sc008","kps_pharmaceuticals_oct22","Single match found"
7266,"Phenoxypropazine","C9 H14 N2 O","Full match","Partial match","Full match",0.01,166.11061,167.11789,11.071,989813.991346619,1,70.8,68.5,"DDA for preferred ion","[M+H]+1","sc013_1",989813.991346619,8.6,"1","sc013","kps_pharmaceuticals_oct22","Single match found"
7266,"Phenoxypropazine","C9 H14 N2 O","Full match","Partial match","Full match",0.01,166.11061,167.11789,11.071,989813.991346619,1,70.8,68.5,"DDA for preferred ion","[M+H]+1","sc013_2",785532.714865139,5.9,"2","sc013","kps_pharmaceuticals_oct22","Single match found"
5023,"Phenoxypropazine","C9 H14 N2 O","Full match","No results","Full match",0.12,166.11063,167.11791,7.489,1822899.98468659,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc014_1",1594759.74562277,5.3,"1","sc014","kps_pharmaceuticals_oct22","Single match found"
5023,"Phenoxypropazine","C9 H14 N2 O","Full match","No results","Full match",0.12,166.11063,167.11791,7.489,1822899.98468659,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc014_2",1766449.63428347,5.7,"2","sc014","kps_pharmaceuticals_oct22","Single match found"
1853,"Phensuximide","C11 H11 N O2","Full match","Not the top hit","Full match",0.22,189.07902,190.0863,10.852,5051053.77070116,3,75.3,8.8,"DDA for preferred ion","[M+H]+1","sc003_1",1852346.32568722,6.2,"1","sc003","kps_pharmaceuticals_oct22","Single match found"
1853,"Phensuximide","C11 H11 N O2","Full match","Not the top hit","Full match",0.22,189.07902,190.0863,10.852,5051053.77070116,3,75.3,8.8,"DDA for preferred ion","[M+H]+1","sc003_2",1992843.44988491,5.7,"2","sc003","kps_pharmaceuticals_oct22","Single match found"
1853,"Phensuximide","C11 H11 N O2","Full match","Not the top hit","Full match",0.22,189.07902,190.0863,10.852,5051053.77070116,3,75.3,8.8,"DDA for preferred ion","[M+H]+1","sc004_1",2841789.92996396,6.7,"1","sc004","kps_pharmaceuticals_oct22","Single match found"
1853,"Phensuximide","C11 H11 N O2","Full match","Not the top hit","Full match",0.22,189.07902,190.0863,10.852,5051053.77070116,3,75.3,8.8,"DDA for preferred ion","[M+H]+1","sc004_2",2791795.62934496,9.5,"2","sc004","kps_pharmaceuticals_oct22","Single match found"
5845,"Phensuximide","C11 H11 N O2","Full match","Not the top hit","Full match",0.35,189.07905,190.08632,7.642,1470206.76400305,3,76.5,8.8,"DDA for preferred ion","[M+H]+1","sc004_1",1020946.20031398,5.3,"1","sc004","kps_pharmaceuticals_oct22","Single match found"
1853,"Phensuximide","C11 H11 N O2","Full match","Not the top hit","Full match",0.22,189.07902,190.0863,10.852,5051053.77070116,3,75.3,8.8,"DDA for preferred ion","[M+H]+1","sc007_1",4891401.40191784,7.3,"1","sc007","kps_pharmaceuticals_oct22","Single match found"
