"peak_number","name","formula","annot_delta_mass_ppm","calc_mw","m_z","rt_min","mass_list_name","feedpump","newdry","olddry","centrin","digesterC","digesterA","digesterB","digesterD"
1444,"Ibrutinib","C25 H24 N6 O2",-3.07,440.19472,441.202,14.289,"kps_pharmaceuticals_oct22",10816966.2099579,NA,NA,NA,NA,NA,NA,37590160.0204284
1838,"Inavir","C21 H36 N4 O8",-2.91,472.25194,495.24117,10.654,"kps_pharmaceuticals_oct22",28450833.5899501,25546361.019247,NA,NA,NA,NA,NA,NA
4361,"Indacaterol","C24 H28 N2 O3",0.08,392.21002,393.2173,21.185,"kps_pharmaceuticals_oct22",NA,NA,6641682.63618257,5756905.23307294,NA,NA,NA,NA
1200,"Indan","C9 H10",0.94,118.07836,119.08564,18.705,"kps_psychoactive_substances_v2",6168050.93110232,NA,3097282.04554165,16980456.4903875,NA,15274071.498154,14234857.8528731,NA
3135,"Indan","C9 H10",0.97,118.07837,119.08564,17.841,"kps_psychoactive_substances_v2",NA,NA,NA,NA,2680443.4791238,NA,NA,2632098.71217924
2541,"Indobufen","C18 H17 N O3",0.47,295.12098,296.12826,21.794,"kps_pharmaceuticals_oct22",3745048.87616303,10366798.0885016,18504452.121379,8997999.61534351,10137666.6108624,3871193.26108199,5202040.94990213,11072966.9584527
1536,"Indole","C8 H7 N",1.07,117.05797,118.06525,6.745,"kps_pharmaceuticals_oct22",35112826.7893183,NA,NA,NA,NA,NA,NA,NA
1311,"Indole","C8 H7 N",0.95,117.05796,118.06524,10.979,"kps_pharmaceuticals_oct22",NA,17107932.741856,NA,NA,NA,NA,NA,NA
1431,"Indole-3-acetic acid","C10 H9 N O2",0.06,175.06334,176.07062,11.669,"mz_cloud",30453502.5738397,11879402.3906139,NA,NA,NA,NA,NA,NA
57,"Indole-3-acrylic acid","C11 H9 N O2",0,187.06333,188.07061,6.774,"mz_cloud",NA,NA,49571363.0472328,NA,NA,NA,NA,NA
4759,"Irbesartan","C25 H28 N6 O",-0.11,428.23241,429.23969,17.587,"kps_pharmaceuticals_oct22",NA,NA,NA,716678.220370767,NA,NA,NA,986469.240988966
3399,"Irbesartan","C25 H28 N6 O",-0.12,428.23241,429.23969,17.04,"kps_pharmaceuticals_oct22",11729080.4118704,NA,NA,NA,NA,NA,NA,NA
2048,"Irinotecan","C33 H38 N4 O6",0.43,586.27939,587.28666,18.493,"kps_pharmaceuticals_oct22",NA,NA,NA,23234192.8823304,NA,NA,NA,NA
3890,"Isopropamide","C23 H33 N2 O",-3.53,353.25804,354.26532,22.718,"kps_pharmaceuticals_oct22",NA,9085692.89055464,5739872.27713341,6937846.0014314,5623185.78663644,4714609.37724606,NA,7586175.44649368
26,"Isopropyl dihydrogen phosphate","C3 H9 O4 P",0.79,140.02396,141.03124,5.661,"kps_pharmaceuticals_oct22",676709191.972213,379982322.495968,758404972.976781,708623292.932068,448088163.268718,710532060.220374,585805477.127635,474198577.836384
809,"Isopropyl tetradecanoate","C17 H34 O2",-0.27,270.25581,271.26308,0.814,"kps_pharmaceuticals_oct22",NA,4658666.73067309,NA,10306339.2915016,NA,NA,NA,NA
140,"Isopropyl tetradecanoate","C17 H34 O2",-0.25,270.25581,271.26309,27.197,"kps_pharmaceuticals_oct22",309357199.201782,NA,NA,NA,NA,NA,NA,NA
894,"Isoquinoline","C9 H7 N",0.55,129.05792,130.0652,11.669,"kps_pharmaceuticals_oct22",57885170.4803102,17467613.2331512,NA,NA,NA,NA,NA,NA
4000,"Itopride","C20 H26 N2 O4",0.5,358.18944,359.19671,18.093,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,5679828.76853536,6905409.75995115,NA
785,"JWH 200","C25 H24 N2 O2",-3.33,384.1825,385.18978,17.549,"kps_cannabinoids",NA,69186008.8282143,NA,425057.645667404,NA,NA,NA,NA
1077,"JWH 200 analog 1","C22 H30 N2 O2",0.24,354.23081,355.23814,17.744,"kps_cannabinoids",NA,NA,NA,10367661.9458281,NA,NA,NA,NA
1036,"JWH 200 analog 1","C22 H30 N2 O2",0.12,354.23077,355.23812,18.087,"kps_cannabinoids",NA,NA,13340723.2403531,NA,NA,8965242.37412963,9168258.82047651,NA
932,"JWH 200 analog 1","C22 H30 N2 O2",0.05,354.23075,377.2199,18.952,"kps_cannabinoids",30898524.7985067,NA,NA,NA,NA,NA,NA,NA
855,"JWH-133","C22 H32 O",0.45,312.24546,313.25273,20.454,"kps_cannabinoids",NA,60877170.2341572,NA,60656094.6992365,56413995.8402355,NA,NA,57709604.6841032
2667,"JWH-198","C26 H26 N2 O3",-0.08,414.19431,415.20159,18.755,"kps_cannabinoids",NA,NA,5196976.54126477,12032038.2916256,NA,3899831.64935218,NA,NA
3670,"JWH-198","C26 H26 N2 O3",-0.04,414.19432,415.2016,19.61,"kps_cannabinoids",NA,NA,NA,NA,NA,NA,10290480.5541746,NA
504,"Jervine","C27 H39 N O3",0.12,425.29304,426.30032,15.773,"mz_cloud",NA,NA,106483173.264906,NA,NA,NA,NA,NA
1757,"Kaempferol","C15 H10 O6",0.21,286.0478,287.05507,15.285,"kps_pharmaceuticals_oct22",23289690.4218931,NA,10025683.2034098,NA,NA,NA,NA,NA
3502,"Kalafungin","C16 H12 O6",0.32,300.06348,301.07076,16.402,"itn_kps",9040020.59394877,NA,NA,NA,NA,NA,NA,NA
4085,"Kalamycin_BTM03157","C16 H12 O7",0.81,316.05856,317.06583,13.092,"itn_cyp_metabolites",NA,NA,7656902.50409887,NA,NA,NA,NA,NA
634,"Ketoconazole","C26 H28 Cl2 N4 O4",0.07,530.1488,531.15607,18.053,"itn_kps",NA,9463753.79445967,NA,57197477.0906963,81017867.0643483,NA,NA,NA
752,"Ketoconazole","C26 H28 Cl2 N4 O4",-0.17,530.14867,531.15595,19.217,"itn_kps",NA,NA,NA,NA,NA,73259158.3392415,17895206.4040744,NA
549,"Ketoconazole","C26 H28 Cl2 N4 O4",0.04,530.14878,531.15606,17.952,"itn_kps",NA,NA,98777313.9269729,NA,NA,NA,NA,68503565.7305184
385,"Ketoconazole","C26 H28 Cl2 N4 O4",0.03,530.14878,531.15606,17.404,"itn_kps",126341291.995718,NA,NA,NA,NA,NA,NA,NA
3745,"Lafutidine","C22 H29 N3 O4 S",-3.52,431.18636,432.19364,22.834,"kps_pharmaceuticals_oct22",4701638.87927241,8502025.48946266,9911366.36260995,5248586.95954278,6809669.96988095,7829010.31962846,8327197.68430876,6100959.92633725
4312,"Laninamivir","C13 H22 N4 O7",1.09,346.14923,347.1565,18.908,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,2615784.84808883,NA,NA
277,"Lansoprazole","C16 H14 F3 N3 O2 S",0.06,369.07591,370.08318,12.249,"kps_pharmaceuticals_oct22",172849091.010001,87617224.5532537,42466507.5322217,102467522.475356,96878095.6407119,NA,NA,NA
331,"Laurolactam","C12 H23 N O",0.25,197.17801,198.18529,17.102,"mz_cloud",51209037.6775516,62902878.080748,151591629.127307,45357043.471286,39992383.8556093,48098207.8440294,32729646.4827518,23425874.3323721
525,"Levophenacylmorphan","C24 H27 N O2",0.08,361.20421,384.19342,22.315,"kps_psychoactive_substances_v2",11177842.891316,84501196.947534,63133025.154754,38351877.5465139,55185260.3028893,72092559.1132715,54127665.4476459,32392908.7059843
1607,"Lifibrol","C21 H26 O4",0.23,342.18319,365.17237,17.103,"kps_pharmaceuticals_oct22",NA,13133826.5430331,NA,15690280.9474208,33390116.4779086,5990974.11935582,16596773.2327733,6034524.55896251
586,"Linoleic acid","C18 H32 O2",0.15,280.24027,281.24755,22.131,"kps_pharmaceuticals_oct22",76635926.4094771,25716355.2004265,16769758.8032347,29417227.9112057,35263127.7173976,NA,NA,28578691.9568496
2125,"Linoleoyl ethanolamide","C20 H37 N O2",0.73,323.28267,324.28994,22.643,"mz_cloud",19130710.4594671,NA,NA,NA,NA,NA,NA,NA
2620,"Loperamide","C29 H33 Cl N2 O2",-0.03,476.22304,477.23032,18.858,"kps_pharmaceuticals_oct22",NA,NA,17823466.9665627,15180500.1432158,16312781.7492466,NA,NA,14048067.5610741
3627,"Loperamide","C29 H33 Cl N2 O2",-0.04,476.22304,477.23031,19.704,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,6586317.1924177,10489270.1860277,NA
2443,"Loratadine","C22 H23 Cl N2 O2",0.04,382.14482,383.1521,19.031,"kps_pharmaceuticals_oct22",NA,3579286.80386091,8469568.3758,5282126.21657486,NA,NA,NA,NA
2022,"Losartan","C22 H23 Cl N6 O",0.06,422.16221,423.16949,16.344,"itn_cyp_metabolites",8007499.70309218,8492006.63696158,11226652.8121005,11655095.1212489,14754828.2990129,16813040.3103024,15914737.137974,14363630.6440552
946,"Lubiprostone","C20 H32 F2 O5",3.14,390.223,391.23028,12.403,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,42573584.5771299,40555628.8833216,NA
2546,"Lynestrenol","C20 H28 O",0.29,284.2141,285.22137,19.69,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,18477399.7657828,NA,NA
3589,"Lynestrenol","C20 H28 O",0.14,284.21405,285.22133,23.019,"kps_pharmaceuticals_oct22",7155247.10018324,NA,NA,NA,NA,NA,NA,NA
2300,"MDMA","C11 H15 N O2",0,193.11028,194.11756,17.537,"kps_psychoactive_substances_v2",NA,NA,NA,3252829.24667442,NA,3291469.32272344,NA,NA
1085,"MDMA","C11 H15 N O2",-0.01,193.11028,194.11755,17.96,"kps_psychoactive_substances_v2",8955404.04244286,NA,3448265.49242574,NA,NA,NA,NA,NA
114,"MEGESTROL","C22 H30 O3",0.31,342.2196,343.22688,18.739,"kps_pharmaceuticals_oct22",NA,37359911.494616,20244568.3528093,36061948.7642079,19988046.4224868,NA,NA,21071473.6162364
2404,"Manidipine","C35 H38 N4 O6",0.47,610.27942,611.2867,23.219,"kps_pharmaceuticals_oct22",5884690.56512138,16752667.4682949,15812140.5689253,11039201.581304,19914597.5846822,12985776.4739055,15547990.5758223,16451264.5124987
2512,"Masoprocol","C18 H22 O4",0.25,302.15189,303.15916,16.696,"kps_pharmaceuticals_oct22",NA,NA,14475027.1975732,NA,NA,NA,NA,NA
3521,"Mebeverine","C25 H35 N O5",0,429.25152,430.2588,14.135,"kps_pharmaceuticals_oct22",10580802.0072959,NA,NA,NA,NA,NA,NA,NA
2309,"Medrogestone","C23 H32 O2",0.36,340.24035,341.24763,19.879,"kps_pharmaceuticals_oct22",NA,NA,1917970.26083056,NA,NA,NA,NA,NA
1882,"Meperidine-d5","C15 H16 [2]H5 N O2",-3.36,252.18776,253.19504,19.133,"mz_cloud",NA,NA,NA,9352426.29789842,NA,NA,NA,NA
2715,"Meperidine-d5","C15 H16 [2]H5 N O2",-3.48,252.18774,253.19501,18.537,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,11917549.560062
2107,"Mephenesin","C10 H14 O3",-0.04,182.09429,183.10156,17.431,"kps_pharmaceuticals_oct22",10529964.1193919,NA,NA,NA,NA,NA,NA,NA
4797,"Mephobarbital","C13 H14 N2 O3",-3.04,246.09969,247.10697,16.788,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,4192085.55337703,NA,NA
4949,"Mepiprazole","C16 H21 Cl N4",3.08,304.14641,305.15369,21.106,"kps_pharmaceuticals_oct22",NA,NA,3645960.2247501,NA,NA,NA,NA,NA
4858,"Metergoline","C25 H29 N3 O2",0.1,403.22602,404.23329,18.747,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,4489889.7096913,NA
3983,"Methadone","C21 H27 N O",0.43,309.2094,310.21667,19.432,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,8025548.27138185,NA
2870,"Methadone","C21 H27 N O",0.48,309.20941,310.21669,18.193,"kps_psychoactive_substances_v2",NA,NA,NA,NA,15498735.1530189,NA,NA,NA
3625,"Methadone","C21 H27 N O",0.37,309.20938,310.21666,15.434,"kps_psychoactive_substances_v2",NA,NA,8828855.58622248,NA,NA,NA,NA,NA
435,"Methanandamide","C23 H39 N O2",0.37,361.29821,362.30549,19.493,"mz_cloud",NA,63919180.3695657,66050244.4989124,17029776.6585507,14056217.4699091,20914961.3742519,22977232.0558231,14597237.7629141
2337,"Methandrostenolone","C20 H28 O2",0.49,300.20908,301.21635,21.944,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,20624599.1003264,NA,NA
1611,"Methandrostenolone","C20 H28 O2",0.41,300.20905,301.21633,21.058,"kps_psychoactive_substances_v2",33454509.0405336,NA,NA,NA,NA,NA,NA,NA
2474,"Methasterone","C21 H34 O2",0.83,318.25615,319.26342,22.933,"kps_psychoactive_substances_v2",16261640.483804,NA,NA,NA,NA,NA,NA,NA
642,"Methenolone enanthate","C27 H42 O3",0.01,414.3134,415.32073,23.589,"kps_psychoactive_substances_v2",4894424.32895209,86989488.1442834,37290132.4899088,16069740.0068395,NA,NA,NA,7021681.57015994
919,"Methenolone enanthate","C27 H42 O3",0.14,414.31345,415.32073,22.152,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,27632245.8275952,NA,NA
1650,"Methyl 3,5-di-tert-butyl-4-hydroxybenzoate","C16 H24 O3",-0.11,264.17251,265.17979,20.459,"mz_cloud",5926938.54289757,NA,NA,NA,NA,NA,NA,NA
190,"Methyl Violet","C24 H27 N3",0.29,357.2206,358.22789,19.602,"mz_cloud",136094168.257741,54289781.2181866,18624005.8521046,29422941.1451188,36740636.9565282,6787918.17927042,3684671.89893156,34844919.6685015
3098,"Methylphenidate","C14 H19 N O2",-0.16,233.14154,234.14882,15.127,"kps_psychoactive_substances_v2",NA,NA,13691020.4202642,NA,NA,NA,NA,NA
1616,"Methylprednisolone","C22 H30 O5",2.79,374.21037,375.21764,20.278,"kps_pharmaceuticals_oct22",25565203.8631386,NA,16597703.3180281,33275830.840671,NA,NA,NA,NA
826,"Methylprednisolone","C22 H30 O5",2.59,374.21029,375.21757,19.341,"kps_pharmaceuticals_oct22",NA,66048951.0901373,NA,NA,9474190.49393885,NA,NA,17666805.7275646
255,"Metralindole","C15 H17 N3 O",-0.05,255.13715,256.14443,11.704,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,183227201.346535,NA,NA
3676,"Mevastatin","C23 H34 O5",0.08,390.24066,391.24792,20.107,"itn_kps",NA,NA,NA,10237680.6680453,NA,NA,NA,NA
1775,"Miconazole","C18 H14 Cl4 N2 O",0.32,413.98616,414.99343,20.536,"itn_kps",2152454.07393189,24326947.3023945,21863317.2659147,16870958.565651,16691240.2486365,29682426.5173974,26055129.1238124,11948852.2193551
4354,"Moxidectin_BTM03194","C37 H53 N O9",-1.91,655.37078,656.37806,16.636,"itn_cyp_metabolites",NA,6231473.60302319,NA,NA,4718258.11942751,NA,NA,3063775.21022462
3065,"Mozenavir","C33 H36 N4 O3",0.09,536.27879,537.28607,24.258,"kps_pharmaceuticals_oct22",NA,NA,NA,10776487.5296768,NA,NA,NA,NA
5054,"Mucidin_BTM03176","C16 H18 O4",-0.07,274.12049,275.12777,22.621,"itn_cyp_metabolites",NA,3760270.8262206,3440792.96747204,NA,NA,NA,NA,NA
3994,"N,N'-Dicyclohexylurea","C13 H24 N2 O",-0.08,224.18885,225.19612,17.214,"mz_cloud",NA,NA,NA,NA,NA,8725376.63471526,NA,NA
574,"N,N-Diethyldodecanamide","C16 H33 N O",-0.14,255.25618,256.26346,19.808,"mz_cloud",70892542.8898412,11593658.6619944,NA,9185102.9326399,10178600.440847,NA,NA,16723533.5950632
1677,"N,N-Dimethylsphingosine","C20 H41 N O2",0.61,327.31393,328.32121,21.908,"mz_cloud",17812156.4031381,NA,NA,4005291.02005722,5826014.71427997,8679871.48895869,7513821.47376718,NA
884,"N,N-Dimethylsphingosine","C20 H41 N O2",0.54,327.3139,328.32118,19.262,"mz_cloud",NA,8484612.64068961,60997364.1370384,NA,NA,NA,NA,NA
1733,"N-Acetylsphingosine","C20 H39 N O3",0.28,341.29309,342.30037,21.569,"mz_cloud",NA,3145408.78910674,8200822.21023351,4422637.67466576,8141873.50853803,6946824.90898716,30599386.8233285,NA
2329,"N-Acetylsphingosine","C20 H39 N O3",0.38,341.29312,342.3004,23.013,"mz_cloud",7979660.97306744,NA,NA,NA,NA,NA,NA,NA
1272,"N-Benzyl-2-[(3R,4S)-3-{[5-(methoxymethyl)-1,2-oxazol-3-yl]methyl}-4-piperidinyl]-N-methylacetamide","C21 H29 N3 O3",0.12,371.22094,372.22821,16.841,"mz_cloud",NA,NA,40381522.874679,14890500.6989091,NA,NA,NA,NA
1795,"N-Benzyl-2-[(3R,4S)-3-{[5-(methoxymethyl)-1,2-oxazol-3-yl]methyl}-4-piperidinyl]-N-methylacetamide","C21 H29 N3 O3",0.14,371.22094,372.22822,14.988,"mz_cloud",13095913.1465041,11023655.8356566,NA,NA,9906380.01597275,NA,NA,9752883.03769592
537,"N-Butylbenzenesulfonamide","C10 H15 N O2 S",-0.06,213.08234,214.08962,15.094,"mz_cloud",37917367.5042869,21881653.9646081,60657144.3869932,40186531.0955067,30528192.6400935,87264816.0000814,NA,38536700.9874324
3578,"N-Desmethyl-loperamide","C28 H31 Cl N2 O2",-0.02,462.2074,463.21467,18.193,"mz_cloud",NA,1427034.19189089,NA,NA,NA,NA,NA,NA
33,"N-Methyldioctylamine","C17 H37 N",-0.16,255.29256,256.29984,21.829,"mz_cloud",760909777.191936,208312080.513966,27534473.5863361,171701373.258384,297613842.992911,59130388.9477824,7475556.38553541,538904423.154534
4580,"N-Octyl-2-pyrrolidone","C12 H23 N O",-0.04,197.17796,198.18523,19.014,"mz_cloud",NA,NA,NA,NA,NA,5340270.91991526,NA,NA
1271,"N-Palmitoylglycine","C18 H35 N O3",0.42,313.26183,314.2691,19.569,"kps_pharmaceuticals_oct22",16180804.3462084,NA,NA,8550941.01128358,43651965.9950352,NA,NA,30546954.9020359
1553,"N-Palmitoylglycine","C18 H35 N O3",0.34,313.2618,314.26908,19.99,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,451994.660490755,NA
2450,"N-Palmitoylglycine","C18 H35 N O3",0.31,313.26179,314.26907,21.838,"kps_pharmaceuticals_oct22",NA,19487327.1472205,NA,NA,NA,NA,NA,NA
3588,"N-[1,1'-Biphenyl]-4-ylacetamide","C14 H13 N O",-0.16,211.09968,212.10696,16.944,"mz_cloud",NA,NA,9667018.52200409,NA,NA,NA,NA,NA
532,"N-cyclooctylurea","C9 H18 N2 O",0.27,170.14196,171.14924,2.347,"mz_cloud",89212870.8604846,49439887.6909234,56235661.8836782,52973053.7772555,50356795.7327027,53521071.7986079,55107029.0314967,48961269.0276042
2787,"N1-bicyclo[2.2.2]oct-2-ylbenzamide","C15 H19 N O",-0.04,229.14665,230.15393,19.085,"mz_cloud",16108215.3462155,NA,NA,NA,NA,NA,NA,NA
565,"NORBIOTIN","C9 H14 N2 O3 S",2.85,230.07317,231.08044,19.272,"kps_pharmaceuticals_oct22",NA,5718828.13019492,42528741.7375096,16757677.2839694,NA,NA,NA,NA
3220,"NP-001928","C19 H18 O8",0.19,374.10024,375.10751,16.113,"mz_cloud",12922890.9176102,NA,NA,NA,NA,NA,NA,NA
238,"NP-002954","C27 H39 N O3",0.06,425.29302,426.3003,18.384,"mz_cloud",NA,NA,201977104.784394,NA,NA,NA,NA,NA
2426,"NP-003692","C29 H46 O4",-0.07,458.33958,459.34685,22.405,"mz_cloud",NA,17247477.0919687,NA,13360391.1017626,15360750.926815,18880459.6590352,17034104.3866727,11997346.088789
214,"NP-005397","C18 H30 O6",-0.09,342.20421,365.1934,19.777,"mz_cloud",18972965.4498477,NA,NA,NA,NA,NA,NA,NA
934,"NP-005982","C22 H34 O4",0.34,362.24583,363.25318,17.868,"mz_cloud",NA,NA,NA,58034750.6803023,NA,NA,NA,NA
2922,"NP-005982","C22 H34 O4",0.43,362.24587,363.25318,17.491,"mz_cloud",NA,NA,NA,NA,15036197.2935963,NA,NA,NA
4104,"NP-005982","C22 H34 O4",0.35,362.24584,363.25314,17.406,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,7999608.33461094
3976,"NP-006888","C13 H24 O4",-0.01,244.16746,245.17473,16.502,"mz_cloud",7292518.07460753,NA,NA,NA,NA,NA,NA,NA
1884,"NP-008095","C15 H24 O3",-0.09,252.17252,253.1798,18.446,"mz_cloud",27604146.6724137,NA,2256175.37410528,15284959.1586301,NA,21022307.4673145,16640837.055295,NA
1836,"NP-008993","C18 H34 O4",0.56,314.24589,315.25316,22.754,"mz_cloud",11350323.1816743,8068152.27669276,8579446.49364457,8291276.08736394,6290378.351469,12087890.8906358,8230102.15707298,7231870.16547309
100,"NP-009800","C23 H36 O4",-0.12,376.26132,377.26859,18.788,"mz_cloud",NA,6152756.69370206,NA,409017610.011168,8327705.04035906,NA,NA,7560700.70656975
1621,"NP-015559","C17 H14 O7",0.68,330.07418,331.08145,16.381,"mz_cloud",9116641.74075656,11048040.7954612,16744927.8269592,6561040.51438983,6253841.5800241,8566388.00817174,12111595.0197114,5742240.46036836
577,"NP-016582","C20 H35 N O",0.05,305.27188,306.27916,21.119,"mz_cloud",19847346.4285661,27778321.1365842,33488315.4750949,20481457.7581461,33588527.2238314,59739919.4343068,95031316.3091455,NA
2687,"NP-017176","C27 H40 O5",0.16,444.28765,445.29492,21.623,"mz_cloud",NA,NA,NA,NA,NA,17200424.3866892,NA,NA
2462,"NP-017871","C40 H60 O15",0.46,780.39358,803.38281,16.865,"mz_cloud",NA,NA,14456517.7597396,NA,NA,NA,NA,NA
787,"NP-018817","C15 H24 O4",0.11,268.16749,269.17471,17.872,"mz_cloud",7863915.54261962,NA,NA,NA,NA,NA,NA,NA
2472,"NP-020112","C30 H48 O2",0.08,440.36547,441.37274,23.287,"mz_cloud",NA,NA,7067710.26191608,5626248.45806659,NA,NA,12301454.6301811,NA
2252,"NP-020112","C30 H48 O2",-0.01,440.36542,441.3727,24.171,"mz_cloud",NA,5537510.70468774,NA,NA,NA,6516178.99561956,NA,NA
2055,"NP-020112","C30 H48 O2",0,440.36543,441.37271,22.457,"mz_cloud",24473934.8504948,NA,NA,NA,NA,NA,NA,11720067.6521005
2983,"NP-020232","C25 H24 O7",0.06,436.15223,437.15951,19.014,"mz_cloud",NA,NA,14513695.5177079,NA,NA,NA,NA,NA
126,"NP-022229","C27 H43 N O3",-0.09,429.32426,430.33153,18.285,"mz_cloud",195243893.238453,20410892.3639503,35106693.442982,226586548.314083,315008238.803814,NA,NA,314418125.83872
353,"NP-022229","C27 H43 N O3",-0.06,429.32427,430.33154,19.856,"mz_cloud",NA,NA,NA,NA,NA,74047294.7816883,57906985.6430488,NA
157,"Nabilone","C24 H36 O3",0.03,372.26646,373.27373,21.823,"kps_psychoactive_substances_v2",46895779.3666951,281032111.874529,83899966.9065988,54646534.0153122,66501998.17071,NA,NA,NA
185,"Nabilone","C24 H36 O3",-0.1,372.26641,373.27368,21.736,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,7108370.99734558,7481553.86935578,65352699.9461547
671,"Nadifloxacin_BTM04326","C19 H20 F N2 O4",4.67,359.14239,360.14966,18.645,"itn_cyp_metabolites",NA,863275.697402185,NA,5279979.11089759,NA,NA,NA,NA
2819,"Nalorphine","C19 H21 N O3",0.5,311.1523,312.15958,19.326,"kps_psychoactive_substances_v2",NA,NA,NA,15909484.3144765,NA,NA,NA,NA
2676,"Nalorphine","C19 H21 N O3",0.43,311.15228,312.15955,20.074,"kps_psychoactive_substances_v2",13448439.90179,NA,NA,NA,NA,NA,NA,NA
3579,"Nandrolone","C18 H26 O2",0.21,274.19334,275.20061,19.002,"itn_cyp_metabolites",NA,NA,NA,10726547.8786742,NA,4466878.47827963,NA,NA
2449,"Nandrolone","C18 H26 O2",0.13,274.19332,275.20059,17.554,"itn_cyp_metabolites",NA,16249903.4099943,NA,NA,NA,NA,NA,NA
3176,"Nandrolone decanoate","C28 H44 O3",-0.1,428.329,429.33628,23.534,"kps_psychoactive_substances_v2",4968677.03747676,NA,NA,NA,NA,NA,NA,NA
533,"Naronapride","C27 H41 Cl N4 O5",1.65,536.27743,537.28471,22.695,"kps_pharmaceuticals_oct22",6539339.07716316,15937874.5090989,18060923.8217814,9519277.51079694,26826053.3442505,6164913.65935402,101440152.245251,16033275.1784894
2156,"Nicaraven","C15 H16 N4 O2",-4.52,284.12604,285.13332,22.672,"kps_pharmaceuticals_oct22",NA,4061794.31166622,5853260.53620606,3094907.31067453,7422258.26747947,NA,22963128.5941633,4792509.32695281
3171,"Nifedipine","C17 H18 N2 O6",0.4,346.11663,347.1239,9.944,"kps_pharmaceuticals_oct22",13179449.8208366,NA,NA,NA,NA,NA,NA,NA
42,"Nonyltrimethylammonium","C12 H27 N",0.48,185.21444,186.22172,20.584,"mz_cloud",459383805.698574,26614215.8904217,4336007.0366907,72920336.0317188,52629195.9567447,838747.955138149,4681049.94445969,183025348.458601
2781,"Noopept","C17 H22 N2 O4",0.7,318.15818,319.16546,14.289,"kps_psychoactive_substances_v2",13109391.9390057,7997061.49103239,NA,10361532.7859412,15216221.1998162,12185634.174844,12114695.6112516,12716185.5623088
1256,"Nootkatone","C15 H22 O",0,218.16706,219.17434,17.868,"mz_cloud",NA,NA,NA,2990813.173844,6573686.75958333,NA,NA,NA
2839,"Nootkatone","C15 H22 O",0.08,218.16708,219.17436,18.68,"mz_cloud",NA,NA,NA,NA,NA,6602604.37303627,NA,NA
2496,"Nootkatone","C15 H22 O",-0.02,218.16706,219.17434,19.845,"mz_cloud",NA,NA,NA,NA,NA,NA,4863469.62521348,NA
1665,"Nootkatone","C15 H22 O",-0.12,218.16704,219.17432,20.29,"mz_cloud",10387316.9006749,5625622.3848872,NA,NA,NA,NA,NA,NA
2890,"Nootkatone","C15 H22 O",-0.13,218.16704,219.17431,15.201,"mz_cloud",NA,NA,13329293.1346475,NA,NA,NA,NA,NA
4435,"Norethindrone","C20 H26 O2",0.23,298.19335,299.20062,20.105,"kps_pharmaceuticals_oct22",3912512.02466964,NA,NA,NA,NA,NA,NA,NA
4032,"Norgestimate","C23 H31 N O3",0.08,369.23042,370.2377,22.513,"kps_pharmaceuticals_oct22",NA,5015024.3560394,8576753.69435942,4458131.97843678,5847466.5051699,NA,NA,5703640.28910362
1002,"Noroxycodone-d3","C17 H16 [2]H3 N O4",-1.19,304.14988,305.15715,1.304,"mz_cloud",10634406.6701512,54346666.3040633,6161844.27771394,8470541.24187539,17507727.8657215,17202009.1873742,13094126.8098422,14645173.4183137
4079,"Nylidrin","C19 H25 N O2",0.32,299.18863,300.1959,16.349,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,5429158.65962418,8371689.5055743,NA
20,"O-Arachidonoyl ethanolamine","C22 H37 N O2",0.32,347.28254,348.28982,19.049,"mz_cloud",NA,NA,NA,1619887080.4696,NA,NA,NA,NA
12,"O-Arachidonoyl ethanolamine","C22 H37 N O2",0.07,347.28245,348.28973,20.424,"mz_cloud",2328127.61793447,NA,5354082.03235003,NA,NA,45542252.6023985,40079917.9929385,2962962253.5367
500,"O-Arachidonoyl ethanolamine","C22 H37 N O2",0.35,347.28255,348.28983,19.461,"mz_cloud",NA,107608477.124789,NA,NA,47205909.2578667,NA,NA,NA
2815,"Ocinaplon","C17 H11 N5 O",-3.98,301.09516,302.10244,12.717,"kps_pharmaceuticals_oct22",15953930.9222843,NA,NA,NA,NA,NA,NA,NA
22,"Octadecanamine","C18 H39 N",-0.13,269.30822,270.31549,21.78,"mz_cloud",959640454.326645,387512329.981707,209883884.985924,241774735.305771,451247712.928046,63752606.7100351,51762725.5825095,829132827.679328
