"peak_number","name","formula","annot_delta_mass_ppm","calc_mw","m_z","rt_min","mass_list_name","lysimeter_control_op_260122","thailand_sample_8","landfill_eg_0_3y","landfill_eg_3_10y","landfill_eg_y104","landfill_op_y104","lysimeter_control_eg_171221","lysimeter_control_eg_250122","lysimeter_control_op_171221","lysimeter_eg_03y_171221","lysimeter_eg_03y_250122","lysimeter_eg_0_3y_14062022","lysimeter_op_10y_140622","lysimeter_op_10y_171222","lysimeter_control_op_140622","lysimeter_eg_3_10y_171221","lysimeter_op_0_3y_171221","thailand_sample_7","crh_fst1","crh_fst5","crh_inlet","lysimeter_eg3_104_140622","lysimeter_eg3_104_250122_20221003231510","lysimeter_op3_104_140622","crh_fst2","crh_fst3","crh_fst4","lysimeter_control_eg_140622","lysimeter_eg104_140622","lysimeter_eg3_104_250122","lysimeter_eg_104_171221","lysimeter_op0_34_140622","lysimeter_op_0_3y_250122","lysimeter_op_3_10y_171221","lysimeter_op_3_10y_250122","lysimeter_op_7104_250122","thailand_sample_1","thailand_sample_2","thailand_sample_3","thailand_sample_5","thailand_sample_6","thailand_sample_4"
3243,"[Benzoylecgonine (Cocaine)]",NA,NA,289.13155,290.13882,6.778,NA,NA,1570485.99225154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1869803.45932069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3268,"[Bifenthrin]",NA,NA,422.12552,423.1328,15.554,NA,NA,NA,1850829.30841481,NA,529203.920852703,384465.705045917,294119.943489873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3241,"[Butalbital]",NA,NA,224.11619,225.12346,9.879,"kps_psychoactive_substances_v2",NA,NA,1870552.58336885,NA,391268.860603858,NA,481850.725668298,NA,NA,1000639.61297253,NA,NA,NA,287105.157261374,NA,NA,191409.07692632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4006,"[Butalbital]",NA,NA,224.11618,225.12346,6.97,"kps_psychoactive_substances_v2",NA,NA,NA,1427739.78512729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3475,"[Butalbital]",NA,NA,224.11622,225.1235,8.477,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,1723441.80812107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6427,"[Butalbital]",NA,NA,224.11617,225.12345,10.849,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,NA,610695.052568555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1585,"[Butalbital]",NA,NA,224.11618,225.12346,11.477,"kps_psychoactive_substances_v2",NA,3961093.41779935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4084993.26745514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7813,"[Butyl methoxydibenzoylmethane]",NA,NA,310.15707,311.16435,20.899,NA,NA,NA,NA,157051.864554251,NA,NA,NA,NA,165086.58603365,228710.190942334,NA,129501.965574961,166691.480485648,NA,153843.001828023,153169.736898328,253027.676820519,NA,144229.103500595,NA,NA,155821.365925816,169054.355553239,171952.041291914,NA,168213.973905381,NA,NA,140828.020643474,167178.238983647,157394.159538999,NA,NA,NA,176348.742968906,170741.583758903,NA,NA,144989.18253964,146213.564992048,NA,NA
3524,"[Butylated hydroxyanisole]",NA,NA,180.11541,181.12234,11.38,NA,NA,NA,NA,1589344.31547106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2389,"[Butylated hydroxyanisole]",NA,NA,180.11509,181.12237,9.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552197.670754401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3512,"[Butylated hydroxyanisole]",NA,NA,180.11513,181.12234,10.744,NA,NA,1433198.48336881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1368,"[Caffeine]",NA,NA,194.0804,195.08767,8.288,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,1163676.04107298,NA,4795122.62742947,211325.728145118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2419638.14702704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4393624.38547067,NA,NA,NA,NA,NA,NA,185990.698657583,NA
5369,"[Caffeine]",NA,NA,194.08043,195.08767,4.097,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907329.265059793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6800,"[Carbamazepine]",NA,NA,236.09506,237.10233,8.729,"kps_pharmaceuticals_oct22",NA,NA,NA,512703.141301634,NA,NA,169260.517764157,NA,NA,513449.908936347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1163,"[Carbaryl]",NA,NA,201.07879,202.08621,8.982,NA,NA,NA,NA,5643334.30885797,NA,710991.847751612,387024.986743003,NA,NA,1660674.51961979,2978224.4164901,1259944.08118891,NA,NA,NA,103463.818594561,1768184.52192683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1860193.64688708,NA,NA,NA,NA,NA,NA,NA,NA
3138,"[Carbaryl]",NA,NA,201.07894,202.08622,8.193,NA,NA,NA,NA,NA,NA,NA,NA,167119.498038904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
988,"[Carbaryl]",NA,NA,201.07893,202.0862,4.416,NA,NA,6504028.3721472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5439036.15031257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5306,"[Carbazole]",NA,NA,167.07353,168.08081,7.978,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,583529.289229784,NA,778921.614722085,NA,NA,NA,NA,NA,NA,NA,927001.526489593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710288.734916649,NA,NA,NA,NA,NA,NA,NA,NA
5308,"[Carbazole]",NA,NA,167.07353,168.0808,8.697,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223475.638431318,NA,NA,NA,NA,NA,NA,NA,NA,NA
2348,"[Carbazole]",NA,NA,167.07353,168.08081,11.054,"kps_pharmaceuticals_oct22",NA,2697167.68835955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1898540.54390565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6787,"[Carboxin]",NA,NA,235.06683,236.0741,6.865,"kps_pharmaceuticals_oct22",NA,NA,517348.177211842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419768.763715503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3429,"[Chlorophacinone]",NA,NA,374.07114,375.07842,13.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1752043.18037697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7454,"[Chlorotoluron]",NA,NA,212.07259,213.07987,13.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135313.052690457,NA,NA,NA,NA,NA,NA,NA,NA
175,"[Chloroxuron]",NA,NA,290.08327,291.09054,17.89,NA,191069.603454017,NA,NA,8884354.68065447,NA,NA,7887488.14649073,310199.189208723,885433.518448683,10133362.6129632,354450.956268698,NA,NA,NA,NA,NA,33802431.7071938,NA,NA,NA,284115.630697684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2696715.07284716,15908733.5129252,1596798.90744256,NA,NA,NA,NA,NA,NA,NA,NA
424,"[Climbazol]",NA,NA,292.09895,293.10623,15.933,"kps_pharmaceuticals_oct22",616354.463303106,NA,2056764.88254682,6539001.47030631,NA,2396359.77531117,790859.933697179,NA,2355412.32635643,14598339.1397151,2491732.17205558,2868352.12215071,148371.709172674,NA,405026.427861649,NA,1029818.87179877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578528.415132298,583370.098737777,1128034.77401868,NA,NA,NA,NA,NA,NA,NA,NA
2912,"[Clothianidin]",NA,NA,249.00969,250.01697,11.409,NA,NA,NA,NA,NA,NA,NA,648902.785261955,NA,NA,2129060.90988927,209233.042841886,NA,NA,201514.795780787,NA,314803.336884249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188509.347113657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4783,"[Cotinine]",NA,NA,176.095,177.10228,2.337,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,673405.320102555,NA,NA,NA,1109436.08846676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6806,"[Cyanazine acid]",NA,NA,259.08458,260.09187,10.259,NA,NA,NA,512350.098028731,NA,144290.601621499,NA,NA,NA,NA,406956.062674828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3140,"[Cyanazine acid]",NA,NA,259.08461,260.09189,5.06,NA,NA,NA,NA,NA,NA,NA,1353065.30481489,NA,1938287.82095462,NA,NA,NA,NA,NA,NA,NA,900105.455466128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1487745.37814974,NA,NA,NA,NA,NA,NA,NA,NA
2195,"[Cyanazine acid]",NA,NA,259.08455,260.09185,8.647,NA,NA,2517565.21900988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2894299.7279241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6786,"[Cyanazine]",NA,NA,240.08998,241.09726,9.47,NA,NA,NA,517532.180298552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3518,"[Cyanazine]",NA,NA,240.08992,241.0972,9.955,NA,NA,NA,NA,271875.469310816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,"[Cyanazine]",NA,NA,240.08997,241.09724,11.036,NA,NA,14234363.905012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9630176.09698086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321772.555660463,NA
1933,"[Cyclohexylisocyanate]",NA,NA,125.08417,126.09144,7.238,NA,NA,NA,NA,3338618.57488145,NA,503916.504817092,167629.595457426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229658.104029196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2667,"[Cyclohexylisocyanate]",NA,NA,125.08415,126.09143,5.053,NA,163422.311403611,2254295.62694039,NA,NA,NA,NA,NA,NA,565252.893238404,509073.718513901,NA,NA,NA,NA,NA,NA,411296.594546395,2364134.35818714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416380.903467717,476488.38241231,NA,NA,NA,NA,NA,NA,NA,NA
5237,"[Cyclophosphamide]",NA,NA,260.02466,261.03194,5.414,"kps_pharmaceuticals_oct22",356871.336343259,NA,NA,NA,432993.996805898,212149.028676706,NA,561764.871799592,841210.758006149,NA,476735.614166032,324696.037747554,623584.424269725,NA,514900.195757056,NA,393512.926924774,NA,NA,NA,NA,746812.316020377,346212.314605863,666058.301392916,NA,NA,NA,464374.576469994,586623.4127378,735954.508597344,NA,949025.422513065,742501.611039635,468848.758174631,NA,NA,NA,NA,NA,NA,NA,NA
4449,"[DDACarbonate]",NA,NA,213.2457,214.25298,17.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,875207.36470077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,914879.598231822,NA,NA,860598.253882821,NA,810365.399405154
3204,"[DDACarbonate]",NA,NA,213.24572,214.253,18.442,NA,NA,NA,NA,412055.673084901,NA,NA,491845.509436309,NA,NA,1895787.13348932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3529,"[DMDM Hydantoin / 1,3-bis(hydroxymethyl)-5,5-dimethylimidazolidine-2,4-dione]",NA,NA,188.07971,189.08698,1.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169022.486326615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1686419.06354732,NA,NA,NA,NA,NA,NA,NA,452340.6656049,NA,NA
569,"[Decamethyltetrasiloxane (MD2M)]",NA,NA,310.12642,333.11564,7.724,"kps_pharmaceuticals_oct22",765815.536531162,NA,NA,NA,NA,NA,NA,NA,11218100.183678,NA,NA,NA,NA,NA,NA,NA,6392584.14252649,NA,NA,NA,NA,NA,371132.474622732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6365338.05597672,NA,NA,NA,NA,507904.396481611,NA,NA,510264.328538334
1229,"[Desethylatrazine]",NA,NA,187.06336,188.07064,6.575,NA,NA,NA,NA,NA,NA,NA,764944.958223259,NA,1993214.2576337,923978.852963076,237755.921626492,NA,899700.617750258,1072448.7420748,NA,NA,5338978.06775183,NA,NA,NA,1862414.26219372,NA,NA,532941.741527667,NA,NA,NA,NA,NA,107005.105877886,NA,NA,110162.11258594,2864445.8198281,NA,NA,427632.402797392,565962.083128683,2096159.04493085,NA,532178.908338134,NA
3777,"[Desethylatrazine]",NA,NA,187.06338,188.07066,3.148,NA,NA,NA,NA,612270.9695341,NA,1542624.22690816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3203,"[Desethylatrazine]",NA,NA,187.06335,188.07063,8.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1896343.55535327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,"[Desmedipham]",NA,NA,300.11117,301.11844,8.89,NA,NA,10914435.0534527,NA,625265.178201444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12104802.1048513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7118,"[Di-iso-propylphenol]",NA,NA,178.1358,179.14308,19.459,"kps_psychoactive_substances_v2",NA,NA,NA,NA,431877.578394572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179192.410229523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6182,"[Di-iso-propylphenol]",NA,NA,178.13579,179.14307,13.22,"kps_psychoactive_substances_v2",NA,677007.612276339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5058,"[Di-n-butylphthalate]",NA,NA,278.15195,279.15918,15.533,NA,NA,NA,NA,NA,NA,NA,252975.963293372,NA,NA,450057.861002584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6312,"[Diazepam]",NA,NA,284.07041,285.07769,15.131,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641339.243511525,NA,NA,NA
6488,"[Diazinon]",NA,NA,304.10223,305.1095,19.339,NA,384295.324759999,NA,NA,272051.041716402,480567.571048704,NA,NA,412386.173263394,370655.472899725,289854.031729324,356607.708178129,410905.021561985,NA,497576.084138837,NA,NA,464203.004560228,377122.258671217,357954.296530754,326976.614340445,NA,539885.289665938,445952.441846773,431084.078481655,NA,390893.651928345,NA,449901.531670926,NA,569840.944155887,NA,NA,409133.486347215,498285.424530629,398020.866355863,NA,NA,NA,592172.965664234,417706.825425445,NA,NA
49,"[Dibromostyrene]",NA,NA,259.88321,260.89049,24.871,NA,62795041.818633,56125874.8059207,57820210.216644,NA,23223853.4836962,59714243.3623021,51459566.032266,49931672.0264164,52528142.0748244,62646004.8408117,67762708.1932901,62083427.2875493,57090741.6960465,67970294.6759686,68796293.1557808,58787209.1631347,61138896.6146717,40051495.4056476,66940170.7296342,63278156.30031,68983932.9852189,63612750.3974784,58764332.7337602,67701416.3580054,64719301.1746816,60362250.2999152,70006317.0251156,70905210.0291294,68338455.6401188,69987511.4962361,71773652.2975804,60555674.6518162,63575432.782958,61511444.9319809,68820725.1864728,62374844.3821443,57182931.4513302,58259502.1786357,59904359.307724,62922341.200711,53843880.4834011,55744516.0896932
7966,"[Dichlorvos]",NA,NA,219.94596,220.95324,7.756,NA,101924.082271565,NA,NA,NA,NA,NA,NA,NA,217965.709370969,NA,NA,NA,NA,NA,NA,NA,146931.408342741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6533,"[Dicyclohexylamin]",NA,NA,181.18309,182.19037,10.213,NA,NA,NA,NA,553030.010690367,NA,NA,581324.011589449,NA,NA,558387.704546195,NA,NA,NA,NA,NA,365102.008142195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7894,"[Diethyl phthalate]",NA,NA,222.08928,223.09656,12.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234928.607039114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
793,"[Diisodecyl phthalate]",NA,NA,446.33825,447.34475,21.395,NA,1643065.09685092,NA,NA,NA,NA,NA,NA,NA,NA,1903586.72891201,NA,1941165.30579767,NA,NA,NA,NA,NA,NA,1995213.97315389,1144560.53935775,940010.841100683,1910805.99200411,2561323.63761701,1396156.75221661,NA,1644071.9409329,NA,NA,1698233.71148025,NA,1538636.60694364,NA,1175454.28106862,NA,NA,NA,NA,NA,NA,NA,1870568.2441058,1322192.36563198
729,"[Diisononyl phthalate]",NA,NA,418.30836,457.27154,23.898,NA,NA,NA,NA,6108365.51395197,NA,NA,NA,NA,6460620.57443352,NA,5135181.39213605,7126055.89502946,6593683.62757833,NA,NA,NA,NA,NA,5050357.58532605,NA,NA,NA,3908410.51560714,6351410.41300918,NA,5350925.15162183,4764576.12974327,NA,5240511.55991651,6671306.11605809,NA,7065995.6308297,8297012.05504326,NA,8015230.12273856,NA,NA,NA,NA,NA,NA,861684.645101964
1890,"[Dinoterb]",NA,NA,240.07488,241.08203,1.336,NA,294907.349012884,NA,NA,NA,NA,NA,NA,NA,NA,NA,483156.819115941,NA,204993.255161947,1418189.68048209,NA,1087189.2153738,NA,NA,NA,NA,NA,205710.801973584,NA,226910.509413141,NA,NA,NA,218696.624785384,NA,231313.827572439,NA,355929.063887625,195431.835971221,NA,NA,221973.458334083,NA,NA,NA,NA,NA,NA
953,"[Dinoterb]",NA,NA,240.07473,263.06397,7.415,NA,NA,5930456.77297407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6747126.43348646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543866.809063054,NA
8233,"[Dipropyltrisulfide]",NA,NA,182.02562,183.0329,6.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,156529.219882503,NA,NA,NA,NA,NA,NA,NA,160496.209755573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141337.799699978,NA,NA,NA,NA,NA,NA,NA,NA
6561,"[Dodecamethylpentasiloxane (MD3M)]",NA,NA,384.1461,385.15338,20.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134181.132310735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6222,"[Dodecamethylpentasiloxane (MD3M)]",NA,NA,384.14614,385.15342,20.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320052.316521889,NA,NA
5113,"[Enoxacin]",NA,NA,320.13008,321.13736,16.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470802.465934834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5819,"[Eptenofos]",NA,NA,250.01555,251.02283,9.279,NA,NA,NA,NA,NA,NA,NA,776430.676782699,NA,317494.655468633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2580,"[Eptenofos]",NA,NA,250.01556,251.02284,11.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2457934.30520589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526815.68280548,NA,NA,NA,NA,NA,NA,NA,NA
313,"[Ethosuximide]",NA,NA,141.07904,142.08632,4.842,"kps_pharmaceuticals_oct22",NA,NA,2054792.2773334,NA,589639.194413587,1245666.60347565,1291666.87680032,NA,NA,NA,NA,NA,NA,NA,NA,389210.036319008,920795.658162323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4204,"[Ethosuximide]",NA,NA,141.07904,142.08632,1.313,"kps_pharmaceuticals_oct22",440041.063709845,NA,NA,432862.595032456,NA,NA,NA,NA,NA,NA,597675.042936891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187105.66626005,NA,NA,185663.680966578,293796.394353013,326211.770664037,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"[Ethosuximide]",NA,NA,141.07905,142.08633,2.998,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,11432785.8237624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9493558.97127915,NA,NA,NA,NA,NA,NA,NA,NA
949,"[Ethosuximide]",NA,NA,141.07905,142.08633,2.288,"kps_pharmaceuticals_oct22",NA,6519816.47505469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3701,"[Ethyl paraben]",NA,NA,166.06303,167.0703,16.912,"kps_pharmaceuticals_oct22",979747.502072231,1222652.85540429,1233027.40771926,1582975.4436967,1215908.93889663,1252625.14079274,1304221.40898194,1245219.98108356,1106365.79658208,1318117.49651551,1242444.93327277,1012654.38322461,1190987.31734885,1180281.5276991,992357.084699573,1278685.61930536,1227400.90661402,1116423.39741445,880044.16516998,898619.642180928,871056.340853409,966081.195940325,947599.811449811,993488.595522257,930570.006729099,896342.525797314,859859.980803888,990173.644474175,996510.519027936,999230.105491002,930599.561800851,945779.787695055,972301.860238145,1230413.96385598,951834.181174072,955669.263605084,1202230.57359464,1225508.43022654,1174810.84837778,1204989.92327354,1206406.05155916,1256548.4878781
