"","name","formula","category","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","mass_list_match_efs_hram_compound_database","mass_list_match_antibiotics_itn_msca_answer_160616_w_dtxsi_ds","psychoactive_substances","pharmaceuticals_oct22","mass_list_match_itn_kps","mass_list_match_clews_list","ms2","reference_ion","count_2","sample","intensity"
"7271","Phoxim","C12 H15 N2 O3 P S","Pesticides","No match","Not the top hit","Full match",1.355,298.054505,299.061785,28.9685,68819320.0193402,12,67.9,43.85,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",6,"sc_007",2901990.56997422
"7272","Phoxim","C12 H15 N2 O3 P S","Pesticides","No match","Not the top hit","Full match",1.355,298.054505,299.061785,28.9685,68819320.0193402,12,67.9,43.85,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",6,"sc_017",887998.912613377
"7273","Phoxim","C12 H15 N2 O3 P S","Pesticides","No match","Not the top hit","Full match",1.355,298.054505,299.061785,28.9685,68819320.0193402,12,67.9,43.85,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",6,"sc_018",923139.653849125
"7274","Phoxim","C12 H15 N2 O3 P S","Pesticides","No match","Not the top hit","Full match",1.355,298.054505,299.061785,28.9685,68819320.0193402,12,67.9,43.85,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",6,"sc_023",1749887.26506128
"7275","Phthaldialdehyde","C8 H6 O2","Industrial/Intermediate","Full match","Full match","No results",0.697142857142857,134.036872857143,135.04415,14.1882857142857,4357554.02279659,14,79.5714285714286,63.9428571428571,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",30,"sc_001",3694053.5424516
"7276","Phthaldialdehyde","C8 H6 O2","Industrial/Intermediate","Full match","Full match","No results",0.697142857142857,134.036872857143,135.04415,14.1882857142857,4357554.02279659,14,79.5714285714286,63.9428571428571,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",30,"sc_002",2950852.73201249
"7277","Phthaldialdehyde","C8 H6 O2","Industrial/Intermediate","Full match","Full match","No results",0.697142857142857,134.036872857143,135.04415,14.1882857142857,4357554.02279659,14,79.5714285714286,63.9428571428571,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",30,"sc_003",4978278.06631305
"7278","Phthaldialdehyde","C8 H6 O2","Industrial/Intermediate","Full match","Full match","No results",0.697142857142857,134.036872857143,135.04415,14.1882857142857,4357554.02279659,14,79.5714285714286,63.9428571428571,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",30,"sc_004",87257.3246704444
"7279","Phthaldialdehyde","C8 H6 O2","Industrial/Intermediate","Full match","Full match","No results",0.697142857142857,134.036872857143,135.04415,14.1882857142857,4357554.02279659,14,79.5714285714286,63.9428571428571,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",30,"sc_007",1017472.95112234
"7280","Phthaldialdehyde","C8 H6 O2","Industrial/Intermediate","Full match","Full match","No results",0.697142857142857,134.036872857143,135.04415,14.1882857142857,4357554.02279659,14,79.5714285714286,63.9428571428571,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",30,"sc_008",1324724.38343398
"7281","Phthaldialdehyde","C8 H6 O2","Industrial/Intermediate","Full match","Full match","No results",0.697142857142857,134.036872857143,135.04415,14.1882857142857,4357554.02279659,14,79.5714285714286,63.9428571428571,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",30,"sc_010",785786.315893304
"7282","Phthaldialdehyde","C8 H6 O2","Industrial/Intermediate","Full match","Full match","No results",0.697142857142857,134.036872857143,135.04415,14.1882857142857,4357554.02279659,14,79.5714285714286,63.9428571428571,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",30,"sc_011",709970.530208107
"7283","Phthaldialdehyde","C8 H6 O2","Industrial/Intermediate","Full match","Full match","No results",0.697142857142857,134.036872857143,135.04415,14.1882857142857,4357554.02279659,14,79.5714285714286,63.9428571428571,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",30,"sc_012",356980.497126817
"7284","Phthaldialdehyde","C8 H6 O2","Industrial/Intermediate","Full match","Full match","No results",0.697142857142857,134.036872857143,135.04415,14.1882857142857,4357554.02279659,14,79.5714285714286,63.9428571428571,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",30,"sc_013",1148966.88205486
"7285","Phthaldialdehyde","C8 H6 O2","Industrial/Intermediate","Full match","Full match","No results",0.697142857142857,134.036872857143,135.04415,14.1882857142857,4357554.02279659,14,79.5714285714286,63.9428571428571,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",30,"sc_017",281190.953764719
"7286","Phthaldialdehyde","C8 H6 O2","Industrial/Intermediate","Full match","Full match","No results",0.697142857142857,134.036872857143,135.04415,14.1882857142857,4357554.02279659,14,79.5714285714286,63.9428571428571,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",30,"sc_018",738554.078463883
"7287","Phthaldialdehyde","C8 H6 O2","Industrial/Intermediate","Full match","Full match","No results",0.697142857142857,134.036872857143,135.04415,14.1882857142857,4357554.02279659,14,79.5714285714286,63.9428571428571,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",30,"sc_020",779934.645995353
"7288","Phthalic Acid, Bis-Hexyl Ester","C20 H30 O4","Industrial/Intermediate","Not the top hit","Not the top hit","Full match",0.375,334.214535,335.22148,19.395,14635337.9168156,51,80.95,73.7,"Single match found","No matches found","No matches found","Single match found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",2,"sc_005",1158659.6018355
"7289","Phthalic Acid, Bis-Hexyl Ester","C20 H30 O4","Industrial/Intermediate","Not the top hit","Not the top hit","Full match",0.375,334.214535,335.22148,19.395,14635337.9168156,51,80.95,73.7,"Single match found","No matches found","No matches found","Single match found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",2,"sc_013",5853836.61764465
"7290","Phthalic Acid, Bis-N-Pentyl Ester","C18 H26 O4","Industrial/Intermediate","No match","Invalid mass","Full match",-1.49,306.18265,307.189975,14.75,1340939.31371051,8,61.7,35.65,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",2,"sc_014",29946.9488861019
"7291","Phthalic Acid, Bis-N-Pentyl Ester","C18 H26 O4","Industrial/Intermediate","No match","Invalid mass","Full match",-1.49,306.18265,307.189975,14.75,1340939.31371051,8,61.7,35.65,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",2,"sc_020",1665825.92839419
"7292","Phthalic Acid, Bis-Propyl Ester","C14 H18 O4","Industrial/Intermediate","Not the top hit","Not the top hit","Full match",0.438888888888889,250.120618888889,251.1279,16.4022222222222,6585636.91234538,62,72.3,37.6444444444444,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",11,"sc_009",717116.415183855
"7293","Phthalic Acid, Bis-Propyl Ester","C14 H18 O4","Industrial/Intermediate","Not the top hit","Not the top hit","Full match",0.438888888888889,250.120618888889,251.1279,16.4022222222222,6585636.91234538,62,72.3,37.6444444444444,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",11,"sc_016",289443.803617467
"7294","Phthalic Acid, Bis-Propyl Ester","C14 H18 O4","Industrial/Intermediate","Not the top hit","Not the top hit","Full match",0.438888888888889,250.120618888889,251.1279,16.4022222222222,6585636.91234538,62,72.3,37.6444444444444,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",11,"sc_020",3709137.29015699
"7295","Phthalic Acid, Bis-Propyl Ester","C14 H18 O4","Industrial/Intermediate","Not the top hit","Not the top hit","Full match",0.438888888888889,250.120618888889,251.1279,16.4022222222222,6585636.91234538,62,72.3,37.6444444444444,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",11,"sc_023",2427751.78909379
"7296","Phthalic Acid,Bis-N-Heptyl Ester","C22 H34 O4","Industrial/Intermediate","Not the top hit","Not the top hit","Full match",-2.21,362.24491,363.2522,21.02,3228058.78370814,4,79.1,9,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1,"sc_002",842466.205867549
"7297","Phthalic acid","C8 H6 O4","Pharmaceuticals","Full match","No results","Full match",0.435,166.0266825,167.0339,21.60425,2989346.78759891,1,96.5,77.8,"No matches found","No matches found","No matches found","Single match found","No matches found","Multiple matches found","DDA for other ion","[M+H]+1",23,"sc_001",306783.96367679
"7298","Phthalic acid","C8 H6 O4","Pharmaceuticals","Full match","No results","Full match",0.435,166.0266825,167.0339,21.60425,2989346.78759891,1,96.5,77.8,"No matches found","No matches found","No matches found","Single match found","No matches found","Multiple matches found","DDA for other ion","[M+H]+1",23,"sc_002",619202.599425672
"7299","Phthalic acid","C8 H6 O4","Pharmaceuticals","Full match","No results","Full match",0.435,166.0266825,167.0339,21.60425,2989346.78759891,1,96.5,77.8,"No matches found","No matches found","No matches found","Single match found","No matches found","Multiple matches found","DDA for other ion","[M+H]+1",23,"sc_003",527866.757495122
"7300","Phthalic acid","C8 H6 O4","Pharmaceuticals","Full match","No results","Full match",0.435,166.0266825,167.0339,21.60425,2989346.78759891,1,96.5,77.8,"No matches found","No matches found","No matches found","Single match found","No matches found","Multiple matches found","DDA for other ion","[M+H]+1",23,"sc_004",444449.614930598
"7301","Phthalic acid","C8 H6 O4","Pharmaceuticals","Full match","No results","Full match",0.435,166.0266825,167.0339,21.60425,2989346.78759891,1,96.5,77.8,"No matches found","No matches found","No matches found","Single match found","No matches found","Multiple matches found","DDA for other ion","[M+H]+1",23,"sc_005",496760.343400994
"7302","Phthalic acid","C8 H6 O4","Pharmaceuticals","Full match","No results","Full match",0.435,166.0266825,167.0339,21.60425,2989346.78759891,1,96.5,77.8,"No matches found","No matches found","No matches found","Single match found","No matches found","Multiple matches found","DDA for other ion","[M+H]+1",23,"sc_007",2474285.27388872
"7303","Phthalic acid","C8 H6 O4","Pharmaceuticals","Full match","No results","Full match",0.435,166.0266825,167.0339,21.60425,2989346.78759891,1,96.5,77.8,"No matches found","No matches found","No matches found","Single match found","No matches found","Multiple matches found","DDA for other ion","[M+H]+1",23,"sc_008",700186.64538346
"7304","Phthalic acid","C8 H6 O4","Pharmaceuticals","Full match","No results","Full match",0.435,166.0266825,167.0339,21.60425,2989346.78759891,1,96.5,77.8,"No matches found","No matches found","No matches found","Single match found","No matches found","Multiple matches found","DDA for other ion","[M+H]+1",23,"sc_009",475711.243543841
"7305","Phthalic acid","C8 H6 O4","Pharmaceuticals","Full match","No results","Full match",0.435,166.0266825,167.0339,21.60425,2989346.78759891,1,96.5,77.8,"No matches found","No matches found","No matches found","Single match found","No matches found","Multiple matches found","DDA for other ion","[M+H]+1",23,"sc_010",609995.09105706
"7306","Phthalic acid","C8 H6 O4","Pharmaceuticals","Full match","No results","Full match",0.435,166.0266825,167.0339,21.60425,2989346.78759891,1,96.5,77.8,"No matches found","No matches found","No matches found","Single match found","No matches found","Multiple matches found","DDA for other ion","[M+H]+1",23,"sc_011",434956.883784369
"7307","Phthalic acid","C8 H6 O4","Pharmaceuticals","Full match","No results","Full match",0.435,166.0266825,167.0339,21.60425,2989346.78759891,1,96.5,77.8,"No matches found","No matches found","No matches found","Single match found","No matches found","Multiple matches found","DDA for other ion","[M+H]+1",23,"sc_012",330813.98324621
"7308","Phthalic acid","C8 H6 O4","Pharmaceuticals","Full match","No results","Full match",0.435,166.0266825,167.0339,21.60425,2989346.78759891,1,96.5,77.8,"No matches found","No matches found","No matches found","Single match found","No matches found","Multiple matches found","DDA for other ion","[M+H]+1",23,"sc_013",379714.202477198
"7309","Phthalic acid","C8 H6 O4","Pharmaceuticals","Full match","No results","Full match",0.435,166.0266825,167.0339,21.60425,2989346.78759891,1,96.5,77.8,"No matches found","No matches found","No matches found","Single match found","No matches found","Multiple matches found","DDA for other ion","[M+H]+1",23,"sc_014",2119622.09339126
"7310","Phthalic acid","C8 H6 O4","Pharmaceuticals","Full match","No results","Full match",0.435,166.0266825,167.0339,21.60425,2989346.78759891,1,96.5,77.8,"No matches found","No matches found","No matches found","Single match found","No matches found","Multiple matches found","DDA for other ion","[M+H]+1",23,"sc_015",754015.161103046
"7311","Phthalic acid","C8 H6 O4","Pharmaceuticals","Full match","No results","Full match",0.435,166.0266825,167.0339,21.60425,2989346.78759891,1,96.5,77.8,"No matches found","No matches found","No matches found","Single match found","No matches found","Multiple matches found","DDA for other ion","[M+H]+1",23,"sc_016",298589.407604514
"7312","Phthalic acid","C8 H6 O4","Pharmaceuticals","Full match","No results","Full match",0.435,166.0266825,167.0339,21.60425,2989346.78759891,1,96.5,77.8,"No matches found","No matches found","No matches found","Single match found","No matches found","Multiple matches found","DDA for other ion","[M+H]+1",23,"sc_017",383846.448998165
"7313","Phthalic acid","C8 H6 O4","Pharmaceuticals","Full match","No results","Full match",0.435,166.0266825,167.0339,21.60425,2989346.78759891,1,96.5,77.8,"No matches found","No matches found","No matches found","Single match found","No matches found","Multiple matches found","DDA for other ion","[M+H]+1",23,"sc_018",362936.512929201
"7314","Phthalic acid","C8 H6 O4","Pharmaceuticals","Full match","No results","Full match",0.435,166.0266825,167.0339,21.60425,2989346.78759891,1,96.5,77.8,"No matches found","No matches found","No matches found","Single match found","No matches found","Multiple matches found","DDA for other ion","[M+H]+1",23,"sc_020",977532.191463951
"7315","Phthalic acid","C8 H6 O4","Pharmaceuticals","Full match","No results","Full match",0.435,166.0266825,167.0339,21.60425,2989346.78759891,1,96.5,77.8,"No matches found","No matches found","No matches found","Single match found","No matches found","Multiple matches found","DDA for other ion","[M+H]+1",23,"sc_023",1156174.53091971
"7316","Phthalocyanine","C32 H20 N8","Pharmaceuticals","No match","Invalid mass","Full match",2.94,516.18261,259.09858,20.939,81876.8639281952,6,33.8,38.3,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for other ion","[M+2H]+2",1,"sc_004",79989.3867945385
"7317","Phytosphingosine","C18 H39 N O3","Pharmaceuticals","Full match","Partial match","Full match",0.29,317.29309,318.30036,18.129,1176658.52344662,1,89,9.5,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",6,"sc_005",424852.486480362
"7318","Phytosphingosine","C18 H39 N O3","Pharmaceuticals","Full match","Partial match","Full match",0.29,317.29309,318.30036,18.129,1176658.52344662,1,89,9.5,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",6,"sc_010",1145952.1921055
"7319","Phytosphingosine","C18 H39 N O3","Pharmaceuticals","Full match","Partial match","Full match",0.29,317.29309,318.30036,18.129,1176658.52344662,1,89,9.5,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",6,"sc_011",145430.644120623
"7320","Phytosphingosine","C18 H39 N O3","Pharmaceuticals","Full match","Partial match","Full match",0.29,317.29309,318.30036,18.129,1176658.52344662,1,89,9.5,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",6,"sc_012",136573.039842653
"7321","Phytosphingosine","C18 H39 N O3","Pharmaceuticals","Full match","Partial match","Full match",0.29,317.29309,318.30036,18.129,1176658.52344662,1,89,9.5,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",6,"sc_014",420472.956137388
"7322","Phytosphingosine","C18 H39 N O3","Pharmaceuticals","Full match","Partial match","Full match",0.29,317.29309,318.30036,18.129,1176658.52344662,1,89,9.5,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",6,"sc_018",64316.3496344477
"7323","Picaridin","C12 H23 N O3","Pharmaceuticals","Full match","No results","Full match",0.3,229.16786,230.17518,9.141,776843.818365719,0,NA,NA,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",4,"sc_014",358442.859573875
"7324","Picaridin","C12 H23 N O3","Pharmaceuticals","Full match","No results","Full match",0.3,229.16786,230.17518,9.141,776843.818365719,0,NA,NA,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",4,"sc_016",725988.110025776
"7325","Picolinafen","C19 H12 F4 N2 O2","Pesticides","No match","Not the top hit","Full match",1.03,376.08388,377.09115,20.591,297062.658575733,8,92.5,64.9,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1,"sc_005",49448.6416399981
"7326","Pikromycin/Amaromycin","C28 H47 N O8","Pharmaceuticals","No match","Invalid mass","Full match",-0.06,525.33014,526.33751,16.333,1002476.7367904,1,31.1,6.6,"No matches found","Single match found","No matches found","Single match found","Single match found","No matches found","DDA for other ion","[M+H]+1",3,"sc_003",294425.209490313
"7327","Pikromycin/Amaromycin","C28 H47 N O8","Pharmaceuticals","No match","Invalid mass","Full match",-0.06,525.33014,526.33751,16.333,1002476.7367904,1,31.1,6.6,"No matches found","Single match found","No matches found","Single match found","Single match found","No matches found","DDA for other ion","[M+H]+1",3,"sc_007",995334.19773923
"7328","Pikromycin/Amaromycin","C28 H47 N O8","Pharmaceuticals","No match","Invalid mass","Full match",-0.06,525.33014,526.33751,16.333,1002476.7367904,1,31.1,6.6,"No matches found","Single match found","No matches found","Single match found","Single match found","No matches found","DDA for other ion","[M+H]+1",3,"sc_020",341800.018070077
"7329","Pinacidil","C13 H19 N5","Pharmaceuticals","No match","No results","Full match",-5,245.16282,246.17009,9.165,3794010.68540442,0,NA,NA,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_007",481567.639568701
"7330","Pinacidil","C13 H19 N5","Pharmaceuticals","No match","No results","Full match",-5,245.16282,246.17009,9.165,3794010.68540442,0,NA,NA,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_018",169086.996458301
"7331","Pinacidil","C13 H19 N5","Pharmaceuticals","No match","No results","Full match",-5,245.16282,246.17009,9.165,3794010.68540442,0,NA,NA,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_020",1870497.03370668
"7332","Pinolenic acid ethyl ester","C20 H34 O2","Natural products","Full match","Full match","No results",0.52,306.25604,307.26326,21.414,987317.663865297,1,31.1,41,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1,"sc_003",542277.095002921
"7333","Pinoxaden","C23 H32 N2 O4","Pesticides","No match","Not the top hit","Full match",-1.61,400.23556,401.24284,22.242,2040181.85126529,8,85.7,9.3,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_001",2025085.57836559
"7334","Pinoxaden","C23 H32 N2 O4","Pesticides","No match","Not the top hit","Full match",-1.61,400.23556,401.24284,22.242,2040181.85126529,8,85.7,9.3,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_002",254432.602103853
"7335","Pinoxaden","C23 H32 N2 O4","Pesticides","No match","Not the top hit","Full match",-1.61,400.23556,401.24284,22.242,2040181.85126529,8,85.7,9.3,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_003",1839659.11071509
"7336","Pioglitazone","C19 H20 N2 O3 S","Pharmaceuticals","Invalid mass","Not the top hit","Full match",-2.93,356.11842,357.1257,21.782,132398.525476946,11,86.7,9.3,"Single match found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1,"sc_010",111835.950007447
"7337","Pipemidic Acid","C14 H17 N5 O3","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.52,303.1333,304.14057,8.31,2123799.22313537,7,52.9,7.6,"Single match found","Single match found","No matches found","Single match found","Single match found","No matches found","DDA for preferred ion","[M+H]+1",2,"sc_007",1996787.46050126
"7338","Pipemidic Acid","C14 H17 N5 O3","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.52,303.1333,304.14057,8.31,2123799.22313537,7,52.9,7.6,"Single match found","Single match found","No matches found","Single match found","Single match found","No matches found","DDA for preferred ion","[M+H]+1",2,"sc_016",282039.000764464
"7339","Pipendoxifene","C29 H32 N2 O3","Pharmaceuticals","No match","Invalid mass","Full match",-2.78,456.24002,457.2473,22.668,210235.377242204,1,67.4,8.4,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",9,"sc_001",123451.674989058
"7340","Pipendoxifene","C29 H32 N2 O3","Pharmaceuticals","No match","Invalid mass","Full match",-2.78,456.24002,457.2473,22.668,210235.377242204,1,67.4,8.4,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",9,"sc_003",100362.520053272
"7341","Pipendoxifene","C29 H32 N2 O3","Pharmaceuticals","No match","Invalid mass","Full match",-2.78,456.24002,457.2473,22.668,210235.377242204,1,67.4,8.4,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",9,"sc_005",109596.9347102
"7342","Pipendoxifene","C29 H32 N2 O3","Pharmaceuticals","No match","Invalid mass","Full match",-2.78,456.24002,457.2473,22.668,210235.377242204,1,67.4,8.4,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",9,"sc_008",110307.4383635
"7343","Pipendoxifene","C29 H32 N2 O3","Pharmaceuticals","No match","Invalid mass","Full match",-2.78,456.24002,457.2473,22.668,210235.377242204,1,67.4,8.4,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",9,"sc_011",154165.686074478
"7344","Pipendoxifene","C29 H32 N2 O3","Pharmaceuticals","No match","Invalid mass","Full match",-2.78,456.24002,457.2473,22.668,210235.377242204,1,67.4,8.4,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",9,"sc_012",133348.127981582
"7345","Pipendoxifene","C29 H32 N2 O3","Pharmaceuticals","No match","Invalid mass","Full match",-2.78,456.24002,457.2473,22.668,210235.377242204,1,67.4,8.4,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",9,"sc_017",128414.020688095
"7346","Pipendoxifene","C29 H32 N2 O3","Pharmaceuticals","No match","Invalid mass","Full match",-2.78,456.24002,457.2473,22.668,210235.377242204,1,67.4,8.4,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",9,"sc_018",138784.17424028
"7347","Pipendoxifene","C29 H32 N2 O3","Pharmaceuticals","No match","Invalid mass","Full match",-2.78,456.24002,457.2473,22.668,210235.377242204,1,67.4,8.4,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",9,"sc_023",107935.486504523
"7348","Pipenzolate","C22 H27 N O3","Psychoactives","Full match","Not the top hit","Full match",0.09,353.19912,354.2064,13.273,978642.968125877,2,71.7,8.6,"Single match found","No matches found","Single match found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_015",750352.897257519
"7349","Pipenzolate","C22 H27 N O3","Psychoactives","Full match","Not the top hit","Full match",0.09,353.19912,354.2064,13.273,978642.968125877,2,71.7,8.6,"Single match found","No matches found","Single match found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_016",317259.110821189
"7350","Pipenzolate","C22 H27 N O3","Psychoactives","Full match","Not the top hit","Full match",0.09,353.19912,354.2064,13.273,978642.968125877,2,71.7,8.6,"Single match found","No matches found","Single match found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_023",838856.92992314
"7351","Pipequaline","C22 H24 N2","Pharmaceuticals","No match","Invalid mass","Full match",-3.88,316.19272,317.19996,22.75,246254.318876906,17,77.9,73.6,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_007",236822.752196074
"7352","Pipequaline","C22 H24 N2","Pharmaceuticals","No match","Invalid mass","Full match",-3.88,316.19272,317.19996,22.75,246254.318876906,17,77.9,73.6,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_014",98623.6731421788
"7353","Pipequaline","C22 H24 N2","Pharmaceuticals","No match","Invalid mass","Full match",-3.88,316.19272,317.19996,22.75,246254.318876906,17,77.9,73.6,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_018",55645.0169124729
"7354","Piperonal","C8 H6 O3","Pharmaceuticals","Not the top hit","No results","Full match",0.43,150.03176,151.03903,9.793,454447.445029388,0,NA,NA,"No matches found","No matches found","Single match found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1,"sc_007",248823.612481362
"7355","Piperonyl-butoxide","C19 H30 O5","Pesticides","Full match","Invalid mass","Full match",0,338.20932,361.19854,20.762,15152777.5464114,11,99.1,10,"Single match found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for other ion","[M+Na]+1",1,"sc_007",14558264.6188212
"7356","Pipradrol","C18 H21 N O","Pharmaceuticals","Not the top hit","Partial match","Full match",0.41,267.16242,250.15914,13.113,1257300.46482893,3,83.1,77.4,"No matches found","No matches found","Single match found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H-H2O]+1",2,"sc_008",1207174.61925279
"7357","Pipradrol","C18 H21 N O","Pharmaceuticals","Not the top hit","Partial match","Full match",0.41,267.16242,250.15914,13.113,1257300.46482893,3,83.1,77.4,"No matches found","No matches found","Single match found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H-H2O]+1",2,"sc_016",233899.373308974
"7358","Piracetam","C6 H10 N2 O2","Pharmaceuticals","No results","Invalid mass","Full match",1.99,142.07451,143.08161,2.624,339017.125526282,2,57,7.8,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for other ion","[M+H]+1",1,"sc_015",186839.54415366
"7359","Pirbuterol","C12 H20 N2 O3","Pharmaceuticals","Full match","Invalid mass","Full match",0.296,240.147464,241.154738,8.1508,935210.032265627,11,59.26,36.72,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",6,"sc_002",89987.0342797101
"7360","Pirbuterol","C12 H20 N2 O3","Pharmaceuticals","Full match","Invalid mass","Full match",0.296,240.147464,241.154738,8.1508,935210.032265627,11,59.26,36.72,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",6,"sc_015",946634.469098306
"7361","Pirbuterol","C12 H20 N2 O3","Pharmaceuticals","Full match","Invalid mass","Full match",0.296,240.147464,241.154738,8.1508,935210.032265627,11,59.26,36.72,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",6,"sc_016",246558.787268535
