"","name","formula","category","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","mass_list_match_efs_hram_compound_database","mass_list_match_antibiotics_itn_msca_answer_160616_w_dtxsi_ds","psychoactive_substances","pharmaceuticals_oct22","mass_list_match_itn_kps","mass_list_match_clews_list","ms2","reference_ion","sc_001","sc_002","sc_003","sc_004","sc_005","sc_007","sc_008","sc_009","sc_010","sc_011","sc_012","sc_013","sc_014","sc_015","sc_016","sc_017","sc_018","sc_020","sc_023","count_2"
"1342","Oxybutynin","C22 H31 N O3","Pharmaceuticals","No match","Not the top hit","Full match",0.62,357.23061,358.23789,9.444,114093.505638812,5,65.4,8.3,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,63405.6119781975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1343","Oxycodone","C18 H21 N O4","Psychoactives","Not the top hit","No results","Full match",0.57,315.147235,316.15451,11.52,342162.052789943,10,70.9,44.7,"Single match found","No matches found","Single match found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,147890.380497129,NA,NA,NA,NA,NA,NA,84089.8990035785,NA,NA,NA,NA,NA,2
"1344","Oxymesterone","C20 H30 O3","Psychoactives","Full match","Partial match","Full match",-0.035,318.219485,319.22675,19.461,5875342.7101588,65,86.4,42.7,"No matches found","No matches found","Single match found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,544173.608527511,NA,NA,NA,NA,3663277.23514505,NA,NA,NA,NA,NA,NA,NA,4
"1345","Oxyphenbutazone","C19 H20 N2 O3","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.35,324.1475,325.15479,12.437,9416502.72435018,11,80.4,9,"Single match found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3047024.06455896,NA,NA,NA,NA,NA,4790198.39527722,2
"1346","Oxyphencyclimine","C20 H28 N2 O3","Pharmaceuticals","Not the top hit","Invalid mass","Full match",-1.08,344.20962,345.2169,17.98,2800945.84462655,4,83.75,35.3,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",3246481.95183566,242369.241158583,4920773.94243642,NA,NA,518678.9820179,NA,NA,NA,NA,NA,NA,NA,NA,224554.008057249,NA,NA,525380.963065365,410586.495242147,7
"1347","Oxyphenonium","C21 H33 N O3","Pharmaceuticals","Full match","Full match","Full match",0.02,347.24605,348.25333,10.891,2950621.22544149,1,72.7,8.6,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,720474.888578655,NA,NA,488615.664534073,423877.154725313,NA,NA,NA,NA,NA,311198.303529417,1978349.64576513,166376.092625096,NA,NA,2946302.01029122,1208534.79925314,8
"1348","Oxytetracycline","C22 H24 N2 O9","Pharmaceuticals","No match","No results","Full match",-1.85,460.14733,461.15461,21.661,642509.3844738,0,NA,NA,"Single match found","Multiple matches found","No matches found","Multiple matches found","Multiple matches found","No matches found","DDA for preferred ion","[M+H]+1",291265.246614425,94766.1487492562,NA,88305.7554854341,NA,NA,65596.3406749587,NA,624100.374443627,161251.8418898,80797.3844049606,122415.087949207,NA,NA,NA,NA,NA,NA,NA,8
"1349","Ozagrel","C13 H12 N2 O2","Pharmaceuticals","Full match","Partial match","Full match",0.726666666666667,228.090043333333,229.097253333333,12.6296666666667,775076.235049435,20,86.2,75.5666666666667,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,224209.780197893,610349.717618779,NA,NA,891977.891718328,NA,NA,NA,NA,NA,147439.274435029,NA,NA,NA,NA,NA,NA,226622.366998234,7
"1350","Palbociclib","C24 H29 N7 O2","Pharmaceuticals","Invalid mass","Invalid mass","Full match",1.06,447.23875,448.24602,19.026,843388.655733715,1,33.2,6.7,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",132509.808502402,NA,NA,NA,NA,NA,247916.044824046,NA,NA,NA,NA,NA,NA,NA,NA,NA,785528.529459228,NA,NA,3
"1351","Paliroden","C26 H24 F3 N","Pharmaceuticals","No match","Invalid mass","Full match",-2.92,407.1849,408.19217,8.7,4210717.5131182,3,72.3,51.2,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,960458.037981041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1352","Palmitelaidic acid methyl ester","C17 H32 O2","Pharmaceuticals","Full match","Full match","No results",0.545,268.240375,269.247585,21.946,3209617.50651114,2,73.1,70.8,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,457275.687386542,NA,NA,NA,224211.8088916,291037.491372879,NA,NA,NA,NA,512668.366611197,4
"1353","Palmitic Acid Methylamide","C17 H35 N O","Personal Care Products","Full match","No results","Full match",0.46,269.27199,270.27925,22.844,1593183.91807544,0,NA,NA,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",1054504.95244589,1121101.31941574,1231782.58418937,1003012.28943871,1022469.07271855,1523001.10038518,1057350.61471288,1062138.50239035,1180830.43336523,1006402.53657573,941603.726625419,983463.382143809,1219858.18464088,1130311.95423406,994112.480570241,865111.854637592,911950.599806665,1103382.65255221,1288071.32999633,19
"1354","Palmitoylethanolamide","C18 H37 N O2","Pharmaceuticals","Full match","Partial match","Full match",0.37,299.28254,300.28984,21.0836666666667,576016.843243731,6,70.9333333333333,31.4,"No matches found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,515917.65285036,NA,NA,NA,NA,61012.8938286911,NA,180499.7349107,63581.478150646,NA,NA,NA,53832.5117068381,NA,6
"1355","Panipenem","C15 H21 N3 O4 S","Pharmaceuticals","No match","Invalid mass","Full match",-0.4,339.12514,340.13247,13.1555,1044009.3642103,13,79.2,9,"No matches found","Single match found","No matches found","Single match found","Single match found","No matches found","DDA for other ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,941386.161645255,NA,2
"1356","Papaverine","C20 H21 N O4","Pharmaceuticals","No match","Not the top hit","Full match",-0.34,339.14694,340.15422,13.38,564190.654853693,9,91.1,9.6,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,542907.939487563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1357","Paquinimod","C21 H22 N2 O3","Pharmaceuticals","No match","Not the top hit","Full match",-4.86,350.16134,351.16863,21.166,259020.279216981,11,95.7,9.8,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,227003.60840903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1358","Paraldehyde","C6 H12 O3","Pharmaceuticals","Full match","No results","Full match",0.674444444444444,132.078732222222,133.086022222222,10.533,2725596.0585333,18,80,41.05,"No matches found","No matches found","No matches found","Single match found","No matches found","Multiple matches found","DDA for preferred ion","[M+H]+1",136280.198003514,NA,2634566.61775093,105140.365449809,256368.742716336,663967.559224446,NA,NA,NA,357409.377444669,NA,NA,224451.692730809,NA,228120.817103105,NA,177462.803936052,296822.61583137,NA,24
"1359","Paramethadione","C7 H11 N O3","Pharmaceuticals","Full match","Partial match","Full match",0.5,157.07397,158.08125,7.101,349795.656601035,2,55.7,7.8,"No matches found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,104513.042922249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1360","Parasorbic Acid","C6 H8 O2","Pharmaceuticals","Full match","No results","Full match",1.41,112.052586666667,113.059866666667,7.439,1126678.20630987,2,50.55,41.05,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,147491.109683897,NA,NA,NA,NA,NA,958821.579726706,NA,NA,NA,NA,NA,NA,NA,3
"1361","Paraxanthine","C7 H8 N4 O2","Pharmaceuticals","Full match","Partial match","Full match",0.408,180.0648,181.072076,7.8742,13112943.3966058,17,89.5,82.56,"Multiple matches found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",75997.1456311904,NA,4827833.82505849,219736.482506902,157207.922202174,21193522.0978768,486203.428946573,271292.420235606,724591.737324385,NA,115001.543033845,414913.234645391,NA,246904.742947416,184907.339355036,NA,NA,646697.589324079,NA,31
"1362","Pardoprunox","C12 H15 N3 O2","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.436666666666667,233.116526666667,234.123803333333,7.76066666666667,713714.363471848,13,84.0666666666667,9.2,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,1015174.14145718,NA,353496.878914839,998385.153432772,NA,NA,NA,NA,NA,535729.009010636,NA,NA,NA,NA,NA,863381.600454396,NA,5
"1363","Patulin","C7 H6 O4","Natural products","Full match","Partial match","Full match",0.445,154.02668,155.033955,10.8355,3186806.45331202,11,80.7,9,"Single match found","Single match found","No matches found","Multiple matches found","Single match found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,2772345.04121552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1364","Paxilline","C27 H33 N O4","Natural products","Full match","Invalid mass","Full match",0.16,435.24103,436.24831,14.884,1381647.02117554,4,97.2,9.9,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,1291472.47330646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1365","Peldesine","C12 H11 N5 O","Pharmaceuticals","Not the top hit","Unused","Full match",0.11,241.09639,242.10366,13.035,267357.719609263,4,56.5,64,"No matches found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225318.496815154,84444.2677190196,NA,NA,NA,NA,2
"1366","Pemirolast","C10 H8 N6 O","Pharmaceuticals","No match","Invalid mass","Full match",2.47,228.07652,251.06574,7.313,9813708.39296703,7,87.7,72.3,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+Na]+1",9383884.97885507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1367","Pemoline","C9 H8 N2 O2","Pharmaceuticals","Full match","Partial match","Full match",0.453333333333333,176.058656666667,177.06593,6.906,1535941.16292606,6,73.0333333333333,35.5,"No matches found","No matches found","Single match found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,357699.320023433,NA,NA,NA,NA,NA,NA,1330780.0273485,2041506.26360237,261768.499473777,NA,NA,NA,911126.11208787,8
"1368","Penbutolol","C18 H29 N O2","Pharmaceuticals","Not the top hit","Full match","Full match",0.733333333333333,291.22004,292.22732,12.759,721657.314061116,3,72.2,55.2,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",646148.439641232,NA,NA,NA,NA,1036067.56117353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189695.608860554,3
"1369","Penciclovir","C10 H15 N5 O3","Pharmaceuticals","Not the top hit","Not the top hit","Full match",1.495,253.117865,262.638255,8.7445,2256346.60041306,9,84.7,9.2,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,1827786.13220533,NA,NA,1828682.93926178,NA,204258.551190888,172001.673777352,NA,NA,173172.322321583,NA,NA,NA,NA,NA,NA,NA,6
"1370","Pencycuron","C19 H21 Cl N2 O","Pesticides","No match","Not the top hit","Full match",0.74,328.13448,351.12368,16.722,94533924.8117032,15,83,9.2,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+Na]+1",NA,NA,55265672.7981799,2681926.72452838,NA,69990814.8354162,NA,NA,NA,NA,NA,NA,7262144.34177862,7070524.10875778,NA,NA,NA,32459522.1274988,NA,6
"1371","Pendimethalin","C13 H19 N3 O4","Pharmaceuticals","Not the top hit","Invalid mass","Full match",0.11,281.13759,282.14486,6.618,223283.889774531,2,31.5,6.6,"Single match found","Single match found","No matches found","Single match found","Single match found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152697.703770997,NA,1
"1372","Penicillic-Acid","C8 H10 O4","Natural products","Not the top hit","No results","Full match",0.256666666666667,170.057953333333,171.065233333333,7.88133333333333,769684.708802556,6,82.55,51.55,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for other ion","[M+H]+1",NA,NA,1101669.18925393,NA,NA,NA,NA,NA,811450.935436729,NA,NA,353233.680942667,NA,NA,NA,NA,NA,NA,443020.495609724,4
"1373","Penicillin BT","C14 H22 N2 O4 S2","Pharmaceuticals","Full match","Invalid mass","Full match",2.35,346.10291,347.11019,13.573,687823.565282467,6,88.1,9.4,"No matches found","Single match found","No matches found","Single match found","Single match found","No matches found","DDA for preferred ion","[M+H]+1",132138.481114655,NA,NA,NA,NA,NA,NA,NA,496586.50193171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1374","Pentobarbital sodium","C11 H17 N2 Na O3","Psychoactives","No match","Invalid mass","Full match",0,248.11369,249.12096,7.569,239537.77258892,9,69.4,44.1,"No matches found","No matches found","Single match found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,44337.8183792794,40934.560377348,NA,NA,NA,132481.311229695,NA,NA,104060.208789699,NA,NA,NA,35855.8450899728,153678.124631616,204070.998544374,NA,7
"1375","Pentostatin","C11 H16 N4 O4","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.63,268.11732,269.12456,8.125,279820.801200219,8,76.5,8.8,"No matches found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,270806.8073952,NA,NA,NA,143993.794617993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165528.673682171,NA,3
"1376","Pentoxifylline","C13 H18 N4 O3","Pharmaceuticals","Not the top hit","Not the top hit","Full match",-1.79,278.13739,279.144635,6.854,531020.82690701,15,84.15,9.2,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,807402.646088455,NA,NA,907048.719585125,NA,63749.7239771333,NA,NA,NA,NA,NA,NA,172040.094971638,NA,NA,NA,NA,4
"1377","Peramivir","C15 H28 N4 O4","Pharmaceuticals","Not the top hit","Invalid mass","Full match",0.21,328.211125,329.218415,2.761,3830874.68098376,6,58.95,45.6,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,1445019.58098039,NA,NA,NA,NA,NA,371525.868281109,NA,310781.743994129,NA,NA,NA,NA,NA,NA,NA,NA,4
"1378","Perifosine","C25 H53 N O4 P","Pharmaceuticals","No match","No results","Full match",-0.82,462.37084,463.37804,24.353,2133324.55226378,0,NA,NA,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,592078.26185006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1379","Perospirone","C23 H30 N4 O2 S","Pharmaceuticals","No match","Not the top hit","Full match",-1.59,426.20827,427.21555,23.973,23318908.5305359,9,93.6,9.7,"No matches found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,185241.521372425,213340.457865885,NA,NA,22672906.6800447,1632884.22540814,147910.722817181,NA,72431.0783923992,52035.4380702132,1275565.76795671,1436686.78090466,252116.892826737,NA,59604.6953543156,NA,321127.004957165,115868.293527415,13
"1380","Perzinfotel","C9 H13 N2 O5 P","Pharmaceuticals","Not the top hit","Invalid mass","Full match",4.63,260.05741,261.06469,10.873,649907.623885965,11,60.1,46.25,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,92234.0836860008,NA,80004.5459594886,97022.8754864225,NA,NA,1080552.95328947,NA,118307.734193943,NA,NA,NA,NA,5
"1381","Pestalotin","C11 H18 O4","Natural products","Full match","Not the top hit","No results",0.16,214.12054,215.12782,10.037,154306.529044499,2,85.9,9.3,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,93830.9527472222,NA,NA,NA,144076.326915578,NA,NA,NA,NA,NA,NA,2
"1382","Phenacemide","C9 H10 N2 O2","Pharmaceuticals","Full match","No results","Full match",0.198333333333333,178.074263333333,179.08156,6.5825,915298.102199771,0,NA,NA,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,159982.80131668,NA,NA,816374.407208144,NA,NA,NA,452064.23662622,505468.712913785,729754.654925898,NA,NA,NA,NA,1030593.32742193,10
"1383","Phenacetin","C10 H13 N O2","Psychoactives","Full match","Full match","Full match",0.354,179.094692,180.101972,7.9338,4585156.16660736,28,81.84,52.14,"Multiple matches found","Single match found","Multiple matches found","Multiple matches found","Single match found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,629086.964146666,NA,NA,2197456.73704114,NA,4741212.93911321,NA,NA,NA,NA,NA,NA,326039.68454663,NA,NA,1642220.32646269,NA,6
"1384","Pheniprazine","C9 H14 N2","Pharmaceuticals","Full match","No results","Full match",0.26,150.115735,151.12304,8.7845,519953.672283115,0,NA,NA,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,338306.909644652,NA,NA,NA,NA,NA,NA,NA,NA,464196.215368822,NA,395949.980599276,NA,NA,97974.9413653846,723726.917936373,NA,5
"1385","Phenisopham","C19 H22 N2 O4","Pesticides","No match","Not the top hit","Full match",0.815,342.158235,343.16521,12.0345,4623142.08665245,19,73.85,26.15,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,6371406.81497181,NA,NA,NA,578425.433799766,NA,NA,NA,NA,NA,NA,2432583.55425538,2332075.5340888,NA,NA,950730.893687445,NA,6
"1386","Phenolphthalein","C20 H14 O4","Pharmaceuticals","No match","Not the top hit","Full match",-1.69,318.08867,319.09595,6.483,281775.508143296,8,68.8,8.4,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,279757.163574978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1387","Phenoxypropazine","C9 H14 N2 O","Pharmaceuticals","Full match","Partial match","Full match",0.198,166.110646,167.117908,7.8342,1948372.54400207,6,66.8,68.3,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,269235.459186469,4982352.74339028,3290962.36726672,1589412.79756554,NA,NA,NA,881261.548660175,1040824.65933477,697857.742098181,NA,NA,404116.889283535,NA,NA,10
"1388","Phensuximide","C11 H11 N O2","Pharmaceuticals","Full match","Not the top hit","Full match",0.32,189.07904,190.0862975,11.05575,2288583.44515203,19,70.95,27.6,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,215531.099115013,NA,NA,NA,NA,NA,879253.783864527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1399427.61213556,NA,4
"1389","Phentolamine","C17 H19 N3 O","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.44,281.152935,282.16021,17.4385,542394.846542774,17,68.35,26.35,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,530435.578185936,NA,NA,371187.236009735,195400.113861408,NA,NA,NA,NA,NA,NA,NA,106403.188885358,NA,NA,577110.740285911,398414.193012979,7
"1390","Phenyl phosphate","C6 H7 O4 P","Natural products","Full match","Full match","No results",0.32,174.00825,175.01553,19.104,810947.937207302,1,97.2,89.2,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",781789.009004378,NA,651927.349053151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125571.490512202,NA,NA,3
"1391","Phenyl salicylate","C13 H10 O3","Pharmaceuticals","Not the top hit","Partial match","Full match",0.35,214.06307,215.0703,14.485,500524.201349431,4,73.4,46.2,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,144931.925237417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1392","Phenylacetic acid","C8 H8 O2","Pharmaceuticals","Full match","Invalid mass","Full match",0.556666666666667,136.052506666667,147.73518,12.9666666666667,4056445.87442198,4,64.35,64.9,"No matches found","No matches found","Single match found","Single match found","No matches found","No matches found","DDA for other ion","[M+H+MeOH]+1",NA,NA,NA,NA,NA,NA,NA,NA,478828.157068395,1167858.47763534,NA,1418058.68045522,NA,NA,NA,NA,NA,NA,NA,4
"1393","Phenylazide","C6 H5 N3","Natural products","Full match","Partial match","Full match",1.18,119.04849,120.05576,9.703,8880503.32095162,2,95.8,76,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",NA,NA,574131.944157612,NA,NA,NA,NA,NA,NA,NA,NA,NA,5577568.80272201,3422814.99069855,327857.545447411,NA,NA,8806679.73047213,4301469.17408826,6
"1394","Phenylbutazone","C19 H20 N2 O2","Pharmaceuticals","Full match","Not the top hit","Full match",0.6,308.15266,309.15994,9.267,1405943.48708953,8,94.2,9.7,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,871712.413758872,NA,NA,NA,120273.6723223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1392170.00710303,NA,3
"1395","Phenylpyruvic acid","C9 H8 O3","Natural products","Full match","Not the top hit","Full match",0.23,164.047383333333,170.73018,16.4853333333333,4153892.8520165,11,73.5,21,"No matches found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,2194884.84130022,NA,3223252.78082118,4642016.01496254,379797.477517313,2033055.88581193,NA,NA,200215.416824624,297515.813512658,167190.036539424,844072.226855619,NA,11
"1396","Phenyltoloxamine","C17 H21 N O","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.4,255.162415,256.1696925,19.24925,788251.170340567,12,49.6,7.475,"Single match found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,148366.578071514,NA,41414.7993243891,NA,NA,NA,NA,252087.845901025,120766.706955994,NA,353716.352961422,442680.806223455,NA,61223.5075625461,269772.358391355,600111.634136857,685925.952408103,14
"1397","Phosphamidon","C10 H19 Cl N O5 P","Pesticides","Not the top hit","Not the top hit","Full match",-3.48,299.06789,300.07517,15.465,4406274.82083341,4,67.7,8.4,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",2401290.74355769,1231804.10140612,NA,2095602.54524902,2779508.09901016,1249450.40276322,1343992.64973189,NA,2583445.36104511,3127732.81873967,2865833.68882206,NA,1015246.33699663,1257339.86342894,1676422.24628149,2268379.09069603,NA,1817937.47986878,1431594.06032686,15
"1398","Phosphohydantocidin","C7 H11 N2 O9 P","Pharmaceuticals","No match","Invalid mass","Full match",-4.375,298.01891,299.026195,9.498,1705709.90752387,8,83.7,66.9,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,102475.759564532,NA,NA,306387.384876798,NA,NA,NA,NA,NA,NA,285429.009542848,831141.107862526,NA,NA,2984667.39342942,NA,5
"1399","Phosphopantetheine","C11 H23 N2 O7 P S","Natural products","No match","Invalid mass","Full match",-3.865,358.094975,381.084215,15.0675,11140480.9875479,13,64.05,37.55,"No matches found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+Na]+1",10801873.0246438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1400","Phosphorylcholine","C5 H15 N O4 P","Pharmaceuticals","No match","Invalid mass","Full match",-1.37,184.073616666667,185.080896666667,15.3573333333333,6155717.54393298,6,47.7,61.4,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",8469699.47076536,2030036.11896691,8040936.7817449,NA,NA,644922.796780447,328901.428448397,NA,NA,239254.164113904,110424.9827767,NA,NA,NA,NA,114738.547857663,329489.972967947,NA,NA,12
"1401","Phoxim","C12 H15 N2 O3 P S","Pesticides","No match","Not the top hit","Full match",1.355,298.054505,299.061785,28.9685,68819320.0193402,12,67.9,43.85,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,57928636.5002784,NA,NA,35381058.3573977,2901990.56997422,NA,NA,NA,NA,NA,NA,NA,NA,NA,887998.912613377,923139.653849125,NA,1749887.26506128,6
"1402","Phthaldialdehyde","C8 H6 O2","Industrial/Intermediate","Full match","Full match","No results",0.697142857142857,134.036872857143,135.04415,14.1882857142857,4357554.02279659,14,79.5714285714286,63.9428571428571,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",3694053.5424516,2950852.73201249,4978278.06631305,87257.3246704444,NA,1017472.95112234,1324724.38343398,NA,785786.315893304,709970.530208107,356980.497126817,1148966.88205486,NA,NA,NA,281190.953764719,738554.078463883,779934.645995353,NA,30
"1403","Phthalic Acid, Bis-Hexyl Ester","C20 H30 O4","Industrial/Intermediate","Not the top hit","Not the top hit","Full match",0.375,334.214535,335.22148,19.395,14635337.9168156,51,80.95,73.7,"Single match found","No matches found","No matches found","Single match found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,1158659.6018355,NA,NA,NA,NA,NA,NA,5853836.61764465,NA,NA,NA,NA,NA,NA,NA,2
"1404","Phthalic Acid, Bis-N-Pentyl Ester","C18 H26 O4","Industrial/Intermediate","No match","Invalid mass","Full match",-1.49,306.18265,307.189975,14.75,1340939.31371051,8,61.7,35.65,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29946.9488861019,NA,NA,NA,NA,1665825.92839419,NA,2
