Tags,Checked,Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: MassList Search,Annot. DeltaMass [ppm],Calc. MW,m/z,RT [min],Area (Max.),# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,Mass List Match: KPS_Cannabinoids,Mass List Match: ITN_KPS,Mass List Match: ITN_CYP_Metabolites,MS2,Reference Ion,Group Area: 1_feedpumpA,Group Area: 2_feedpumpB,Group Area: 3_feedpumpC,Group Area: 4_centrinA,Group Area: 5_centrinB,Group Area: 6_centrinC,Group Area: 7_newdryA,Group Area: 8_newdryB,Group Area: 9_newdryC,Group Area: 10_olddryA,Group Area: 11_olddryB,Group Area: 12_olddryC,Group Area: 13_digester1A,Group Area: 14_digester1B,Group Area: 15_digester2A,Group Area: 16_digester2B,Group Area: 17_digester3A,Group Area: 18_digester3B,Group Area: 19_digester4A,Group Area: 20_digester4B,Group Area: 21_controlA,Group Area: 22_controlB,Group Area: mix_A5,Group Area: mix_A50,Group Area: mix_A500,Group Area: mix_B5,Group Area: mix_B50,Group Area: mix_B500,Group Area: mix_C5,Group Area: mix_C50,Group Area: mix_C500,Peak Rating: 1_feedpumpA.raw (F1),Peak Rating: 2_feedpumpB.raw (F2),Peak Rating: 3_feedpumpC.raw (F3),Peak Rating: 4_centrinA.raw (F4),Peak Rating: 5_centrinB.raw (F5),Peak Rating: 6_centrinC.raw (F6),Peak Rating: 7_newdryA.raw (F7),Peak Rating: 8_newdryB.raw (F8),Peak Rating: 9_newdryC.raw (F9),Peak Rating: 10_olddryA.raw (F10),Peak Rating: 11_olddryB.raw (F11),Peak Rating: 12_olddryC.raw (F12),Peak Rating: 13_digester1A.raw (F13),Peak Rating: 14_digester1B.raw (F14),Peak Rating: 15_digester2A.raw (F15),Peak Rating: 16_digester2B.raw (F16),Peak Rating: 17_digester3A.raw (F17),Peak Rating: 18_digester3B.raw (F18),Peak Rating: 19_digester4A.raw (F19),Peak Rating: 20_digester4B.raw (F20),Peak Rating: 21_controlA.raw (F21),Peak Rating: 22_controlB.raw (F22),Peak Rating: blank1.raw (F23),Peak Rating: blank2.raw (F24),Peak Rating: blank3.raw (F25),Peak Rating: blank4.raw (F26),Peak Rating: blank5.raw (F27),Peak Rating: blank6.raw (F28),Peak Rating: blank7.raw (F29),Peak Rating: blank8.raw (F30),Peak Rating: mix_A5.raw (F31),Peak Rating: mix_A50.raw (F32),Peak Rating: mix_A500.raw (F33),Peak Rating: mix_B5.raw (F34),Peak Rating: mix_B50.raw (F35),Peak Rating: mix_B500.raw (F36),Peak Rating: mix_C5.raw (F37),Peak Rating: mix_C50.raw (F38),Peak Rating: mix_C500.raw (F39),Peak Rating: QC.raw (F40),Peak Rating: QC1.raw (F41),Peak Rating: QC2.raw (F42),Peak Rating: QC3.raw (F43)
,FALSE,Spiroxamine,C18 H35 N O2,Full match,Full match,No results,0.38,297.26689,298.27417,19.894,624514.4084,3,84.1,9.2,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,624514.4084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,"2-(3,4-Dimethoxyphenyl)-5-methylamino-2-isopropylvaleronitrile",C17 H26 N2 O2,Not the top hit,Full match,No results,0.15,290.19947,291.20675,14.013,624513.2027,2,75.7,8.8,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,344837.2087,,,,,,,,,,,,,,,,,,,,,,,,,339723.8352,400736.4158,521319.3267,621398.9992,624513.2027,172425.4647,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,2.5,4.5,5,5,1.4,,,,
,FALSE,Honokiol_BTM02871,C18 H18 O3,Not the top hit,Invalid mass,Full match,-0.26,282.12552,283.1328,18.795,624440.4356,4,70.8,68.5,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,624440.4356,27472.53663,,,,,,316777.7538,,,,,,,,,,,,,,,,,,,,,,,,7.7,2.7,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Decanophenone,C16 H24 O,Not the top hit,Full match,No results,-0.17,232.18268,233.18995,22.95,623849.3901,1,84.2,78.2,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,87892.51209,,310250.9762,,,,,,,623849.3901,,,,,,,,,,,,,300100.9627,,72257.2026,,,,,,,8.2,,4.1,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,2.5,,6.5,,,,,,,7.2,
,FALSE,"5-Phenyl-4-piperazinothieno[2,3-d]pyrimidine",C16 H16 N4 S,No match,Full match,No results,-3.31,296.10859,319.09778,16.308,623589.823,3,70.8,44.7,No matches found,No matches found,No matches found,DDA for preferred ion,[M+Na]+1,,,,,,,,,,623589.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,2-[5-(2-hydroxypropyl)oxolan-2-yl]propanoic acid,C10 H18 O4,Full match,Full match,No results,0.03,202.12051,203.12779,19.527,621332.2563,4,73.9,70.7,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,621332.2563,342870.0335,493524.5302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7.9,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Xibornol_BTM03183,C18 H26 O2,Full match,Partial match,Full match,0.21,274.19334,275.20061,17.391,621214.4439,3,87.9,80.9,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,450829.2597,,,,,,,,,,,,,621214.4439,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,6.6,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,3C-P,C14 H23 N O3,No results,Full match,No results,-0.56,253.16765,254.17493,25.353,620474.4068,1,66.7,47.5,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,51147.96161,,,,,,,,620474.4068,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,4-Fluoro IPV,C14 H20 F N O,Not the top hit,Full match,No results,-4.95,237.15172,238.159,16.245,619677.9492,2,67.4,47.6,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,386352.9935,,,,,,,,,,,,,,,,,,453376.2099,619677.9492,,409482.9454,355164.8289,146892.673,509600.1548,471081.6234,,,393137.0401,,,6.8,,,,,,,,,,,,,,,,,,0.9,6.1,,,,,,,,,,3.6,4.1,0,8.3,6.1,,,4.7,,,,
,FALSE,Penicillin A_BTM00930,C16 H24 N2 O4 S,Not the top hit,Invalid mass,Full match,2.02,340.14636,341.15364,21.126,618305.1009,8,73,70.1,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,,,618305.1009,,442639.9558,495221.911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,,6.8,9.3,,,,,
,FALSE,"ethyl 2-{4-[(4-methoxyphenyl)methylene]-5-oxo-2-phenyl-4,5-dihydro-1H-imidazol-1-yl}acetate",C21 H20 N2 O4,Full match,Full match,No results,4.23,364.14385,365.15112,19.81,618045.1791,10,74.6,46.9,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,,618045.1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,,,,,,,,,
,FALSE,Dextromethorphan hydrobromide,C18 H25 N O,Full match,Full match,No results,-0.4,271.19351,272.20078,20.189,617788.8995,4,75.3,47.3,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,77622.86713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,
,FALSE,Clarithromycin_BTM01181,C38 H69 N O14,No results,No results,Full match,-2.66,763.46977,764.47705,18.473,617720.582,0,,,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,617720.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Flavanone,C15 H12 O2,Not the top hit,Full match,No results,0.12,224.08376,225.09105,16.521,617588.9356,4,76.2,56.6,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,320962.9659,617588.9356,216214.8801,,,,,,355174.874,,128146.8059,,,,,,,,,,,,,,,,,,,,,6.8,2.8,,,,,,,,,2,,,,,,3,,2.2,,,,
,FALSE,NP-017152,C13 H23 N O2,Full match,Full match,No results,0,225.17288,226.18016,21.712,616864.4585,1,68.9,44,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,427065.6173,281693.2449,,,,,,,,,,,,,,,,,615397.3912,616864.4585,54692.40985,81955.554,,,386978.3065,504409.2466,134201.6264,139606.345,335756.2502,,,7.9,2,,,,,,,,,,,,,,,,,2.8,3.9,,,,,,,,,6.5,6,,,2,4.5,1.1,1.1,2.5,,,,
,FALSE,NP-013098,C26 H28 O14,No match,Full match,No results,0.29,564.14807,565.15534,10.87,616700.9951,2,69.7,44.1,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,524272.596,,616700.9951,,,518402.4094,268223.1945,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,8.3,,,4.5,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,"1,4-Androstadiene-3,17-dione",C19 H24 O2,Not the top hit,Full match,No results,0.03,284.17764,285.18496,20.567,616429.9133,1,86.8,9.3,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,616429.9133,384752.6254,,,,121769.6337,91478.58787,,289494.255,,,,,,,,,,,,,,,,,,,,,,,7.2,2.5,,,,,,,,,,,,2.2,4.3,,7.9,,,,,,
,FALSE,"(1R,4aS)-7-(2-Hydroxypropan-2-yl)-1,4a-dimethyl-9-oxo-3,4,10,10a-tetrahydro-2H-phenanthrene-1-carboxylic acid",C20 H26 O4,Not the top hit,Full match,No results,0.38,330.18323,331.19051,20.196,616010.2406,6,79.1,60.6,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,616010.2406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,
,FALSE,NP-008952,C12 H20 O4,Full match,Full match,No results,-0.06,228.13614,229.14341,16.213,613222.4548,3,75.3,47.3,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,484949.6156,,,,548594.7389,,,,,,,,,,,,,,,,,613222.4548,577036.8931,,603143.884,,,364635.3741,,,,5,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,3.9,4.5,,4.5,,,3,,,,,,
,FALSE,"6-(dimethylamino)-2-(1-methyl-1H-benzimidazol-2-yl)-1H-benzo[de]isoquinoline-1,3(2H)-dione",C22 H18 N4 O2,No match,Full match,No results,-3.69,370.14161,371.14889,20.034,611977.3263,9,80.9,9,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,611977.3263,526415.241,,,,,,,,395756.2183,454963.8984,,,,,,,,,,,,,,,,,,,,,8.3,8.3,,,,,,,,8.5,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Cyclobenzaprine,C20 H21 N,Not the top hit,Full match,No results,0.36,275.1675,276.17478,19.934,608914.4702,2,72.5,51.5,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,608914.4702,464387.255,,261580.8784,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,7.2,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,N1-cyclooctyl-4-hydroxy-1-piperidinecarbothioamide,C14 H26 N2 O S,Full match,Full match,No results,-3.73,270.17558,271.18285,23.552,608197.6132,2,74,46.6,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,329859.9583,563074.0489,,,608197.6132,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,3.4,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,
,FALSE,Neomycin,C23 H46 N6 O13,No match,No results,Full match,0.18,614.3124,615.31967,11.8,607331.9062,0,,,No matches found,Single match found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,607331.9062,,,,,,,,228703.5439,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,
,FALSE,"[3,2-c]Pyrazole-androst-4-en-17?-ol",C20 H28 N2 O,Not the top hit,Full match,No results,0.31,312.22026,313.22754,20.629,606902.4259,6,82.8,51.7,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,606902.4259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,,,,,,,,,,,,
,FALSE,Cytochalasin D,C30 H37 N O6,No match,No results,Full match,-4.22,507.25995,508.26723,14.845,605885.622,0,,,No matches found,Single match found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,560796.5826,605885.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,,,
,FALSE,Octyl hydrogen phthalate,C16 H22 O4,Not the top hit,Full match,No results,0.41,278.15192,279.1592,22.229,605217.7715,3,71.7,69.2,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,427134.1869,,605217.7715,,,,,,,,,,,,,,,,,530272.6863,,,,,,307477.1135,,,,,,2.5,,1.7,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,5.2,,,,,,,,,
,FALSE,18-HETE,C20 H32 O3,Not the top hit,Full match,No results,-0.6,320.23495,321.24265,17.374,605149.3534,20,81.5,76.2,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,605149.3534,,,,,,,,,,,,,309451.3222,96471.85903,,89934.71644,,,,,64690.54677,,,,,,,,,,7.2,,,,,,,,,,,,,4.1,2.2,,7.6,,,,,,,,,,,,,3.3,,,,,,,,,3.6
,FALSE,Naftifine_BTM02936,C9 H8 O,Full match,Partial match,Full match,0.3,132.05755,133.06483,17.426,604199.5314,1,87.4,80.6,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,98490.98175,,,,,,,,,,,,,268455.5308,376281.2129,,,,,604199.5314,,,,,,,,,,,,5.4,,,,,,,,,,,,,4.7,5.8,,,,,,,8.2,,,,,,5,,,,,,,,,,,,7.9
,FALSE,1-[4-hydroxy-3-(3-methylbut-2-en-1-yl)phenyl]ethan-1-one,C13 H16 O2,Not the top hit,Full match,No results,-0.08,204.11501,205.12229,23.791,603612.0851,2,73.4,52.7,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,588411.6237,,558799.8317,,429988.0457,583552.1528,,475837.8515,,321729.4226,474215.065,603612.0851,,112579.0288,272254.5583,553283.023,,483917.6217,506857.6686,,,,,,,,,,,51977.86439,,8.3,,4.5,,7.4,5.5,,6.1,,7.9,8.3,1.7,,7.6,1.4,1.2,,6.6,6.6,,,,,,,,,,,,,,,,,,,7.6,,,,7.9
,FALSE,Deoxynivalenol,C15 H20 O6,No match,Full match,No results,0.64,296.12618,297.13345,18.919,602570.8249,1,61.6,65.5,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,602570.8249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,N-[5-(3-methoxyphenyl)pentyl]-N-methylurea,C14 H22 N2 O2,Not the top hit,Full match,No results,-0.13,250.1681,251.17537,11.292,602137.9255,6,72.8,51.9,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,189516.5102,571150.0783,,,,,,,,,,,,,,,,,602137.9255,153112.5012,128420.3105,139637.9366,122140.5423,241670.2381,115377.4772,185123.228,180113.5264,104867.811,106877.0851,158836.7758,,7.9,1.7,,,,,,,,,,,,,,,,,1.2,4.3,5.4,,,,,,,,,2.7,2.2,3,2.2,3,3,1.6,4.3,2.7,4.9,,,
,FALSE,NP-021114,C16 H26 O6,No match,Full match,No results,0.85,314.17321,315.18023,14.921,601661.3366,16,81.6,9.1,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,304635.1447,,484966.9427,,,,,,,,,,,,,,,,,,283541.3098,601661.3366,294912.6283,217063.0284,399158.8192,,360673.3385,284540.8251,173717.0828,402949.0218,275788.9436,4.1,,1.2,,,,,,,,,,,,,,,,,,4.7,4.5,,,,,,,,,6.3,4.7,4.7,,7.4,5.8,5.2,4.1,4.7,,,,
,FALSE,Anisotropine methylbromide,C17 H31 N O2,Full match,Full match,No results,0.43,281.2356,304.22479,20.991,601106.7615,1,78.2,49,No matches found,No matches found,No matches found,DDA for preferred ion,[M+Na]+1,,,,,,,,,,,,,,,,,,,,,,,,,601106.7615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,,,,
,FALSE,"5(Z),8(Z),11(Z)-Eicosatrienoic acid ethanolamide",C22 H39 N O2,No match,Full match,No results,0.43,349.29823,350.30551,19.282,599242.9997,4,73.6,70.5,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,599242.9997,,,,,,,,,,,,,315553.3127,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,1.7,5.5
,FALSE,"9-benzyl-2,3,4,9-tetrahydro-1H-carbazol-4-one",C19 H17 N O,Full match,Full match,No results,-0.03,275.13101,276.13828,19.541,598109.3361,5,76.2,8.8,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,598109.3361,569310.1375,,,,521722.5638,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,6.6,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,NP-004917,C15 H26 O3,Full match,Full match,No results,0.4,254.1883,255.19547,21.394,598080.7134,4,85.5,9.3,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,151085.1434,,44470.2784,,598080.7134,,39009.11059,64459.952,24706.86723,,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,8.2,,2.8,,7.1,8.2,8.2,,,,,,
,FALSE,NP-001846,C11 H20 O4,Full match,Full match,No results,-0.05,216.13615,217.14341,12.598,597508.0464,5,83.4,9.2,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,252792.3343,,,,,,,,,,,,,,,,,,,,,36596.93628,,,362950.8768,,204330.5205,282065.9147,423432.6325,258200.2764,,7.4,,,,,,,,,,,,,,,,,,,,,6.5,3,,,,,,9.3,9.3,,,2,,5.2,4.1,5.8,4.7,,0,,,
,FALSE,Cortisone,C21 H28 O5,No match,Full match,No results,0.17,360.19374,361.20101,17.494,596959.6626,7,82.8,9.1,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,477703.7024,,,,,,,,,,596959.6626,,,,,,,,,,,,,,,,,,,,,5.5,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,N-(6-Aminohexyl)-5-chlor-1-naphthalensulfonamid_BTM02737,C16 H21 Cl N2 O3 S,No match,Invalid mass,Full match,1.79,356.09678,357.10406,16.984,596949.538,1,62.3,8.1,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,596949.538,,,,,334252.6617,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,3-[4-methyl-1-(2-methylpropanoyl)-3-oxocyclohexyl]butanoic acid,C15 H24 O4,Not the top hit,Full match,No results,0,268.16746,269.17468,17.36,596634.2293,7,76.9,72.9,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,494063.3169,,,,,,,,,,,,,,,,596634.2293,,,,,,,,,,,,,,,8.8,,,,,,,,,,,,,,,,6.6,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,?-Asarone,C12 H16 O3,Full match,Full match,No results,-0.14,208.10992,209.11719,20.894,596399.5678,4,81.9,64.4,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,596399.5678,,,512718.8188,243993.1817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,5,5.8,,,,,,,
,FALSE,"N-(1,3-benzodioxol-5-yl)-7-chloroquinolin-4-amine",C16 H11 Cl N2 O2,No match,Full match,No results,3.33,298.0519,299.05917,18.839,596150.7054,9,81.3,9.1,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,108118.3953,596150.7054,,,10200.43713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,8.8,,,8.2,,,,,,
,FALSE,Aphidicolin,C20 H34 O4,No results,Invalid mass,Full match,0.13,338.24575,361.23534,21.518,595325.6514,5,79.2,9,No matches found,Single match found,No matches found,DDA for preferred ion,[M+Na]+1,,,,,,,595325.6514,,,227956.2322,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Benzylsulfanilamide_BTM04684,C7 H6 O,Full match,Invalid mass,Full match,1.49,106.04202,107.0493,21.781,593699.5241,1,62.3,65.7,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,593699.5241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,"4-[(3S)-7-hydroxy-8-(3-methylbut-2-en-1-yl)-3,4-dihydro-2H-1-benzopyran-3-yl]benzene-1,3-diol",C20 H22 O4,No match,Full match,No results,0.98,326.15213,327.15914,18.733,592593.2094,4,78.3,59.4,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,356326.6362,,,535281.7145,592593.2094,,461464.9065,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,8.8,2.8,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Stearamide,C18 H37 N O,Full match,Full match,No results,-0.3,283.28743,284.29471,0.026,592184.1846,1,91.7,61.9,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175000.9454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,2.8,,,
,FALSE,Alminoprofen,C13 H17 N O2,Not the top hit,Full match,No results,0.01,219.12593,220.13321,1.295,591723.5688,2,66.8,47.5,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,82735.77253,,136179.5268,,,,,,,,,,,,,,,,,,,,396035.0951,504119.2698,591723.5688,,272239.9412,228047.7911,319330.3789,244829.9284,,1.6,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,5,2.3,,4.1,3.6,3.6,3.6,,,,,
,FALSE,4'-Deoxycirramycin?A1_BTM02238,C31 H53 N O9,No results,No results,Full match,4.19,583.37448,584.38175,23.691,590823.5377,0,,,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,301647.3342,,,,,,,,,,,,,,590823.5377,,,,,,,,,,,,,,,,,7.9,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,"5,14-dimethoxy-8,17-dioxatetracyclo[8.7.0.0¬?,‚Å∑.0¬a¬a,¬a‚Å∂]heptadeca-2,4,6,11(16),12,14-hexaene",C17 H16 O4,No results,Full match,No results,0.51,284.105,285.11228,14.925,590672.4445,5,78.5,49.2,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,590672.4445,,,,,,354814.9633,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,3,
,FALSE,Dextromethorphan hydrobromide,C18 H25 N O,Not the top hit,Full match,No results,-0.31,271.19353,272.20081,19.588,590458.7827,4,76.2,47.9,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,590458.7827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Pikromycin/Amaromycin_BTM01888,C26 H40 O9,Unused,No results,Full match,-1.17,496.26665,497.27393,15.698,589977.8955,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,589977.8955,,,,,,,,,,,,,,203718.3012,,,,,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
,FALSE,Fluorchinolone_BTM04494,C24 H30 F2 O7,No match,Invalid mass,Full match,2.4,468.19708,469.20436,17.927,589670.6277,5,77.3,8.9,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,62645.6547,,589670.6277,127200.6555,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,5,2.2,,,,,,,,,,
,FALSE,"6-methoxy-2,3,4,9-tetrahydro-1H-beta-carbolin-1-one",C12 H12 N2 O2,Not the top hit,Full match,No results,0.51,216.08999,217.09726,5.38,587580.286,4,77.8,48.8,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,173455.3831,,,,,,,,316580.3255,,,587580.286,,,529262.9661,,,19949.75142,,,,,,,,,,,,,,2,,,,,,,,2,,,1.2,,,1.2,,,8.7,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Monoolein,C21 H40 O4,Not the top hit,Full match,No results,0.68,356.2929,357.3001,22.189,587095.8904,2,81.8,9.1,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,216550.9987,,508295.3926,543949.8026,458809.8347,,587095.8904,440116.5655,419886.6546,,,,494344.3234,,,408531.7783,364733.3456,541701.9337,560507.803,,,,,,,,,,,,,6.8,,7.7,7.7,5,,8.3,7.9,6.8,,,,3.4,,,7.4,3.6,6.6,3.9,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,2-[(3S)-1-(3-Chlorobenzyl)-3-pyrrolidinyl]-1H-benzimidazole-4-carboxamide,C19 H19 Cl N4 O,No match,Full match,No results,-4.26,354.12323,355.13051,18.51,586674.3328,5,73,52.1,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,563609.7772,,,,,,,586674.3328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,9.3,,,,
,FALSE,Honokiol,C18 H18 O2,Full match,Not the top hit,Full match,-0.28,266.13061,267.13788,18.576,586248.5242,3,79.2,9,No matches found,Single match found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,159442.4718,,,,,,,,,149441.5373,,,,,,,,,,,493679.2595,,586248.5242,453040.8149,574049.2154,,,,,,,7.1,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,6.6,,2.8,4.7,3.9,,,,,
