Tags,Checked,Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: MassList Search,Annot. DeltaMass [ppm],Calc. MW,m/z,RT [min],Area (Max.),# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,Mass List Match: KPS_NPL,Mass List Match: KPS_Psychoactive Substances_v2,Mass List Match: KPS_Pharmaceuticals_Oct22,MS2,Reference Ion,Group Area: 1_feedpumpA,Group Area: 2_feedpumpB,Group Area: 3_feedpumpC,Group Area: 4_centrinA,Group Area: 5_centrinB,Group Area: 6_centrinC,Group Area: 7_newdryA,Group Area: 8_newdryB,Group Area: 9_newdryC,Group Area: 10_olddryA,Group Area: 11_olddryB,Group Area: 12_olddryC,Group Area: 13_digester1A,Group Area: 14_digester1B,Group Area: 15_digester2A,Group Area: 16_digester2B,Group Area: 17_digester3A,Group Area: 18_digester3B,Group Area: 19_digester4A,Group Area: 20_digester4B,Group Area: 21_controlA,Group Area: 22_controlB,Group Area: mix_A5,Group Area: mix_A50,Group Area: mix_A500,Group Area: mix_B5,Group Area: mix_B50,Group Area: mix_B500,Group Area: mix_C5,Group Area: mix_C50,Group Area: mix_C500,Peak Rating: 1_feedpumpA.raw (F1),Peak Rating: 2_feedpumpB.raw (F2),Peak Rating: 3_feedpumpC.raw (F3),Peak Rating: 4_centrinA.raw (F4),Peak Rating: 5_centrinB.raw (F5),Peak Rating: 6_centrinC.raw (F6),Peak Rating: 7_newdryA.raw (F7),Peak Rating: 8_newdryB.raw (F8),Peak Rating: 9_newdryC.raw (F9),Peak Rating: 10_olddryA.raw (F10),Peak Rating: 11_olddryB.raw (F11),Peak Rating: 12_olddryC.raw (F12),Peak Rating: 13_digester1A.raw (F13),Peak Rating: 14_digester1B.raw (F14),Peak Rating: 15_digester2A.raw (F15),Peak Rating: 16_digester2B.raw (F16),Peak Rating: 17_digester3A.raw (F17),Peak Rating: 18_digester3B.raw (F18),Peak Rating: 19_digester4A.raw (F19),Peak Rating: 20_digester4B.raw (F20),Peak Rating: 21_controlA.raw (F21),Peak Rating: 22_controlB.raw (F22),Peak Rating: blank1.raw (F23),Peak Rating: blank2.raw (F24),Peak Rating: blank3.raw (F25),Peak Rating: blank4.raw (F26),Peak Rating: blank5.raw (F27),Peak Rating: blank6.raw (F28),Peak Rating: blank7.raw (F29),Peak Rating: blank8.raw (F30),Peak Rating: mix_A5.raw (F31),Peak Rating: mix_A50.raw (F32),Peak Rating: mix_A500.raw (F33),Peak Rating: mix_B5.raw (F34),Peak Rating: mix_B50.raw (F35),Peak Rating: mix_B500.raw (F36),Peak Rating: mix_C5.raw (F37),Peak Rating: mix_C50.raw (F38),Peak Rating: mix_C500.raw (F39),Peak Rating: QC.raw (F40),Peak Rating: QC1.raw (F41),Peak Rating: QC2.raw (F42),Peak Rating: QC3.raw (F43)
,FALSE,Tetrakis(2-hydroxypropyl)ethylenediamine,C14 H32 N2 O4,Full match,Full match,No results,0.36,292.23631,293.24359,1.383,404580.836,3,70,48.1,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,47682.18495,,,172177.6719,,,211403.3338,118147.9002,,404580.836,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,4.7,,,2.5,4.7,,7.2,,,,
,FALSE,tetranor-12(R)-HETE,C16 H26 O3,Not the top hit,Full match,No results,-0.25,266.18813,267.19544,19.779,1023760.643,2,66.8,8.3,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,1023760.643,,,,,,,,,,,,,,,,,,,34179.46358,45484.60649,30043.33571,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,0.5,7.6,,,,,,,,,,
,FALSE,Tetrazepam,C16 H17 Cl N2 O,No match,Not the top hit,Full match,3.56,288.10397,289.11124,19.455,849006.3268,16,78.3,8.9,No matches found,Single match found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,453623.8487,514972.6705,51377.21281,19009.86358,,849006.3268,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,8.8,,,,,,,,,7.6,8.2,,8.6,,,,,,,,,
,FALSE,Tetrazepam,C16 H17 Cl N2 O,No match,Not the top hit,Full match,3.55,288.10396,289.11124,19.353,102294.3104,16,77.5,58.3,No matches found,Single match found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,102294.3104,98594.924,,,,,,,68088.28015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,8.2,,,,,,,8.7,,,,
,FALSE,Tetrazepam,C16 H17 Cl N2 O,No match,Not the top hit,Full match,3.43,288.10393,289.11121,19.36,95407.17794,16,79.4,9,No matches found,Single match found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95407.17794,26394.91474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,8.2,,,,,
,FALSE,Tetrazepam,C16 H17 Cl N2 O,No match,Not the top hit,Full match,3.43,288.10393,289.11121,19.337,73908.41312,16,78.3,73.9,No matches found,Single match found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,73908.41312,,37249.61426,59166.04687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,,7.6,8.2,,,,,,,
,FALSE,Thiamine thiozole,C6 H9 N O S,Full match,Partial match,Full match,0.51,143.04056,144.04783,4.172,22776914.01,1,85.1,53.1,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,22776914.01,17516522.02,14038222.67,2848621.645,2428047.486,1869635.094,341154.3463,,,,,,,364660.3594,646571.3997,449977.8766,7282568.668,4369910.086,8338707.393,13912579.29,,,,,,,,,,,,5.7,5.1,6.2,4.6,4.6,4.6,1.2,,,,,,,2.3,2.3,2.3,6.2,4.6,5.7,5.7,,,,,,,,,,,,,,,,,,,,,4.6,5.1,5.1
,FALSE,Thiocolchicoside,C27 H33 N O10 S,No match,Invalid mass,Full match,-4.04,563.18024,564.18752,10.869,49794.31437,1,61.7,42.9,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,41649.96712,49794.31437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,6.5,,,,,,,,,,,,,,,,,,,,,
,FALSE,Thiocysteine,C3 H7 N O2 S2,Not the top hit,Invalid mass,Full match,-4.38,152.99115,171.02507,1.322,1721887.921,2,69.4,67.8,No matches found,No matches found,Single match found,DDA for preferred ion,[M+NH4]+1,1721887.921,,,,,923899.1592,,,,,,,487992.7386,222601.5254,,,,,,,,,,,,,,,,,,8,,,,,7.5,,,,,,,3.4,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Thiopental,C11 H18 N2 O2 S,Not the top hit,Invalid mass,Full match,2.62,242.10953,243.11681,18.607,1586848.508,4,65.3,8.3,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,417934.3526,652141.4096,456692.3391,,395957.1214,,,,,,,,,1586848.508,,,,,,,,,,,,,,,,,,7.7,8.3,6.6,,5,,,,,,,,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Thioridazine,C21 H26 N2 S2,No match,Not the top hit,Full match,4.69,370.15548,371.16275,20.156,30338026.76,13,84,9.2,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,15889050.01,,690013.6402,,11190746.56,,,7607814.823,,30338026.76,29625745.44,27769325.36,,12759072.18,19544180.12,14648275.39,,,2275632.912,,,,,404222.8125,,,,,,,,1.8,,8,,2.4,,,2.4,,1.3,3.5,1.3,,1.3,1.8,2.4,,,2.9,,,,,6.5,,,,7.8,7,,,1.2,,,,,,,,2.9,,1.3
,FALSE,Thioridazine,C21 H26 N2 S2,No match,Not the top hit,Full match,4.74,370.15549,371.16277,20.117,32046206.56,13,80.4,9,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,1422360.892,13033219.96,15925122.78,,32046206.56,,,,,,,,,,19841149.12,,21856522.94,,,,,,,,,,,,,,,4.8,4.6,4,,1.8,,,,,,,,,,3.5,,2.4,,,,,4.2,,,,0.3,,,,,,,,,,,,4,5.7,
,FALSE,Thioridazine,C21 H26 N2 S2,No match,Not the top hit,Full match,4.81,370.15552,371.1628,20.467,7479248.062,12,81.5,9.1,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,3264918.294,6083712.006,,,318079.2438,,7479248.062,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,,,4.6,,,5,,5.1,,,,,,,
,FALSE,Thioridazine,C21 H26 N2 S2,No match,Not the top hit,Full match,4.7,370.15548,371.16275,20.503,5969799.572,13,80.8,9,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,682480.56,,,,2590730.486,5969799.572,,3493557.054,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,3.3,,,,,,,,,7.8,2.9,,5.7,,,,,,
,FALSE,Thioridazine,C21 H26 N2 S2,No match,Invalid mass,Full match,4.69,370.15548,371.16275,19.59,9780736.703,4,76.7,8.8,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,3328889.671,,,,,,7051608.747,,,,,,,,9780736.703,,,,,,,,,,,,,,,,,6.7,,,,,,7.8,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Thioridazine,C21 H26 N2 S2,No match,Not the top hit,Full match,4.9,370.15555,371.16283,20.426,2202438.29,13,80.4,9,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,2202438.29,,,,1501193.13,54418.56806,166902.6027,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,2.6,6,5.8,,,,,,,,
,FALSE,Thioridazine,C21 H26 N2 S2,No match,Not the top hit,Full match,4.67,370.15547,371.16274,20.559,1206296.689,13,81.2,9.1,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,,516550.7647,934861.2919,,558182.1293,536273.9305,1206296.689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,5.9,,4.5,6.6,7,,,,
,FALSE,Thioridazine,C21 H26 N2 S2,No match,Invalid mass,Full match,-2.25,370.15291,371.16018,8.81,81665.41216,6,72,69.4,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,19530.33646,,81665.41216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Thioridazine,C21 H26 N2 S2,Invalid mass,Invalid mass,Full match,-2.35,370.15287,371.16015,7.421,32272.45253,2,65.1,66.5,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,32272.45253,,,,,,,,,,,,,,,,,,19470.3002,,,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Thiosildenafil,C22 H30 N6 O3 S2,No match,Full match,No results,1.57,490.18285,491.19012,13.781,147186.765,4,71.6,8.6,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,,,147186.765,55906.09592,32907.03137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,4.9,,,,,,
,FALSE,Thymine,C5 H6 N2 O2,Full match,Full match,Full match,0.82,126.04303,127.05031,5.182,30009110.51,3,84.8,9.2,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,30009110.51,18661722.01,16114124.84,,2289966.182,351932.1041,1375584.509,1152495.813,1559021.035,,,,1235108.772,1076603.704,1787507.571,710622.6946,5934737.85,1863254.641,,4108936.879,,,,,,,,,,,,7.8,7.8,7.8,,6.2,3.4,4.8,4.8,7,,,,5.9,7,5.9,4.8,7.3,5.7,,6.2,,,,,,,,,,,,,,,,,,,,3.6,7.3,7.3,7.3
,FALSE,Thymine,C5 H6 N2 O2,Full match,Partial match,Full match,0.79,126.04303,127.0503,6.159,949569.8909,3,82.8,9.1,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,949569.8909,562293,864152.1063,482804.4642,351456.6975,359720.4369,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,1.7,5.3,2.3,3.9,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Thymine,C5 H6 N2 O2,Full match,Partial match,Full match,0.77,126.04302,127.0503,0.885,551405.0274,3,84.1,9.2,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,164477.4306,,,,,,191199.7569,,,194078.5588,,,141759.2098,121582.0305,,115328.1732,156418.1953,,140565.1796,140133.8772,,253263.1843,,191695.3646,270650.1154,162827.7596,,147122.4467,551405.0274,131797.6701,,3,,,,,,2.5,,,3.6,,,3,4.1,,3,3.6,,3,5.2,,2.5,,,,2.5,,,3.6,,,2.5,2.5,3.6,,3,2.8,1.4,,,4.7,,
,FALSE,Thymol,C10 H14 O,Full match,Partial match,Full match,0.07,150.10448,168.1383,20.385,466185.1166,1,66.8,43.7,Multiple matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+NH4]+1,,,,354366.1445,349833.7179,290832.6216,,351856.9823,277890.2562,,,375015.2939,361762.2994,466185.1166,174651.2152,,201250.4939,307204.456,249483.1254,168286.6379,136983.1571,132822.0524,,,,16694.08549,152990.3195,158995.1661,,,,,,,5,6.6,2.5,,3.9,2.5,,,3.4,6.6,3.9,4.1,,3,5.5,4.1,5.8,2.5,6.8,,,,,,,,,,,,2.2,4.7,4.1,,,,,3.6,2.8,3.9
,FALSE,Thymol,C10 H14 O,Full match,Invalid mass,Full match,-0.38,150.10441,151.11177,20.252,874958.7048,9,79.7,9,Multiple matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,874958.7048,,,,,,,,,,19881.62957,,34362.91432,49028.25036,,,,,,,,79079.13353,,,,78417.44166,381430.0236,,36952.17511,100080.2971,,3.2,,,,,,,,,,7.1,,3.3,2.7,,,,,,,,1.6,,,,,,,,,,,,4.3,3.4,,1.6,3.8,,,,,
,FALSE,Thymol,C10 H14 O,Full match,Invalid mass,Full match,-0.05,150.10446,151.11173,19.02,1723916.515,9,78.5,49.2,Multiple matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,785941.7893,966238.3258,,,,,1723916.515,623955.7743,,,,,,,,,,,,,,1060559.424,,,,,,,,,,2.1,1,,,,,4.2,5,,,,,,,,,,,,,,6.4,,,,,,,,,,,,,,,,,,,,,
,FALSE,Thymol,C10 H14 O,Full match,Invalid mass,Full match,0.08,150.10448,151.11175,19.208,3383933.116,2,78.9,74.4,Multiple matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,3383933.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,3.3,,,,,,,,,,,,,,,,,5.5,,
,FALSE,Thymol,C10 H14 O,Full match,Invalid mass,Full match,0,150.10447,151.11173,20.094,333712.9323,1,62.5,8.1,Multiple matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,113900.3651,38711.34319,,,,,,,,,,,,,,,,,,333712.9323,,,,11192.3373,,,43594.16709,93808.29806,,,,2.5,4.9,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,4.3,,,2.2,6.5,,,6.8,,
,FALSE,Tiadenol [INN:DCF],C14 H30 O2 S2,Not the top hit,Invalid mass,Full match,-1.29,294.16834,295.17563,17.946,4506401.545,9,68.9,67.6,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,4506401.545,,,,,,,,,520361.1226,331342.3579,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,,,,,,,,,,,5.5,7.7,,,,,,,,,,,
,FALSE,Tiadenol [INN:DCF],C14 H30 O2 S2,Not the top hit,Invalid mass,Full match,-1.87,294.16817,295.17555,18.277,236166.0987,8,86.1,9.3,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,52212.41677,79826.65241,197177.63,,51050.52153,236166.0987,121151.7127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,7.6,7.4,,8.2,7.4,7.4,,,,
,FALSE,Tiadenol [INN:DCF],C14 H30 O2 S2,No match,Invalid mass,Full match,-1.73,294.16821,295.17549,17.762,69117.69281,10,78.6,74.1,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,56437.47069,69117.69281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,,,,,,,,,7.1,,,,,,,,,,,,
,FALSE,Tiapride,C15 H24 N2 O4 S,No match,Invalid mass,Full match,2.29,328.14643,329.15375,19.666,11789633.46,10,88.2,9.4,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,1789122.268,,,811493.9929,,,,,627811.356,,,,,,,,,,,11789633.46,661676.8902,,,,1599084.882,260486.2599,,,,123611.6291,,5.3,,,3.7,,,,,1.2,,,,,,,,,,,8.9,8.3,,,,,,,,,,,,9.1,7.4,,,,6.8,,,8.3,
,FALSE,Tiapride,C15 H24 N2 O4 S,Not the top hit,Invalid mass,Full match,2.39,328.14646,351.13567,19.411,1713838.044,10,87,9.4,No matches found,No matches found,Single match found,DDA for preferred ion,[M+Na]+1,,,,,,,,,,,,,,,,,,,,,,,,,,,1713838.044,1092332.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,9.7,,,,,,,
,FALSE,Tiapride,C15 H24 N2 O4 S,No match,Invalid mass,Full match,-4.57,328.14418,329.15145,19.546,3504819.664,3,65.6,66.6,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,1192624.451,1138683.702,,3504819.664,2589920.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,9.1,,10,10,,,,,,,
,FALSE,Tiapride,C15 H24 N2 O4 S,Full match,Partial match,Full match,-4.49,328.1442,329.15148,19.945,3157569.664,1,62.5,65.7,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,3058318.951,,,,259262.57,,3157569.664,413576.6744,808845.184,171534.4984,906849.4727,,,,,1437070.793,918138.6588,,,,1280112.663,,,,,,,,,,,9.5,,,,9,,8.9,8.8,8.6,8.5,8,,,,,9.1,7.5,,,,,,,,,,,,7.5,,,,,,,,,9.5
,FALSE,Tiapride,C15 H24 N2 O4 S,No match,Partial match,Full match,-4.27,328.14428,329.15151,19.563,2293677.305,2,62.6,65.8,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,,,154660.8467,,2293677.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,,10,,,,,,
,FALSE,Tiapride,C15 H24 N2 O4 S,No match,Invalid mass,Full match,2.45,328.14648,351.13567,19.456,5590702.884,9,87,9.3,No matches found,No matches found,Single match found,DDA for preferred ion,[M+Na]+1,,,,2096482.211,,,,,,,,,,,,,,,,,,,1338506.722,,,,,,,5590702.884,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,,,,,,,7.8,,,,,
,FALSE,Tiapride,C15 H24 N2 O4 S,Not the top hit,Invalid mass,Full match,2.32,328.14644,329.15375,19.426,174814.9914,9,87,9.4,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,24113.88239,48696.66279,,11888.53328,,,,174814.9914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,8.7,,8.2,,,,8.5,,,,
,FALSE,Tiapride,C15 H24 N2 O4 S,Not the top hit,No results,Full match,-4.29,328.14427,329.15155,19.682,2371406.982,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,2095362.541,,,,,,,2371406.982,,,,,48302.33664,,,,,,,,,,,,,,,,,,,9.5,,,,,,,8.4,,,,,,,,,,,,,6.5,,,,,,,,,,,,
,FALSE,Tiapride,C15 H24 N2 O4 S,Not the top hit,Not the top hit,Full match,3.85,328.14694,329.15422,12.297,1287033.585,15,75.2,8.8,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,1287033.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,
,FALSE,Ticagrelor,C23 H28 F2 N6 O4 S,Not the top hit,Invalid mass,Full match,-0.11,522.18602,523.1933,19.241,36752465.25,1,64.9,43.4,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,24619804.17,36752465.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Ticagrelor,C23 H28 F2 N6 O4 S,No match,No results,Full match,-0.1,522.18603,523.1933,19.406,8147623.145,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,1044620.577,,1204336.717,,,,,,,,8147623.145,,,,,,7074164.552,4381378.631,4227245.718,4027932.05,,,,,,,,,,,,9.1,,9.1,,,,,,,,8.4,,,,,,9.5,10,10,10,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Ticagrelor,C23 H28 F2 N6 O4 S,Not the top hit,Invalid mass,Full match,0.04,522.1861,523.19338,19.599,12481372.11,1,65.7,43.5,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,12481372.11,,,,,,,,9193541.825,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Ticagrelor,C23 H28 F2 N6 O4 S,No match,No results,Full match,0,522.18608,523.19336,19.778,10476971.5,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,4298639.69,,,10271617.31,10476971.5,,,,7324911.357,,,4943336.592,4588837.353,,,,,,,,,,,,,,,,,,,10,,,9.5,9.5,,,,9.5,,,9.5,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,8.9,9.5,9.5
,FALSE,Tideglusib,C19 H14 N2 O2 S,No match,Not the top hit,Full match,-4.6,334.07606,335.08334,18.293,89129.80448,14,83.9,9.2,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,,16473.76425,46414.55313,89129.80448,15605.24245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,6.5,7.1,7.6,,,,,,
,FALSE,Tideglusib,C19 H14 N2 O2 S,No match,Not the top hit,Full match,-4.44,334.07612,335.08339,17.986,156830.8376,14,83.7,9.2,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,110745.9727,99329.59796,156830.8376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,7.6,7.4,,,,,,,,,,
,FALSE,Tilidine,C17 H23 N O2,Not the top hit,Invalid mass,Full match,0.21,273.17294,274.18007,16.286,1028636.336,8,84,9.2,No matches found,Single match found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,1028636.336,723551.4772,312838.7006,,,418217.869,175356.665,348325.0531,94515.73496,44949.19021,79985.68078,,,,,,,,,,,,,,,,,,,,,6.4,7,,,,,,,,,7.7,,,2.3,5.2,8.3,3.8,0,6.5,,,3.4,
,FALSE,Tinosorb s,C38 H49 N3 O5,No results,No results,Full match,-3.83,627.36482,628.37208,16.556,2896899.434,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,1230896.231,,,,,,,,,2869753.011,,,2896899.434,,,,35366.65805,,,,,,,,,,,,,,,8.6,,,,,,,,,5.1,,,5.7,,,,7.6,,,,,,,,,,,,,,,,,,,8,4.6,4.6
,FALSE,Tiotropium bromide,C19 H22 Br N O4 S2,No match,No results,Full match,3.08,471.01881,472.02609,16.5,966403.5157,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,776268.4302,,,,,,,,,,492166.2266,,,,,,693813.5255,,,966403.5157,,,,,,,,83043.02591,,,42827.1221,9.1,,,,,,,,,,7.7,,,,,,4.2,,,8,,,,,,,,,,,,,,,,6.5,,,3.3,,,,
,FALSE,Tixocortol,C21 H30 O4 S,No match,Invalid mass,Full match,0.17,378.18655,379.19382,9.04,40252721.6,2,60.9,8,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,28458712.68,,23368306.19,,,,,40252721.6,,,,,,,31856614.71,,,,,,,,854407.1493,,313012.7513,964684.4066,,996162.123,316656.6626,164434.2433,,3.5,,2.4,,,,,4.6,,,,,,,2.4,,,,,,,,2,,,,,,,,4.2,,2.8,6.4,,5.9,4.5,2,,,2.4,,
,FALSE,Tixocortol,C21 H30 O4 S,No match,No results,Full match,0.25,378.18658,379.19385,8.296,37050837.58,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,37050837.58,16442237.93,,,,,,,,,,,,,,,,,,1296527.775,,,,,1235530.957,,341692.5153,232260.2516,517623.4064,910293.1679,,2.4,1.8,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,3.7,,6.1,6.3,6.6,4.8,,,,
,FALSE,Tixocortol,C21 H30 O4 S,Unused,No results,Full match,0.01,378.18648,379.19376,1.306,2090278.417,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,156195.8301,,,,219669.1358,99920.03463,2090278.417,980142.092,,,,,340829.5827,1517526.305,274530.4619,115927.1133,356913.9449,,,149027.7007,,,260485.7879,490056.0898,,466217.1418,907247.8234,722975.6617,633553.2728,2003540.922,489518.4412,7.4,,,,4.1,6,8.9,4.2,,,,,6.1,7.5,3.6,7.4,8.3,,,7.4,,,,,,,,,,,7.9,7.7,,8.3,9.1,8.6,8.3,9.5,7.7,5,7.4,7.4,
,FALSE,TOFA,C19 H32 O4,Not the top hit,Full match,No results,0.11,324.2301,325.23737,19.401,3346624.399,4,80.3,9,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,1327182.893,,1797712.358,,,,,906665.519,,,,,,,,794479.1451,,,,,3346624.399,2381237.601,,,,,91447.37247,,46261.05167,119529.7568,,5.3,,2.6,,,,,4.2,,,,,,,,4.8,,,,,3.5,4.6,,,,,,,,,,,,,2.2,,5.4,7.9,,,,,
,FALSE,Tofacitinib,C16 H20 N6 O,Not the top hit,Invalid mass,Full match,1.38,312.17029,313.17757,20.335,190218.1469,6,76.7,57.3,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,113894.4502,,147074.7402,,,72551.37734,,,,86581.34693,,,,,,,,,,57898.19865,56964.63421,174984.7184,40776.88813,115354.4426,98291.76708,89861.49105,118056.3121,102953.9776,105345.9127,93759.60812,,8.5,,7.9,,,8.2,,,,1.1,,,,,,,,,,7.1,8.2,,,,,,,,,8.5,6,7.9,7.6,8.2,6.3,8.2,7.6,7.1,,8.2,,3.6
