"peak_number","name","formula","annot_delta_mass_ppm","calc_mw","m_z","rt_min","mass_list_name","mean_area","sample_location"
9683,"Tetrazepam","C16 H17 Cl N2 O",3.39,288.10392,289.11119,19.202,"kps_psychoactive_substances_v2",133605.235272684,"maun beach (before) surface water"
3934,"Tetrazepam","C16 H17 Cl N2 O",0.67,288.10313,289.11041,11.458,"kps_psychoactive_substances_v2",1765031.23377839,"maun wwtp (main) waste water"
3934,"Tetrazepam","C16 H17 Cl N2 O",0.67,288.10313,289.11041,11.458,"kps_psychoactive_substances_v2",1790255.91260722,"glen valley (recreational) surface water"
4714,"Thebacon","C20 H23 N O4",-0.05,341.16269,342.16997,8.299,"kps_psychoactive_substances_v2",1981655.96679042,"maun beach (after) surface water"
3153,"Tilidine","C17 H23 N O2",0.29,273.17296,274.18024,18.291,"kps_psychoactive_substances_v2",3029306.76979942,"lotsane dam surface water"
9248,"Tilidine","C17 H23 N O2",0.24,273.17295,274.18022,18.952,"kps_psychoactive_substances_v2",381089.130951499,"glen valley (recreational) surface water"
2050,"Tramadol","C16 H25 N O2",0.4,263.18863,264.19591,8.7,"kps_psychoactive_substances_v2",615126.080040686,"lecheng stream surface water"
1193,"Tramadol","C16 H25 N O2",0.31,263.18861,264.19589,9.542,"kps_psychoactive_substances_v2",4282858.77962193,"palapye wwtp (eff) waste water"
1193,"Tramadol","C16 H25 N O2",0.31,263.18861,264.19589,9.542,"kps_psychoactive_substances_v2",5635239.11418257,"palapye wwtp surface water"
7604,"Tramadol","C16 H25 N O2",0.31,263.18861,264.19589,16.223,"kps_psychoactive_substances_v2",527434.763841438,"lotsane dam surface water"
1193,"Tramadol","C16 H25 N O2",0.31,263.18861,264.19589,9.542,"kps_psychoactive_substances_v2",4227227.02329752,"francistown wwtp surface water"
1193,"Tramadol","C16 H25 N O2",0.31,263.18861,264.19589,9.542,"kps_psychoactive_substances_v2",1240592.99050392,"kasane wwtp (main) surface water"
1193,"Tramadol","C16 H25 N O2",0.31,263.18861,264.19589,9.542,"kps_psychoactive_substances_v2",7346433.00840029,"glen valley (reclamation) surface water"
2050,"Tramadol","C16 H25 N O2",0.4,263.18863,264.19591,8.7,"kps_psychoactive_substances_v2",4579353.86684155,"glen valley (recreational) surface water"
2906,"Triazolam","C17 H12 Cl2 N4",3.22,342.045,343.05228,12.421,"kps_psychoactive_substances_v2",678261.77065846,"palapye wwtp (eff) waste water"
1988,"Triazolam","C17 H12 Cl2 N4",3.14,342.04498,343.05225,12.163,"kps_psychoactive_substances_v2",2065427.26629292,"francistown wwtp surface water"
1988,"Triazolam","C17 H12 Cl2 N4",3.14,342.04498,343.05225,12.163,"kps_psychoactive_substances_v2",4776126.68222153,"glen valley (reclamation) surface water"
4805,"Triazolam","C17 H12 Cl2 N4",3.36,342.04505,343.05233,13.354,"kps_psychoactive_substances_v2",1422381.43668572,"glen valley (recreational) surface water"
1470,"Trimetazidine","C14 H22 N2 O3",0.55,266.16319,267.17041,7.56,"kps_psychoactive_substances_v2",163726.317498474,"lecheng stream surface water"
1470,"Trimetazidine","C14 H22 N2 O3",0.55,266.16319,267.17041,7.56,"kps_psychoactive_substances_v2",352185.201587213,"lecheng spring surface water"
229,"Trimetazidine","C14 H22 N2 O3",0.36,266.16314,267.17041,5.58,"kps_psychoactive_substances_v2",14521153.0761476,"palapye wwtp (eff) waste water"
229,"Trimetazidine","C14 H22 N2 O3",0.36,266.16314,267.17041,5.58,"kps_psychoactive_substances_v2",18123263.8824567,"palapye wwtp surface water"
1470,"Trimetazidine","C14 H22 N2 O3",0.55,266.16319,267.17041,7.56,"kps_psychoactive_substances_v2",637379.881866075,"lotsane dam surface water"
229,"Trimetazidine","C14 H22 N2 O3",0.36,266.16314,267.17041,5.58,"kps_psychoactive_substances_v2",27673705.7239246,"francistown wwtp surface water"
1470,"Trimetazidine","C14 H22 N2 O3",0.55,266.16319,267.17041,7.56,"kps_psychoactive_substances_v2",646904.205783713,"kasane wwtp (main) surface water"
1470,"Trimetazidine","C14 H22 N2 O3",0.55,266.16319,267.17041,7.56,"kps_psychoactive_substances_v2",1348751.5983268,"kasane (main) surface water"
1470,"Trimetazidine","C14 H22 N2 O3",0.55,266.16319,267.17041,7.56,"kps_psychoactive_substances_v2",1614972.80843599,"kasane (recreational) surface water"
1470,"Trimetazidine","C14 H22 N2 O3",0.55,266.16319,267.17041,7.56,"kps_psychoactive_substances_v2",410383.001265971,"maun beach (before) surface water"
1470,"Trimetazidine","C14 H22 N2 O3",0.55,266.16319,267.17041,7.56,"kps_psychoactive_substances_v2",1359223.74985042,"maun beach (after) surface water"
1470,"Trimetazidine","C14 H22 N2 O3",0.55,266.16319,267.17041,7.56,"kps_psychoactive_substances_v2",1722915.78272895,"maun wwtp (main) waste water"
229,"Trimetazidine","C14 H22 N2 O3",0.36,266.16314,267.17041,5.58,"kps_psychoactive_substances_v2",5524860.15547273,"glen valley (reclamation) surface water"
1470,"Trimetazidine","C14 H22 N2 O3",0.55,266.16319,267.17041,7.56,"kps_psychoactive_substances_v2",6231342.34380997,"glen valley (recreational) surface water"
6192,"URB-597","C20 H22 N2 O3",-0.15,338.16299,339.17027,14.122,"kps_psychoactive_substances_v2",1129134.66101536,"kasane wwtp (overflow) surface water"
5289,"URB602","C19 H21 N O2",0.93,295.1575,296.16478,15.697,"kps_psychoactive_substances_v2",1595110.38987335,"maun wwtp (main) waste water"
561,"Venlafaxine","C17 H27 N O2",0.28,277.20426,278.21153,10.019,"kps_psychoactive_substances_v2",671389.183934635,"lecheng stream surface water"
561,"Venlafaxine","C17 H27 N O2",0.28,277.20426,278.21153,10.019,"kps_psychoactive_substances_v2",957017.644703952,"palapye wwtp (eff) waste water"
3670,"Venlafaxine","C17 H27 N O2",0.28,277.20426,278.21153,15.098,"kps_psychoactive_substances_v2",230210.740547991,"lotsane dam surface water"
561,"Venlafaxine","C17 H27 N O2",0.28,277.20426,278.21153,10.019,"kps_psychoactive_substances_v2",13869184.3578546,"francistown wwtp surface water"
561,"Venlafaxine","C17 H27 N O2",0.28,277.20426,278.21153,10.019,"kps_psychoactive_substances_v2",521876.407247861,"kasane wwtp (main) surface water"
3670,"Venlafaxine","C17 H27 N O2",0.28,277.20426,278.21153,15.098,"kps_psychoactive_substances_v2",272499.874022239,"kasane (main) surface water"
3670,"Venlafaxine","C17 H27 N O2",0.28,277.20426,278.21153,15.098,"kps_psychoactive_substances_v2",296279.463919796,"kasane (recreational) surface water"
3670,"Venlafaxine","C17 H27 N O2",0.28,277.20426,278.21153,15.098,"kps_psychoactive_substances_v2",444214.528062265,"maun beach (before) surface water"
3670,"Venlafaxine","C17 H27 N O2",0.28,277.20426,278.21153,15.098,"kps_psychoactive_substances_v2",2600756.99669189,"maun beach (after) surface water"
561,"Venlafaxine","C17 H27 N O2",0.28,277.20426,278.21153,10.019,"kps_psychoactive_substances_v2",4800634.33414295,"maun wwtp (main) waste water"
561,"Venlafaxine","C17 H27 N O2",0.28,277.20426,278.21153,10.019,"kps_psychoactive_substances_v2",727620.678595496,"glen valley (reclamation) surface water"
561,"Venlafaxine","C17 H27 N O2",0.28,277.20426,278.21153,10.019,"kps_psychoactive_substances_v2",1045805.48110867,"glen valley (recreational) surface water"
5732,"Zopiclone","C17 H17 Cl N6 O3",-1.22,388.10459,389.11187,16.139,"kps_psychoactive_substances_v2",1498274.67994446,"lecheng stream surface water"
5732,"Zopiclone","C17 H17 Cl N6 O3",-1.22,388.10459,389.11187,16.139,"kps_psychoactive_substances_v2",888562.032355204,"francistown wwtp surface water"
643,"alpha-pyrrolidinovalerophenone","C15 H21 N O",0.48,231.16243,232.16971,16.784,"kps_psychoactive_substances_v2",322739.170656111,"lecheng stream surface water"
643,"alpha-pyrrolidinovalerophenone","C15 H21 N O",0.48,231.16243,232.16971,16.784,"kps_psychoactive_substances_v2",934207.352978368,"lecheng spring surface water"
643,"alpha-pyrrolidinovalerophenone","C15 H21 N O",0.48,231.16243,232.16971,16.784,"kps_psychoactive_substances_v2",1431627.25953072,"palapye wwtp (eff) waste water"
643,"alpha-pyrrolidinovalerophenone","C15 H21 N O",0.48,231.16243,232.16971,16.784,"kps_psychoactive_substances_v2",1309829.63837148,"palapye wwtp surface water"
643,"alpha-pyrrolidinovalerophenone","C15 H21 N O",0.48,231.16243,232.16971,16.784,"kps_psychoactive_substances_v2",2391668.17517249,"lotsane dam surface water"
643,"alpha-pyrrolidinovalerophenone","C15 H21 N O",0.48,231.16243,232.16971,16.784,"kps_psychoactive_substances_v2",8513463.39665676,"francistown wwtp surface water"
643,"alpha-pyrrolidinovalerophenone","C15 H21 N O",0.48,231.16243,232.16971,16.784,"kps_psychoactive_substances_v2",2157527.43420279,"kasane wwtp (main) surface water"
643,"alpha-pyrrolidinovalerophenone","C15 H21 N O",0.48,231.16243,232.16971,16.784,"kps_psychoactive_substances_v2",4980162.14908077,"kasane (main) surface water"
643,"alpha-pyrrolidinovalerophenone","C15 H21 N O",0.48,231.16243,232.16971,16.784,"kps_psychoactive_substances_v2",4608118.8818548,"kasane (recreational) surface water"
643,"alpha-pyrrolidinovalerophenone","C15 H21 N O",0.48,231.16243,232.16971,16.784,"kps_psychoactive_substances_v2",1282924.95805495,"maun beach (before) surface water"
643,"alpha-pyrrolidinovalerophenone","C15 H21 N O",0.48,231.16243,232.16971,16.784,"kps_psychoactive_substances_v2",2368528.34735917,"maun beach (after) surface water"
643,"alpha-pyrrolidinovalerophenone","C15 H21 N O",0.48,231.16243,232.16971,16.784,"kps_psychoactive_substances_v2",5321806.80992819,"maun wwtp (main) waste water"
643,"alpha-pyrrolidinovalerophenone","C15 H21 N O",0.48,231.16243,232.16971,16.784,"kps_psychoactive_substances_v2",9964346.9595223,"glen valley (reclamation) surface water"
643,"alpha-pyrrolidinovalerophenone","C15 H21 N O",0.48,231.16243,232.16971,16.784,"kps_psychoactive_substances_v2",12150449.3625728,"glen valley (recreational) surface water"
8022,"beta-Hydroxythiofentanyl","C20 H26 N2 O2 S",0.4,358.17164,359.17892,8.061,"kps_psychoactive_substances_v2",759261.868556176,"kasane wwtp (overflow) surface water"
